Group,OSF,AB,Ai,Am,Av,B,Pm
OSF,1,-0.33055385483828265,-0.01695305610751352,0.2536438179970933,0.0051928364245521505,-0.40468196880208357,0.1844447384770169
AB,-0.33055385483828265,1,0.8695491283747452,0.5342319069099476,0.8489137610556566,0.9658195099372273,-0.9367184782166517
Ai,-0.01695305610751352,0.8695491283747452,1,0.87505637306180994,0.9943615472163939,0.7932702646555081,-0.9031228176629672
Am,0.2536438179970933,0.5342319069099476,0.87505637306180994,1,0.881002914331243,0.4491757216857906,-0.6193952222789744
Av,0.0051928364245521505,0.8489137610556566,0.9943615472163939,0.881002914331243,1,0.7522596783165856,-0.9142222275445756
B,-0.40468196880208357,0.9658195099372273,0.7932702646555081,0.4491757216857906,0.7522596783165856,1,-0.8331697823305828
Pm,0.1844447384770169,-0.9367184782166517,-0.9031228176629672,-0.6193952222789744,-0.9142222275445756,-0.8331697823305828,1
