"WT_Control","DB_Control","DB_Treated","cluster","n_genes","disease_dir","is_rescue","rescue_mag"
-0.648407848413113,1.09646120246254,-0.448053354049428,2,10,1,TRUE,TRUE
1.07188835061556,-0.865179873126613,-0.206708477488943,4,24,-1,TRUE,TRUE
-0.267176931930051,-0.788617602239027,1.05579453416908,3,6,-1,TRUE,FALSE
1.04436821862935,-0.11502994370672,-0.92933827492263,1,10,-1,FALSE,FALSE
-1.11687531301378,0.478880204911245,0.637995108102539,5,28,1,FALSE,FALSE
1.15124411506639,-0.560298325721612,-0.590945789344774,6,60,-1,FALSE,FALSE
