Group,OSF,AB,Ai,Am,Av,B,Pm
OSF,1,-0.4152891022776954,0.2519954888108445,0.3989692612426873,0.2645970391783823,-0.6309379089851584,0.011826277799030303
AB,-0.4152891022776954,1,0.5851211573992119,0.3670572301989233,0.583758280966187,0.7106861662957257,-0.7363673581419149
Ai,0.2519954888108445,0.5851211573992119,1,0.957744849242668,0.9883575570760207,0.21871380193715537,-0.7068078301845062
Am,0.3989692612426873,0.3670572301989233,0.957744849242668,1,0.9359263473041137,0.08966297869420364,-0.5114256636819576
Av,0.2645970391783823,0.583758280966187,0.9883575570760207,0.9359263473041137,0.9999999999999998,0.14608890236733907,-0.7775196794335427
B,-0.6309379089851584,0.7106861662957257,0.21871380193715537,0.08966297869420364,0.14608890236733907,1,-0.14735551222847557
Pm,0.011826277799030303,-0.7363673581419149,-0.7068078301845062,-0.5114256636819576,-0.7775196794335427,-0.14735551222847557,0.9999999999999999
