Group,OSF_Only,Overlap,Group_Only,Overlap_Rate_OSF,Overlap_Rate_Group,Fisher_OR,Fisher_OR_low,Fisher_OR_high,Fisher_pvalue
AB,4,4,2,0.4444444444444444,0.5714285714285714,2.348721960418104,0.19894739265788033,39.498068650633236,0.6083916083916086
Ai,6,2,1,0.2222222222222222,0.5,1.9115065418785737,0.07852457689750156,137.20903687743098,1
Am,5,3,1,0.3333333333333333,0.6,3.3096952859254825,0.19079255567183198,219.53516570528964,0.5692307692307692
Av,6,2,1,0.2222222222222222,0.5,1.9115065418785737,0.07852457689750156,137.20903687743098,1
B,3,5,3,0.5555555555555556,0.5555555555555556,2.1038395934351377,0.1893222872233027,27.60939220007429,0.6192696192696193
Pm,5,3,0,0.3333333333333333,0.75,Inf,0.3911475917069394,Inf,0.19999999999999998
