Taxon	WTN.F	dbS.F	dbN.F	WTS.F	dbN.O	dbS.B	dbN.B	WTS.B	WTS.L	WTN.L	WTN.O	WTS.O	dbS.O	dbS.L	WTN.B	dbN.L
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Howardella	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum	0.0	0.0	0.0	0.0	0.0	3.0	20.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium	178.0	32.0	24.0	43.0	13.0	434.0	201.0	1259.0	290.0	112.0	26.0	22.0	12.0	66.0	1084.0	168.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	0.0	0.0	0.0	0.0	0.0	37.0	8.0	3.0	26.0	89.0	0.0	0.0	2.0	56.0	4.0	220.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_FCS020_group	52.0	0.0	16.0	26.0	8.0	156.0	22.0	176.0	28.0	0.0	3.0	19.0	13.0	0.0	45.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group	0.0	25.0	0.0	0.0	3.0	6.0	0.0	0.0	46.0	15.0	0.0	2.0	9.0	7.0	0.0	53.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK3A20_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group	10021.0	1851.0	2580.0	10769.0	84.0	5177.0	1971.0	8115.0	3281.0	307.0	294.0	230.0	317.0	568.0	6258.0	355.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4B4_group	16.0	62.0	14.0	28.0	0.0	0.0	23.0	0.0	14.0	0.0	0.0	0.0	3.0	0.0	8.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-001	90.0	27.0	35.0	10.0	0.0	296.0	144.0	5.0	8.0	7.0	0.0	4.0	0.0	8.0	42.0	11.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	64.0	0.0	0.0	0.0	0.0	0.0	29.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-006	58.0	21.0	16.0	52.0	6.0	236.0	71.0	131.0	81.0	28.0	8.0	0.0	0.0	21.0	186.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-010	0.0	2.0	0.0	3.0	0.0	6.0	1.0	0.0	0.0	12.0	0.0	0.0	1.0	0.0	0.0	12.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_XPB1014_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia	2.0	7.0	3.0	26.0	7.0	132.0	128.0	176.0	60.0	0.0	6.0	8.0	0.0	5.0	312.0	12.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Robinsoniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	8.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	626.0	224.0	107.0	430.0	12.0	386.0	543.0	109.0	97.0	62.0	39.0	6.0	39.0	120.0	183.0	241.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_gauvreauii_group	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	13.0	31.0	0.0	4.0	0.0	28.0	0.0	117.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_gnavus_group	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	10.0	18.0	0.0	0.0	0.0	12.0	0.0	79.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group	0.0	0.0	6.0	11.0	61.0	49.0	43.0	82.0	675.0	1147.0	0.0	60.0	8.0	969.0	279.0	1932.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	29.0	25.0	0.0	14.0	0.0	3.0	33.0	53.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Shuttleworthia	0.0	1.0	0.0	8.0	5.0	0.0	7.0	0.0	92.0	9.0	0.0	23.0	1.0	2.0	42.0	93.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Syntrophococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tuzzerella	74.0	26.0	29.0	92.0	5.0	57.0	10.0	14.0	32.0	10.0	4.0	0.0	5.0	18.0	19.0	14.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella	11.0	1.0	10.0	3.0	5.0	12.0	15.0	23.0	24.0	8.0	0.0	0.0	0.0	25.0	17.0	60.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UC5-1-2E3	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus	55.0	56.0	96.0	32.0	2.0	46.0	2.0	11.0	36.0	20.0	9.0	8.0	14.0	7.0	66.0	52.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;__;__	0.0	3.0	8.0	2.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	16.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus	155.0	28.0	36.0	112.0	33.0	428.0	108.0	129.0	121.0	56.0	6.0	16.0	6.0	60.0	166.0	56.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UCG-008	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UCG-009	65.0	16.0	26.0	52.0	9.0	62.0	29.0	120.0	15.0	4.0	3.0	1.0	0.0	1.0	56.0	8.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Eubacterium_coprostanoligenes_group;g__Eubacterium_coprostanoligenes_group	100.0	154.0	243.0	253.0	16.0	524.0	138.0	85.0	369.0	158.0	19.0	21.0	19.0	175.0	181.0	184.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__	2251.0	687.0	767.0	1959.0	35.0	837.0	559.0	466.0	517.0	123.0	180.0	63.0	58.0	226.0	669.0	83.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__	2091.0	873.0	745.0	2079.0	20.0	736.0	358.0	207.0	371.0	83.0	140.0	34.0	146.0	148.0	445.0	94.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter	1235.0	302.0	429.0	1123.0	8.0	663.0	259.0	249.0	381.0	76.0	77.0	29.0	39.0	235.0	698.0	75.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	0.0	3.0	0.0	0.0	0.0	13.0	0.0	12.0	0.0	11.0	0.0	0.0	0.0	13.0	20.0	12.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas	75.0	32.0	3.0	57.0	29.0	151.0	99.0	93.0	77.0	49.0	6.0	23.0	3.0	85.0	97.0	20.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group	15.0	18.0	52.0	29.0	0.0	6.0	6.0	1.0	5.0	35.0	11.0	3.0	7.0	38.0	2.0	21.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	504.0	194.0	165.0	384.0	28.0	292.0	126.0	258.0	214.0	59.0	31.0	25.0	22.0	43.0	281.0	90.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillospiraceae	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	28.0	3.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Papillibacter	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	7.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	49.0	59.0	0.0	0.0	0.0	15.0	0.0	63.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-003	8.0	0.0	37.0	5.0	0.0	39.0	11.0	0.0	23.0	31.0	0.0	0.0	11.0	8.0	0.0	23.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005	47.0	80.0	200.0	65.0	28.0	40.0	25.0	4.0	45.0	61.0	4.0	31.0	40.0	133.0	63.0	16.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-007	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	12.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospirales;g__Hydrogenoanaerobacterium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__	189.0	99.0	164.0	132.0	14.0	236.0	82.0	139.0	198.0	204.0	15.0	15.0	25.0	152.0	172.0	210.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__	225.0	45.0	125.0	140.0	3.0	240.0	145.0	142.0	158.0	5.0	16.0	7.0	11.0	45.0	133.0	19.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	10.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus	110.0	50.0	89.0	53.0	5.0	687.0	278.0	196.0	148.0	50.0	12.0	6.0	9.0	119.0	163.0	29.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352	0.0	0.0	0.0	0.0	6.0	0.0	0.0	13.0	18.0	12.0	0.0	0.0	0.0	7.0	6.0	32.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Candidatus_Soleaferrea	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__DTU089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	4.0	0.0	0.0	0.0	9.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Eubacterium_siraeum_group	123.0	77.0	177.0	492.0	9.0	127.0	32.0	326.0	46.0	22.0	13.0	3.0	18.0	17.0	65.0	15.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	0.0	6.0	3.0	21.0	82.0	155.0	30.0	51.0	958.0	1132.0	14.0	496.0	45.0	502.0	505.0	2146.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella	0.0	0.0	9.0	1.0	4.0	0.0	0.0	0.0	38.0	13.0	0.0	21.0	0.0	0.0	22.0	10.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia	35.0	4.0	23.0	21.0	0.0	15.0	10.0	11.0	1.0	0.0	0.0	3.0	0.0	1.0	13.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis	110.0	69.0	85.0	55.0	11.0	170.0	56.0	85.0	72.0	48.0	33.0	8.0	33.0	33.0	87.0	53.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus	83.0	42.0	47.0	38.0	4.0	32.0	15.0	4.0	11.0	14.0	10.0	7.0	9.0	13.0	50.0	21.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola	14.0	7.0	2.0	18.0	13.0	22.0	0.0	4.0	13.0	0.0	0.0	0.0	0.0	7.0	39.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcaceae	18.0	9.0	13.0	10.0	0.0	21.0	12.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	5.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	58.0	84.0	103.0	391.0	7.0	74.0	52.0	33.0	105.0	124.0	10.0	32.0	12.0	59.0	33.0	277.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum	0.0	5.0	0.0	0.0	3.0	20.0	17.0	6.0	180.0	411.0	0.0	8.0	8.0	227.0	15.0	738.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1819	30.0	16.0	10.0	27.0	1.0	15.0	4.0	5.0	38.0	3.0	3.0	0.0	2.0	0.0	30.0	12.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__UCG-010	93.0	35.0	45.0	51.0	2.0	112.0	36.0	43.0	13.0	21.0	6.0	0.0	22.0	30.0	27.0	7.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__	97.0	30.0	24.0	63.0	2.0	27.0	14.0	50.0	10.0	3.0	5.0	3.0	7.0	10.0	54.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus	17.0	6.0	13.0	4.0	0.0	3.0	5.0	4.0	4.0	5.0	0.0	0.0	0.0	2.0	7.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;__	18.0	10.0	14.0	10.0	1.0	20.0	4.0	8.0	20.0	9.0	1.0	0.0	1.0	0.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Anaerovorax	15.0	3.0	0.0	1.0	0.0	4.0	0.0	6.0	34.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Eubacterium_brachy_group	20.0	5.0	5.0	6.0	0.0	38.0	18.0	98.0	6.0	6.0	0.0	0.0	0.0	0.0	21.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Eubacterium_nodatum_group	25.0	32.0	37.0	32.0	0.0	78.0	40.0	8.0	10.0	28.0	0.0	0.0	11.0	32.0	11.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group	1.0	2.0	5.0	7.0	0.0	15.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	7.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_UCG-001	4.0	5.0	0.0	13.0	0.0	57.0	16.0	49.0	4.0	0.0	3.0	0.0	0.0	0.0	12.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Mogibacterium	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Acetoanaerobium	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Clostridioides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Eubacterium_yurii_group	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Filifactor	0.0	0.0	0.0	0.0	0.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter	0.0	5.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	14.0	23.0	18.0	54.0	13.0	3.0	12.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Paraclostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	28.0	0.0	0.0	2.0	9.0	3.0	24.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia	53.0	428.0	609.0	124.0	93.0	1411.0	795.0	116.0	269.0	300.0	99.0	76.0	285.0	1105.0	301.0	382.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Sporacetigenium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	12.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	19.0	4.0	0.0	0.0	0.0	6.0	8.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Anaerococcus	5.0	7.0	0.0	6.0	5.0	26.0	64.0	11.0	9.0	6.0	3.0	2.0	1.0	19.0	17.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Fenollaria	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Finegoldia	21.0	0.0	0.0	0.0	11.0	30.0	165.0	8.0	10.0	13.0	18.0	0.0	1.0	18.0	28.0	15.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Helcococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Parvimonas	0.0	0.0	0.0	0.0	1.0	13.0	46.0	6.0	3.0	9.0	3.0	0.0	0.0	6.0	5.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Peptoniphilus	19.0	11.0	0.0	0.0	4.0	29.0	201.0	15.0	7.0	8.0	6.0	0.0	5.0	26.0	29.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Tissierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
k__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriales;g__TC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
k__Bacteria;p__Firmicutes;c__Desulfotomaculia;o__Ammonifexales;f__Desulforudaceae;g__Candidatus_Desulforudis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Desulfotomaculia;o__Desulfotomaculales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Incertae_Sedis;o__DTU014;f__DTU014;g__DTU014	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordales;f__Limnochordaceae;g__Limnochorda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	16.0
k__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordales;f__Limnochordaceae;g__Limnochordaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	76.0
k__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordia;f__Limnochordia;g__Hydrogenispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	4.0	0.0	40.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.0	2.0	58.0	0.0	0.0	24.0	0.0	0.0	5.0	19.0	0.0	0.0	0.0	11.0	0.0	30.0
