"Site","Genus","Eigengene","r","p_raw","p_adj","is_rescue_genus"
"BO","Bifidobacterium","EG_DB_down",0.839160839160839,0.000642825988627749,0.0572592406145356,TRUE
"BO","Dubosiella","EG_DB_down",0.825174825174825,0.000951362855555526,0.0572592406145356,TRUE
"BO","Candidatus_Arthromitus","EG_DB_down",-0.811188811188811,0.00136331525272704,0.0572592406145356,TRUE
"BO","ASF356","EG_DB_down",-0.79020979020979,0.00222313540999108,0.0700287654147191,TRUE
"BO","Muribaculum","EG_DB_down",0.769230769230769,0.00344645026182744,0.0868505465980514,FALSE
"BO","Coriobacteriaceae_UCG-002","EG_DB_down",0.755244755244755,0.00450843548429436,0.092233470577554,TRUE
"BO","Roseburia","EG_DB_down",-0.748251748251748,0.005124081698753,0.092233470577554,TRUE
"BO","Parasutterella","EG_DB_down",0.713286713286713,0.00920177977763492,0.14343271517579,FALSE
"BO","Faecalibaculum","EG_DB_down",0.706293706293706,0.0102451939411279,0.14343271517579,FALSE
"BO","Clostridium_sensu_stricto_1","EG_DB_down",0.685314685314685,0.0139059688143628,0.175215207060971,TRUE
"BO","Dubosiella","EG_DB_up",-0.678321678321678,0.0153173290532818,0.175453041883046,TRUE
"BO","Bifidobacterium","EG_DB_up",-0.657342657342657,0.020185498509854,0.211947734353467,TRUE
"BO","Muribaculaceae","EG_DB_down",0.65034965034965,0.0220341909323654,0.213562158267541,FALSE
"BO","Roseburia","EG_DB_up",0.643356643356643,0.0240031912007137,0.216028720806423,TRUE
"BO","Muribaculum","EG_DB_up",-0.622377622377622,0.0306758950616401,0.257677518517777,FALSE
"BO","ASF356","EG_DB_up",0.601398601398601,0.0385884529220193,0.280846274482519,TRUE
"BO","Mucispirillum","EG_DB_up",0.587412587412587,0.0446092964633631,0.280846274482519,TRUE
"BO","Clostridia_UCG-014","EG_DB_down",0.587412587412587,0.0446092964633631,0.280846274482519,FALSE
"BO","Lachnospiraceae_UCG-001","EG_DB_down",-0.587412587412587,0.0446092964633631,0.280846274482519,FALSE
"BO","Turicibacter","EG_DB_down",0.58041958041958,0.0478559768420606,0.280846274482519,TRUE
"BO","Parasutterella","EG_DB_up",-0.573426573426573,0.0512655897864915,0.280846274482519,FALSE
"BO","Alloprevotella","EG_DB_down",-0.573426573426573,0.0512655897864915,0.280846274482519,TRUE
"BO","Mucispirillum","EG_DB_down",-0.573426573426573,0.0512655897864915,0.280846274482519,TRUE
"BO","Candidatus_Arthromitus","EG_DB_up",0.566433566433566,0.0548421197754076,0.28792112882089,TRUE
"BO","Coriobacteriaceae_UCG-002","EG_DB_up",-0.552447552447552,0.0625114832796152,0.315057875729261,TRUE
"BO","Alloprevotella","EG_DB_up",0.538461538461538,0.0708943175492232,0.319024428971504,TRUE
"BO","Faecalibaculum","EG_DB_up",-0.538461538461538,0.0708943175492232,0.319024428971504,FALSE
"BO","Sphingomonas","EG_DB_up",0.538461538461538,0.0708943175492232,0.319024428971504,FALSE
"BO","Muribaculaceae","EG_DB_up",-0.531468531468531,0.0753623350534838,0.327436352301343,FALSE
"BO","Turicibacter","EG_DB_up",-0.524475524475524,0.080019375920275,0.336081378865155,TRUE
"BO","Escherichia-Shigella","EG_DB_down",0.510489510489511,0.0899137363026392,0.363328126995749,FALSE
"BO","Lachnoclostridium","EG_DB_down",0.503496503496504,0.0951573665941248,0.363328126995749,FALSE
"BO","Enterorhabdus","EG_DB_down",0.503496503496504,0.0951573665941248,0.363328126995749,TRUE
"BO","Clostridium_sensu_stricto_1","EG_DB_up",-0.475524475524476,0.118175957013032,0.437946193636531,TRUE
"BO","Anaerotruncus","EG_DB_up",0.461538461538462,0.130948069507173,0.44593126372713,FALSE
"BO","Akkermansia","EG_DB_down",0.461538461538462,0.130948069507173,0.44593126372713,TRUE
"BO","Anaerotruncus","EG_DB_down",-0.461538461538462,0.130948069507173,0.44593126372713,FALSE
"BO","Enterorhabdus","EG_DB_up",-0.454545454545455,0.13765791634773,0.456444669995103,TRUE
"BO","Eubacterium_coprostanoligenes_group","EG_DB_down",-0.447552447552448,0.144586301303347,0.467124973441584,FALSE
"BO","Sphingomonas","EG_DB_down",-0.440559440559441,0.15173503571673,0.477965362507701,FALSE
"BO","Lachnoclostridium","EG_DB_up",-0.426573426573427,0.166699987624945,0.512297522944953,FALSE
"BO","Clostridia_UCG-014","EG_DB_up",-0.391608391608392,0.208063463695353,0.62419039108606,FALSE
"BO","Eubacterium_siraeum_group","EG_DB_up",0.363636363636364,0.245265000730777,0.683986313226141,FALSE
"BO","Helicobacter","EG_DB_down",-0.363636363636364,0.245265000730777,0.683986313226141,TRUE
"BO","Marvinbryantia","EG_DB_up",-0.356643356643357,0.255137751758957,0.683986313226141,FALSE
"BO","Ralstonia","EG_DB_down",0.356643356643357,0.255137751758957,0.683986313226141,TRUE
"BO","Romboutsia","EG_DB_down",-0.356643356643357,0.255137751758957,0.683986313226141,FALSE
"BO","Alistipes","EG_DB_down",-0.34965034965035,0.26523878689279,0.696251815593574,TRUE
"BO","Butyricicoccus","EG_DB_up",0.328671328671329,0.296904115688764,0.748198371535686,FALSE
"BO","Marvinbryantia","EG_DB_down",0.328671328671329,0.296904115688764,0.748198371535686,FALSE
"BO","Butyricicoccus","EG_DB_down",-0.314685314685315,0.319138785503305,0.782164136161549,FALSE
"BO","Lachnospiraceae_UCG-001","EG_DB_up",0.307692307692308,0.33058925941211,0.782164136161549,FALSE
"BO","Haemophilus","EG_DB_up",0.300699300699301,0.342259528940025,0.782164136161549,FALSE
"BO","Prevotellaceae_NK3B31_group","EG_DB_up",0.293706293706294,0.354147641232922,0.782164136161549,FALSE
"BO","Intestinimonas","EG_DB_down",-0.293706293706294,0.354147641232922,0.782164136161549,FALSE
"BO","Akkermansia","EG_DB_up",-0.286713286713287,0.366251460583582,0.782164136161549,TRUE
"BO","Escherichia-Shigella","EG_DB_up",-0.286713286713287,0.366251460583582,0.782164136161549,FALSE
"BO","Haemophilus","EG_DB_down",-0.286713286713287,0.366251460583582,0.782164136161549,FALSE
"BO","Parabacteroides","EG_DB_down",0.286713286713287,0.366251460583582,0.782164136161549,TRUE
"BO","Bacteroides","EG_DB_down",-0.27972027972028,0.378568669662303,0.794994206290836,FALSE
"BO","Prevotella","EG_DB_down",0.272727272727273,0.391096770941896,0.807839231781622,FALSE
"BO","Lachnospiraceae_FCS020_group","EG_DB_up",0.265734265734266,0.403833088314712,0.820693050446027,FALSE
"BO","Eubacterium_coprostanoligenes_group","EG_DB_up",0.251748251748252,0.429918785032884,0.820754044153688,FALSE
"BO","Lactobacillus","EG_DB_down",-0.251748251748252,0.429918785032884,0.820754044153688,FALSE
"BO","Prevotellaceae_NK3B31_group","EG_DB_down",-0.251748251748252,0.429918785032884,0.820754044153688,FALSE
"BO","Dolosigranulum","EG_DB_down",-0.251748251748252,0.429918785032884,0.820754044153688,FALSE
"BO","Ralstonia","EG_DB_up",-0.244755244755245,0.443261936450183,0.833597074518255,TRUE
"BO","Blautia","EG_DB_down",-0.237762237762238,0.456800852639923,0.835028611522173,TRUE
"BO","Helicobacter","EG_DB_up",0.230769230769231,0.470531995381542,0.835028611522173,TRUE
"BO","Alistipes","EG_DB_up",0.230769230769231,0.470531995381542,0.835028611522173,TRUE
"BO","Lachnospiraceae_FCS020_group","EG_DB_down",-0.230769230769231,0.470531995381542,0.835028611522173,FALSE
"BO","Ruminococcus_torques_group","EG_DB_down",-0.216783216783217,0.498555985524189,0.87247297466733,FALSE
"BO","Bacteroides","EG_DB_up",0.20979020979021,0.512840943181826,0.875434892335205,FALSE
"BO","Dolosigranulum","EG_DB_up",0.202797202797203,0.527302354166108,0.875434892335205,FALSE
"BO","Pseudomonas","EG_DB_down",0.202797202797203,0.527302354166108,0.875434892335205,FALSE
"BO","Streptococcus","EG_DB_up",-0.195804195804196,0.541935885731317,0.875434892335205,FALSE
"BO","Oscillibacter","EG_DB_up",0.195804195804196,0.541935885731317,0.875434892335205,FALSE
"BO","Prevotellaceae_UCG-001","EG_DB_down",0.195804195804196,0.541935885731317,0.875434892335205,FALSE
"BO","Staphylococcus","EG_DB_up",-0.167832167832168,0.602099427786538,0.924021808251226,FALSE
"BO","Ruminococcus_torques_group","EG_DB_up",0.167832167832168,0.602099427786538,0.924021808251226,FALSE
"BO","Lachnospiraceae_NK4A136_group","EG_DB_down",0.167832167832168,0.602099427786538,0.924021808251226,FALSE
"BO","A2","EG_DB_up",0.153846153846154,0.633090681246262,0.924021808251226,FALSE
"BO","Blautia","EG_DB_up",-0.146853146853147,0.648795709784666,0.924021808251226,TRUE
"BO","Intestinimonas","EG_DB_up",0.146853146853147,0.648795709784666,0.924021808251226,FALSE
"BO","Lactobacillus","EG_DB_up",0.13986013986014,0.664633161792668,0.924021808251226,FALSE
"BO","Eubacterium_xylanophilum_group","EG_DB_down",0.13986013986014,0.664633161792668,0.924021808251226,TRUE
"BO","Incertae_Sedis","EG_DB_up",-0.132867132867133,0.680597508286082,0.924021808251226,FALSE
"BO","Lawsonella","EG_DB_down",-0.132867132867133,0.680597508286082,0.924021808251226,FALSE
"BO","Others","EG_DB_down",-0.132867132867133,0.680597508286082,0.924021808251226,FALSE
"BO","Pseudomonas","EG_DB_up",-0.125874125874126,0.696683109395766,0.924021808251226,FALSE
"BO","Clostridia_vadinBB60_group","EG_DB_up",0.125874125874126,0.696683109395766,0.924021808251226,TRUE
"BO","Lachnospiraceae_UCG-006","EG_DB_up",-0.125874125874126,0.696683109395766,0.924021808251226,FALSE
"BO","Faecalibacterium","EG_DB_down",0.125874125874126,0.696683109395766,0.924021808251226,TRUE
"BO","Paracoccus","EG_DB_down",-0.125874125874126,0.696683109395766,0.924021808251226,FALSE
"BO","Odoribacter","EG_DB_down",-0.125874125874126,0.696683109395766,0.924021808251226,TRUE
"BO","Prevotella","EG_DB_up",-0.111888111888112,0.729194990751066,0.930166283203655,FALSE
"BO","Enterococcus","EG_DB_up",0.111888111888112,0.729194990751066,0.930166283203655,FALSE
"BO","Cutibacterium","EG_DB_up",-0.104895104895105,0.745609480980708,0.930166283203655,FALSE
"BO","Rikenellaceae_RC9_gut_group","EG_DB_up",-0.104895104895105,0.745609480980708,0.930166283203655,FALSE
"BO","Odoribacter","EG_DB_up",0.104895104895105,0.745609480980708,0.930166283203655,TRUE
"BO","Enterococcus","EG_DB_down",-0.104895104895105,0.745609480980708,0.930166283203655,FALSE
"BO","Romboutsia","EG_DB_up",0.0979020979020979,0.762121655996299,0.93230416170421,FALSE
"BO","Clostridia_vadinBB60_group","EG_DB_down",0.0979020979020979,0.762121655996299,0.93230416170421,TRUE
"BO","Faecalibacterium","EG_DB_up",-0.0909090909090909,0.778725396245442,0.93447047549453,TRUE
"BO","Paracoccus","EG_DB_up",0.0909090909090909,0.778725396245442,0.93447047549453,FALSE
"BO","Parabacteroides","EG_DB_up",-0.0839160839160839,0.795414501853898,0.936656329285898,TRUE
"BO","Corynebacterium","EG_DB_down",-0.0839160839160839,0.795414501853898,0.936656329285898,FALSE
"BO","Desulfovibrio","EG_DB_down",0.0769230769230769,0.812182698028059,0.938853394050784,FALSE
"BO","Eubacterium_siraeum_group","EG_DB_down",-0.0769230769230769,0.812182698028059,0.938853394050784,FALSE
"BO","Lachnospiraceae_NK4A136_group","EG_DB_up",0.0699300699300699,0.829023640531309,0.941053862224729,FALSE
"BO","Rikenellaceae_RC9_gut_group","EG_DB_down",0.0699300699300699,0.829023640531309,0.941053862224729,FALSE
"BO","Eubacterium_xylanophilum_group","EG_DB_up",0.0559440559440559,0.862898073694971,0.962169533500587,TRUE
"BO","Streptococcus","EG_DB_down",-0.0559440559440559,0.862898073694971,0.962169533500587,FALSE
"BO","Lawsonella","EG_DB_up",0.041958041958042,0.896985870819554,0.97331499107013,FALSE
"BO","Others","EG_DB_up",0.041958041958042,0.896985870819554,0.97331499107013,FALSE
"BO","Prevotellaceae_UCG-001","EG_DB_up",-0.027972027972028,0.931234351201881,0.97331499107013,FALSE
"BO","Desulfovibrio","EG_DB_up",-0.027972027972028,0.931234351201881,0.97331499107013,FALSE
"BO","A2","EG_DB_down",-0.027972027972028,0.931234351201881,0.97331499107013,FALSE
"BO","Colidextribacter","EG_DB_up",-0.020979020979021,0.948402225236522,0.97331499107013,FALSE
"BO","Staphylococcus","EG_DB_down",0.020979020979021,0.948402225236522,0.97331499107013,FALSE
"BO","Incertae_Sedis","EG_DB_down",0.020979020979021,0.948402225236522,0.97331499107013,FALSE
"BO","Cutibacterium","EG_DB_down",0.013986013986014,0.965590268918779,0.97331499107013,FALSE
"BO","Colidextribacter","EG_DB_down",-0.013986013986014,0.965590268918779,0.97331499107013,FALSE
"BO","Oscillibacter","EG_DB_down",-0.013986013986014,0.965590268918779,0.97331499107013,FALSE
"BO","Lachnospiraceae_UCG-006","EG_DB_down",-0.013986013986014,0.965590268918779,0.97331499107013,FALSE
"BO","Corynebacterium","EG_DB_up",-0.00699300699300699,0.982791768902848,0.982791768902848,FALSE
