"Genus","mean_wt","mean_db","mean_trt","delta_disease","delta_treat","rescue_score","is_rescue_dir"
"Rikenellaceae_RC9_gut_group",0.275272081611584,-0.383350080537065,-0.766917050961841,-0.658622162148649,-0.383566970424776,-0.582377867719256,FALSE
"Paracoccus",-2.01113056308249,-3.67185555457655,-4.71288974842504,-1.66072499149406,-1.04103419384849,-0.626855258504857,FALSE
"Lawsonella",-1.3357940028898,-3.11677815729195,-4.29975071581836,-1.78098415440215,-1.18297255852641,-0.664224078357127,FALSE
"Staphylococcus",-0.0703367174625784,-1.77252329955843,-2.90672750351614,-1.70218658209585,-1.1342042039577,-0.666321903772259,FALSE
"Prevotella",-0.888376704163392,-3.24070382754457,-4.86347807773595,-2.35232712338118,-1.62277425019138,-0.689859090626328,FALSE
"Butyricicoccus",-0.646584398274232,0.345720568599281,1.07280265051988,0.992304966873513,0.727082081920598,-0.732720389590953,FALSE
"Incertae_Sedis",-0.916905789132892,-0.30959166815216,0.171832141580199,0.607314120980731,0.481423809732359,-0.792709724837164,FALSE
"Eubacterium_coprostanoligenes_group",-0.191663346768411,0.605933816160984,1.28244234962535,0.797597162929395,0.676508533464363,-0.848183224448417,FALSE
"Pseudomonas",0.337489862224707,0.57460732312535,0.776180540193027,0.237117460900643,0.201573217067677,-0.850098581108456,FALSE
"Prevotellaceae_NK3B31_group",-1.54449696509208,-0.444563758017403,0.691426490030509,1.09993320707468,1.13599024804791,-1.03278111865459,FALSE
"Cutibacterium",0.338900031818644,-1.83843941041879,-4.17392606501764,-2.17733944223744,-2.33548665459884,-1.07263323728655,FALSE
"Ruminococcus_torques_group",-2.03261875284646,-2.46544281515659,-2.97551809280312,-0.432824062310124,-0.510075277646529,-1.1784817944827,FALSE
"Colidextribacter",1.06436105831702,1.27805896589944,1.56970504662499,0.213697907582422,0.291646080725548,-1.36475871020432,FALSE
"Oscillibacter",0.257841961235094,0.444243392388395,0.718318412341353,0.186401431153301,0.274075019952958,-1.47034825997421,FALSE
"Desulfovibrio",-0.100404025950543,0.382983378708788,1.18668968768411,0.483387404659331,0.803706308975326,-1.66265463524384,FALSE
"Lachnospiraceae_FCS020_group",-3.61945687466522,-2.79183361241755,0.107136557447515,0.827623262247666,2.89897016986507,-3.50276545150751,FALSE
"Marvinbryantia",0.390357319287572,0.359588716262511,-0.0748855718421189,-0.0307686030250614,-0.43447428810463,-14.1207024495309,FALSE
"Dolosigranulum",-3.38797847684436,-3.48049487474222,-4.83733610078194,-0.0925163978978576,-1.35684122603972,-14.6659538943327,FALSE
