time_hr,OD,enzyme,concentration_ng_ml,concentration_label,replicate,well
4.0,0.3433,V118,0.5,0.5 ng/ml,2,E11
4.5,0.3562,V118,0.5,0.5 ng/ml,2,E11
5.0,0.364,V118,0.5,0.5 ng/ml,2,E11
5.5,0.3658,V118,0.5,0.5 ng/ml,2,E11
6.0,0.368,V118,0.5,0.5 ng/ml,2,E11
6.5,0.3695,V118,0.5,0.5 ng/ml,2,E11
7.0,0.3711,V118,0.5,0.5 ng/ml,2,E11
7.5,0.3738,V118,0.5,0.5 ng/ml,2,E11
8.0,0.3755,V118,0.5,0.5 ng/ml,2,E11
8.5,0.3784,V118,0.5,0.5 ng/ml,2,E11
9.0,0.3801,V118,0.5,0.5 ng/ml,2,E11
9.5,0.3824,V118,0.5,0.5 ng/ml,2,E11
10.0,0.385,V118,0.5,0.5 ng/ml,2,E11
10.5,0.3875,V118,0.5,0.5 ng/ml,2,E11
11.0,0.3904,V118,0.5,0.5 ng/ml,2,E11
11.5,0.3932,V118,0.5,0.5 ng/ml,2,E11
12.0,0.3965,V118,0.5,0.5 ng/ml,2,E11
12.5,0.4002,V118,0.5,0.5 ng/ml,2,E11
13.0,0.4043,V118,0.5,0.5 ng/ml,2,E11
13.5,0.4072,V118,0.5,0.5 ng/ml,2,E11
14.0,0.4108,V118,0.5,0.5 ng/ml,2,E11
14.5,0.4145,V118,0.5,0.5 ng/ml,2,E11
0.0,0.1678,V118,40000.0,40 μg/ml,2,E12
0.5,0.1748,V118,40000.0,40 μg/ml,2,E12
1.0,0.1932,V118,40000.0,40 μg/ml,2,E12
1.5,0.2194,V118,40000.0,40 μg/ml,2,E12
2.0,0.2448,V118,40000.0,40 μg/ml,2,E12
2.5,0.276,V118,40000.0,40 μg/ml,2,E12
3.0,0.3023,V118,40000.0,40 μg/ml,2,E12
3.5,0.3382,V118,40000.0,40 μg/ml,2,E12
4.0,0.3741,V118,40000.0,40 μg/ml,2,E12
4.5,0.4068,V118,40000.0,40 μg/ml,2,E12
5.0,0.4364,V118,40000.0,40 μg/ml,2,E12
5.5,0.4601,V118,40000.0,40 μg/ml,2,E12
6.0,0.4833,V118,40000.0,40 μg/ml,2,E12
6.5,0.5043,V118,40000.0,40 μg/ml,2,E12
7.0,0.5237,V118,40000.0,40 μg/ml,2,E12
7.5,0.5418,V118,40000.0,40 μg/ml,2,E12
8.0,0.5579,V118,40000.0,40 μg/ml,2,E12
8.5,0.57,V118,40000.0,40 μg/ml,2,E12
9.0,0.5849,V118,40000.0,40 μg/ml,2,E12
9.5,0.5976,V118,40000.0,40 μg/ml,2,E12
10.0,0.6095,V118,40000.0,40 μg/ml,2,E12
10.5,0.6241,V118,40000.0,40 μg/ml,2,E12
11.0,0.6404,V118,40000.0,40 μg/ml,2,E12
11.5,0.6543,V118,40000.0,40 μg/ml,2,E12
12.0,0.6718,V118,40000.0,40 μg/ml,2,E12
12.5,0.6883,V118,40000.0,40 μg/ml,2,E12
13.0,0.7115,V118,40000.0,40 μg/ml,2,E12
13.5,0.7323,V118,40000.0,40 μg/ml,2,E12
14.0,0.7591,V118,40000.0,40 μg/ml,2,E12
14.5,0.7938,V118,40000.0,40 μg/ml,2,E12
0.0,0.17,V1468,50000.0,50 μg/ml,3,F01
0.5,0.1771,V1468,50000.0,50 μg/ml,3,F01
1.0,0.1934,V1468,50000.0,50 μg/ml,3,F01
1.5,0.2197,V1468,50000.0,50 μg/ml,3,F01
2.0,0.244,V1468,50000.0,50 μg/ml,3,F01
2.5,0.2737,V1468,50000.0,50 μg/ml,3,F01
3.0,0.3018,V1468,50000.0,50 μg/ml,3,F01
3.5,0.3353,V1468,50000.0,50 μg/ml,3,F01
4.0,0.3676,V1468,50000.0,50 μg/ml,3,F01
4.5,0.3933,V1468,50000.0,50 μg/ml,3,F01
5.0,0.4072,V1468,50000.0,50 μg/ml,3,F01
5.5,0.4134,V1468,50000.0,50 μg/ml,3,F01
6.0,0.4186,V1468,50000.0,50 μg/ml,3,F01
6.5,0.422,V1468,50000.0,50 μg/ml,3,F01
7.0,0.4271,V1468,50000.0,50 μg/ml,3,F01
7.5,0.4328,V1468,50000.0,50 μg/ml,3,F01
8.0,0.4385,V1468,50000.0,50 μg/ml,3,F01
8.5,0.4451,V1468,50000.0,50 μg/ml,3,F01
9.0,0.4527,V1468,50000.0,50 μg/ml,3,F01
9.5,0.4617,V1468,50000.0,50 μg/ml,3,F01
10.0,0.4726,V1468,50000.0,50 μg/ml,3,F01
10.5,0.4909,V1468,50000.0,50 μg/ml,3,F01
11.0,0.5028,V1468,50000.0,50 μg/ml,3,F01
11.5,0.5366,V1468,50000.0,50 μg/ml,3,F01
12.0,0.56,V1468,50000.0,50 μg/ml,3,F01
12.5,0.5891,V1468,50000.0,50 μg/ml,3,F01
13.0,0.6217,V1468,50000.0,50 μg/ml,3,F01
13.5,0.6786,V1468,50000.0,50 μg/ml,3,F01
14.0,0.7003,V1468,50000.0,50 μg/ml,3,F01
14.5,0.7812,V1468,50000.0,50 μg/ml,3,F01
0.0,0.1699,V1468,5000.0,5 μg/ml,3,F02
0.5,0.1736,V1468,5000.0,5 μg/ml,3,F02
1.0,0.1913,V1468,5000.0,5 μg/ml,3,F02
1.5,0.213,V1468,5000.0,5 μg/ml,3,F02
2.0,0.2442,V1468,5000.0,5 μg/ml,3,F02
2.5,0.2717,V1468,5000.0,5 μg/ml,3,F02
3.0,0.3001,V1468,5000.0,5 μg/ml,3,F02
3.5,0.3295,V1468,5000.0,5 μg/ml,3,F02
4.0,0.3565,V1468,5000.0,5 μg/ml,3,F02
4.5,0.3705,V1468,5000.0,5 μg/ml,3,F02
5.0,0.3763,V1468,5000.0,5 μg/ml,3,F02
5.5,0.3817,V1468,5000.0,5 μg/ml,3,F02
6.0,0.3855,V1468,5000.0,5 μg/ml,3,F02
6.5,0.3881,V1468,5000.0,5 μg/ml,3,F02
7.0,0.3917,V1468,5000.0,5 μg/ml,3,F02
7.5,0.3944,V1468,5000.0,5 μg/ml,3,F02
8.0,0.397,V1468,5000.0,5 μg/ml,3,F02
8.5,0.4002,V1468,5000.0,5 μg/ml,3,F02
9.0,0.4039,V1468,5000.0,5 μg/ml,3,F02
9.5,0.4074,V1468,5000.0,5 μg/ml,3,F02
10.0,0.411,V1468,5000.0,5 μg/ml,3,F02
10.5,0.4153,V1468,5000.0,5 μg/ml,3,F02
11.0,0.42,V1468,5000.0,5 μg/ml,3,F02
11.5,0.4254,V1468,5000.0,5 μg/ml,3,F02
12.0,0.4309,V1468,5000.0,5 μg/ml,3,F02
12.5,0.4379,V1468,5000.0,5 μg/ml,3,F02
13.0,0.4449,V1468,5000.0,5 μg/ml,3,F02
13.5,0.4521,V1468,5000.0,5 μg/ml,3,F02
14.0,0.4619,V1468,5000.0,5 μg/ml,3,F02
14.5,0.4744,V1468,5000.0,5 μg/ml,3,F02
0.0,0.1664,V1468,500.0,500 ng/ml,3,F03
0.5,0.1719,V1468,500.0,500 ng/ml,3,F03
1.0,0.1887,V1468,500.0,500 ng/ml,3,F03
1.5,0.2123,V1468,500.0,500 ng/ml,3,F03
2.0,0.2391,V1468,500.0,500 ng/ml,3,F03
2.5,0.2645,V1468,500.0,500 ng/ml,3,F03
3.0,0.2911,V1468,500.0,500 ng/ml,3,F03
3.5,0.3217,V1468,500.0,500 ng/ml,3,F03
4.0,0.3486,V1468,500.0,500 ng/ml,3,F03
4.5,0.3637,V1468,500.0,500 ng/ml,3,F03
5.0,0.3719,V1468,500.0,500 ng/ml,3,F03
5.5,0.3761,V1468,500.0,500 ng/ml,3,F03
6.0,0.379,V1468,500.0,500 ng/ml,3,F03
6.5,0.3828,V1468,500.0,500 ng/ml,3,F03
7.0,0.386,V1468,500.0,500 ng/ml,3,F03
7.5,0.3888,V1468,500.0,500 ng/ml,3,F03
8.0,0.3927,V1468,500.0,500 ng/ml,3,F03
8.5,0.3964,V1468,500.0,500 ng/ml,3,F03
9.0,0.4015,V1468,500.0,500 ng/ml,3,F03
9.5,0.4055,V1468,500.0,500 ng/ml,3,F03
10.0,0.4111,V1468,500.0,500 ng/ml,3,F03
10.5,0.4181,V1468,500.0,500 ng/ml,3,F03
11.0,0.4253,V1468,500.0,500 ng/ml,3,F03
11.5,0.4327,V1468,500.0,500 ng/ml,3,F03
12.0,0.443,V1468,500.0,500 ng/ml,3,F03
12.5,0.4529,V1468,500.0,500 ng/ml,3,F03
13.0,0.4632,V1468,500.0,500 ng/ml,3,F03
13.5,0.4748,V1468,500.0,500 ng/ml,3,F03
14.0,0.4865,V1468,500.0,500 ng/ml,3,F03
14.5,0.5019,V1468,500.0,500 ng/ml,3,F03
0.0,0.1771,V1468,50.0,50 ng/ml,3,F04
0.5,0.1741,V1468,50.0,50 ng/ml,3,F04
1.0,0.1926,V1468,50.0,50 ng/ml,3,F04
1.5,0.2153,V1468,50.0,50 ng/ml,3,F04
2.0,0.2403,V1468,50.0,50 ng/ml,3,F04
2.5,0.2654,V1468,50.0,50 ng/ml,3,F04
3.0,0.2957,V1468,50.0,50 ng/ml,3,F04
3.5,0.323,V1468,50.0,50 ng/ml,3,F04
4.0,0.3477,V1468,50.0,50 ng/ml,3,F04
4.5,0.3618,V1468,50.0,50 ng/ml,3,F04
5.0,0.3662,V1468,50.0,50 ng/ml,3,F04
5.5,0.3693,V1468,50.0,50 ng/ml,3,F04
6.0,0.3716,V1468,50.0,50 ng/ml,3,F04
6.5,0.3742,V1468,50.0,50 ng/ml,3,F04
7.0,0.3767,V1468,50.0,50 ng/ml,3,F04
7.5,0.3792,V1468,50.0,50 ng/ml,3,F04
8.0,0.3816,V1468,50.0,50 ng/ml,3,F04
8.5,0.384,V1468,50.0,50 ng/ml,3,F04
9.0,0.3867,V1468,50.0,50 ng/ml,3,F04
9.5,0.3897,V1468,50.0,50 ng/ml,3,F04
10.0,0.3926,V1468,50.0,50 ng/ml,3,F04
10.5,0.3962,V1468,50.0,50 ng/ml,3,F04
11.0,0.4005,V1468,50.0,50 ng/ml,3,F04
11.5,0.4044,V1468,50.0,50 ng/ml,3,F04
12.0,0.4085,V1468,50.0,50 ng/ml,3,F04
12.5,0.4141,V1468,50.0,50 ng/ml,3,F04
13.0,0.4187,V1468,50.0,50 ng/ml,3,F04
13.5,0.425,V1468,50.0,50 ng/ml,3,F04
14.0,0.4304,V1468,50.0,50 ng/ml,3,F04
14.5,0.4381,V1468,50.0,50 ng/ml,3,F04
0.0,0.1784,V1468,5.0,5 ng/ml,3,F05
0.5,0.1747,V1468,5.0,5 ng/ml,3,F05
1.0,0.1923,V1468,5.0,5 ng/ml,3,F05
1.5,0.2206,V1468,5.0,5 ng/ml,3,F05
2.0,0.246,V1468,5.0,5 ng/ml,3,F05
2.5,0.2761,V1468,5.0,5 ng/ml,3,F05
3.0,0.3069,V1468,5.0,5 ng/ml,3,F05
3.5,0.3375,V1468,5.0,5 ng/ml,3,F05
4.0,0.3581,V1468,5.0,5 ng/ml,3,F05
4.5,0.368,V1468,5.0,5 ng/ml,3,F05
5.0,0.3751,V1468,5.0,5 ng/ml,3,F05
5.5,0.3771,V1468,5.0,5 ng/ml,3,F05
6.0,0.3779,V1468,5.0,5 ng/ml,3,F05
6.5,0.3802,V1468,5.0,5 ng/ml,3,F05
7.0,0.3835,V1468,5.0,5 ng/ml,3,F05
7.5,0.3854,V1468,5.0,5 ng/ml,3,F05
8.0,0.3872,V1468,5.0,5 ng/ml,3,F05
8.5,0.3891,V1468,5.0,5 ng/ml,3,F05
9.0,0.3912,V1468,5.0,5 ng/ml,3,F05
9.5,0.3938,V1468,5.0,5 ng/ml,3,F05
10.0,0.3967,V1468,5.0,5 ng/ml,3,F05
10.5,0.3988,V1468,5.0,5 ng/ml,3,F05
11.0,0.4025,V1468,5.0,5 ng/ml,3,F05
11.5,0.4056,V1468,5.0,5 ng/ml,3,F05
12.0,0.4092,V1468,5.0,5 ng/ml,3,F05
12.5,0.4124,V1468,5.0,5 ng/ml,3,F05
13.0,0.4161,V1468,5.0,5 ng/ml,3,F05
13.5,0.4202,V1468,5.0,5 ng/ml,3,F05
14.0,0.4248,V1468,5.0,5 ng/ml,3,F05
14.5,0.4286,V1468,5.0,5 ng/ml,3,F05
0.0,0.1715,V1468,0.0,0 (对照),3,F06
0.5,0.1776,V1468,0.0,0 (对照),3,F06
1.0,0.1936,V1468,0.0,0 (对照),3,F06
1.5,0.2177,V1468,0.0,0 (对照),3,F06
2.0,0.2449,V1468,0.0,0 (对照),3,F06
2.5,0.2726,V1468,0.0,0 (对照),3,F06
3.0,0.3016,V1468,0.0,0 (对照),3,F06
3.5,0.3323,V1468,0.0,0 (对照),3,F06
4.0,0.3558,V1468,0.0,0 (对照),3,F06
4.5,0.3708,V1468,0.0,0 (对照),3,F06
5.0,0.3754,V1468,0.0,0 (对照),3,F06
5.5,0.3774,V1468,0.0,0 (对照),3,F06
6.0,0.3799,V1468,0.0,0 (对照),3,F06
6.5,0.382,V1468,0.0,0 (对照),3,F06
7.0,0.3842,V1468,0.0,0 (对照),3,F06
7.5,0.386,V1468,0.0,0 (对照),3,F06
8.0,0.3884,V1468,0.0,0 (对照),3,F06
8.5,0.3905,V1468,0.0,0 (对照),3,F06
9.0,0.3927,V1468,0.0,0 (对照),3,F06
9.5,0.3953,V1468,0.0,0 (对照),3,F06
10.0,0.3979,V1468,0.0,0 (对照),3,F06
10.5,0.4008,V1468,0.0,0 (对照),3,F06
11.0,0.4036,V1468,0.0,0 (对照),3,F06
11.5,0.4073,V1468,0.0,0 (对照),3,F06
12.0,0.4118,V1468,0.0,0 (对照),3,F06
12.5,0.4161,V1468,0.0,0 (对照),3,F06
13.0,0.4208,V1468,0.0,0 (对照),3,F06
13.5,0.4257,V1468,0.0,0 (对照),3,F06
14.0,0.4303,V1468,0.0,0 (对照),3,F06
14.5,0.4355,V1468,0.0,0 (对照),3,F06
0.0,0.1649,V118,5000.0,5 μg/ml,3,F07
0.5,0.1693,V118,5000.0,5 μg/ml,3,F07
1.0,0.187,V118,5000.0,5 μg/ml,3,F07
1.5,0.2134,V118,5000.0,5 μg/ml,3,F07
2.0,0.2388,V118,5000.0,5 μg/ml,3,F07
2.5,0.2654,V118,5000.0,5 μg/ml,3,F07
3.0,0.2967,V118,5000.0,5 μg/ml,3,F07
3.5,0.3279,V118,5000.0,5 μg/ml,3,F07
4.0,0.3627,V118,5000.0,5 μg/ml,3,F07
4.5,0.3934,V118,5000.0,5 μg/ml,3,F07
5.0,0.42,V118,5000.0,5 μg/ml,3,F07
5.5,0.4383,V118,5000.0,5 μg/ml,3,F07
6.0,0.4487,V118,5000.0,5 μg/ml,3,F07
6.5,0.4542,V118,5000.0,5 μg/ml,3,F07
7.0,0.4564,V118,5000.0,5 μg/ml,3,F07
7.5,0.4591,V118,5000.0,5 μg/ml,3,F07
8.0,0.4606,V118,5000.0,5 μg/ml,3,F07
8.5,0.4616,V118,5000.0,5 μg/ml,3,F07
9.0,0.4623,V118,5000.0,5 μg/ml,3,F07
9.5,0.4639,V118,5000.0,5 μg/ml,3,F07
10.0,0.4658,V118,5000.0,5 μg/ml,3,F07
10.5,0.4675,V118,5000.0,5 μg/ml,3,F07
11.0,0.4696,V118,5000.0,5 μg/ml,3,F07
11.5,0.4717,V118,5000.0,5 μg/ml,3,F07
12.0,0.4745,V118,5000.0,5 μg/ml,3,F07
12.5,0.4773,V118,5000.0,5 μg/ml,3,F07
13.0,0.4808,V118,5000.0,5 μg/ml,3,F07
13.5,0.4843,V118,5000.0,5 μg/ml,3,F07
14.0,0.4885,V118,5000.0,5 μg/ml,3,F07
14.5,0.4922,V118,5000.0,5 μg/ml,3,F07
0.0,0.169,V118,500.0,500 ng/ml,3,F08
0.5,0.1721,V118,500.0,500 ng/ml,3,F08
1.0,0.189,V118,500.0,500 ng/ml,3,F08
1.5,0.2127,V118,500.0,500 ng/ml,3,F08
2.0,0.2378,V118,500.0,500 ng/ml,3,F08
2.5,0.2651,V118,500.0,500 ng/ml,3,F08
3.0,0.2922,V118,500.0,500 ng/ml,3,F08
3.5,0.3221,V118,500.0,500 ng/ml,3,F08
4.0,0.3481,V118,500.0,500 ng/ml,3,F08
4.5,0.3643,V118,500.0,500 ng/ml,3,F08
5.0,0.3716,V118,500.0,500 ng/ml,3,F08
5.5,0.3741,V118,500.0,500 ng/ml,3,F08
6.0,0.376,V118,500.0,500 ng/ml,3,F08
6.5,0.3788,V118,500.0,500 ng/ml,3,F08
7.0,0.3807,V118,500.0,500 ng/ml,3,F08
7.5,0.3827,V118,500.0,500 ng/ml,3,F08
8.0,0.3851,V118,500.0,500 ng/ml,3,F08
8.5,0.3873,V118,500.0,500 ng/ml,3,F08
9.0,0.39,V118,500.0,500 ng/ml,3,F08
9.5,0.3922,V118,500.0,500 ng/ml,3,F08
10.0,0.395,V118,500.0,500 ng/ml,3,F08
10.5,0.3979,V118,500.0,500 ng/ml,3,F08
11.0,0.4017,V118,500.0,500 ng/ml,3,F08
11.5,0.4051,V118,500.0,500 ng/ml,3,F08
12.0,0.4089,V118,500.0,500 ng/ml,3,F08
12.5,0.4138,V118,500.0,500 ng/ml,3,F08
13.0,0.4183,V118,500.0,500 ng/ml,3,F08
13.5,0.4235,V118,500.0,500 ng/ml,3,F08
14.0,0.4286,V118,500.0,500 ng/ml,3,F08
14.5,0.4342,V118,500.0,500 ng/ml,3,F08
0.0,0.167,V118,50.0,50 ng/ml,3,F09
0.5,0.1717,V118,50.0,50 ng/ml,3,F09
1.0,0.1882,V118,50.0,50 ng/ml,3,F09
1.5,0.2107,V118,50.0,50 ng/ml,3,F09
2.0,0.2377,V118,50.0,50 ng/ml,3,F09
2.5,0.2657,V118,50.0,50 ng/ml,3,F09
3.0,0.296,V118,50.0,50 ng/ml,3,F09
3.5,0.328,V118,50.0,50 ng/ml,3,F09
4.0,0.3521,V118,50.0,50 ng/ml,3,F09
4.5,0.3652,V118,50.0,50 ng/ml,3,F09
5.0,0.3697,V118,50.0,50 ng/ml,3,F09
5.5,0.3725,V118,50.0,50 ng/ml,3,F09
6.0,0.3754,V118,50.0,50 ng/ml,3,F09
6.5,0.3781,V118,50.0,50 ng/ml,3,F09
7.0,0.3799,V118,50.0,50 ng/ml,3,F09
7.5,0.3825,V118,50.0,50 ng/ml,3,F09
8.0,0.3846,V118,50.0,50 ng/ml,3,F09
8.5,0.3867,V118,50.0,50 ng/ml,3,F09
9.0,0.3896,V118,50.0,50 ng/ml,3,F09
9.5,0.3918,V118,50.0,50 ng/ml,3,F09
10.0,0.3947,V118,50.0,50 ng/ml,3,F09
10.5,0.3975,V118,50.0,50 ng/ml,3,F09
11.0,0.4007,V118,50.0,50 ng/ml,3,F09
11.5,0.4041,V118,50.0,50 ng/ml,3,F09
12.0,0.408,V118,50.0,50 ng/ml,3,F09
12.5,0.4125,V118,50.0,50 ng/ml,3,F09
13.0,0.4174,V118,50.0,50 ng/ml,3,F09
13.5,0.4216,V118,50.0,50 ng/ml,3,F09
14.0,0.4273,V118,50.0,50 ng/ml,3,F09
14.5,0.4326,V118,50.0,50 ng/ml,3,F09
0.0,0.1713,V118,5.0,5 ng/ml,3,F10
0.5,0.1747,V118,5.0,5 ng/ml,3,F10
1.0,0.1901,V118,5.0,5 ng/ml,3,F10
1.5,0.2151,V118,5.0,5 ng/ml,3,F10
2.0,0.2421,V118,5.0,5 ng/ml,3,F10
2.5,0.2674,V118,5.0,5 ng/ml,3,F10
3.0,0.2937,V118,5.0,5 ng/ml,3,F10
3.5,0.3255,V118,5.0,5 ng/ml,3,F10
4.0,0.3486,V118,5.0,5 ng/ml,3,F10
4.5,0.363,V118,5.0,5 ng/ml,3,F10
5.0,0.3678,V118,5.0,5 ng/ml,3,F10
5.5,0.3708,V118,5.0,5 ng/ml,3,F10
6.0,0.3734,V118,5.0,5 ng/ml,3,F10
6.5,0.3764,V118,5.0,5 ng/ml,3,F10
7.0,0.3786,V118,5.0,5 ng/ml,3,F10
7.5,0.3805,V118,5.0,5 ng/ml,3,F10
8.0,0.3831,V118,5.0,5 ng/ml,3,F10
8.5,0.3849,V118,5.0,5 ng/ml,3,F10
9.0,0.3875,V118,5.0,5 ng/ml,3,F10
9.5,0.3897,V118,5.0,5 ng/ml,3,F10
10.0,0.3928,V118,5.0,5 ng/ml,3,F10
10.5,0.396,V118,5.0,5 ng/ml,3,F10
11.0,0.3992,V118,5.0,5 ng/ml,3,F10
11.5,0.4029,V118,5.0,5 ng/ml,3,F10
12.0,0.4069,V118,5.0,5 ng/ml,3,F10
12.5,0.4119,V118,5.0,5 ng/ml,3,F10
13.0,0.4172,V118,5.0,5 ng/ml,3,F10
13.5,0.4219,V118,5.0,5 ng/ml,3,F10
14.0,0.4261,V118,5.0,5 ng/ml,3,F10
14.5,0.4321,V118,5.0,5 ng/ml,3,F10
0.0,0.1677,V118,0.5,0.5 ng/ml,3,F11
0.5,0.1728,V118,0.5,0.5 ng/ml,3,F11
1.0,0.1884,V118,0.5,0.5 ng/ml,3,F11
1.5,0.2113,V118,0.5,0.5 ng/ml,3,F11
2.0,0.2375,V118,0.5,0.5 ng/ml,3,F11
2.5,0.2631,V118,0.5,0.5 ng/ml,3,F11
3.0,0.2885,V118,0.5,0.5 ng/ml,3,F11
3.5,0.3184,V118,0.5,0.5 ng/ml,3,F11
4.0,0.3411,V118,0.5,0.5 ng/ml,3,F11
4.5,0.3552,V118,0.5,0.5 ng/ml,3,F11
5.0,0.3604,V118,0.5,0.5 ng/ml,3,F11
5.5,0.3632,V118,0.5,0.5 ng/ml,3,F11
6.0,0.3672,V118,0.5,0.5 ng/ml,3,F11
6.5,0.3706,V118,0.5,0.5 ng/ml,3,F11
7.0,0.3728,V118,0.5,0.5 ng/ml,3,F11
7.5,0.3752,V118,0.5,0.5 ng/ml,3,F11
8.0,0.3791,V118,0.5,0.5 ng/ml,3,F11
8.5,0.3814,V118,0.5,0.5 ng/ml,3,F11
9.0,0.3845,V118,0.5,0.5 ng/ml,3,F11
9.5,0.3881,V118,0.5,0.5 ng/ml,3,F11
10.0,0.3913,V118,0.5,0.5 ng/ml,3,F11
10.5,0.3952,V118,0.5,0.5 ng/ml,3,F11
11.0,0.3989,V118,0.5,0.5 ng/ml,3,F11
11.5,0.4036,V118,0.5,0.5 ng/ml,3,F11
12.0,0.4088,V118,0.5,0.5 ng/ml,3,F11
12.5,0.4136,V118,0.5,0.5 ng/ml,3,F11
13.0,0.421,V118,0.5,0.5 ng/ml,3,F11
13.5,0.4265,V118,0.5,0.5 ng/ml,3,F11
14.0,0.4333,V118,0.5,0.5 ng/ml,3,F11
14.5,0.4412,V118,0.5,0.5 ng/ml,3,F11
0.0,0.1663,V118,40000.0,40 μg/ml,3,F12
0.5,0.1739,V118,40000.0,40 μg/ml,3,F12
1.0,0.1935,V118,40000.0,40 μg/ml,3,F12
1.5,0.2176,V118,40000.0,40 μg/ml,3,F12
2.0,0.2476,V118,40000.0,40 μg/ml,3,F12
2.5,0.2794,V118,40000.0,40 μg/ml,3,F12
3.0,0.311,V118,40000.0,40 μg/ml,3,F12
3.5,0.3469,V118,40000.0,40 μg/ml,3,F12
4.0,0.3861,V118,40000.0,40 μg/ml,3,F12
4.5,0.4221,V118,40000.0,40 μg/ml,3,F12
5.0,0.4525,V118,40000.0,40 μg/ml,3,F12
5.5,0.4834,V118,40000.0,40 μg/ml,3,F12
6.0,0.5125,V118,40000.0,40 μg/ml,3,F12
6.5,0.536,V118,40000.0,40 μg/ml,3,F12
7.0,0.562,V118,40000.0,40 μg/ml,3,F12
7.5,0.5868,V118,40000.0,40 μg/ml,3,F12
8.0,0.6231,V118,40000.0,40 μg/ml,3,F12
8.5,0.6513,V118,40000.0,40 μg/ml,3,F12
9.0,0.7015,V118,40000.0,40 μg/ml,3,F12
9.5,0.741,V118,40000.0,40 μg/ml,3,F12
10.0,0.8227,V118,40000.0,40 μg/ml,3,F12
10.5,0.8912,V118,40000.0,40 μg/ml,3,F12
11.0,0.9912,V118,40000.0,40 μg/ml,3,F12
11.5,1.089,V118,40000.0,40 μg/ml,3,F12
12.0,1.1675,V118,40000.0,40 μg/ml,3,F12
12.5,1.2343,V118,40000.0,40 μg/ml,3,F12
13.0,1.2693,V118,40000.0,40 μg/ml,3,F12
13.5,1.2971,V118,40000.0,40 μg/ml,3,F12
14.0,1.2248,V118,40000.0,40 μg/ml,3,F12
14.5,1.2563,V118,40000.0,40 μg/ml,3,F12
