time_hr,OD,enzyme,concentration_ng_ml,concentration_label,replicate,well
11.5,0.3818,V9943,500.0,500 ng/ml,3,C03
12.0,0.385,V9943,500.0,500 ng/ml,3,C03
12.5,0.3887,V9943,500.0,500 ng/ml,3,C03
13.0,0.3931,V9943,500.0,500 ng/ml,3,C03
13.5,0.3973,V9943,500.0,500 ng/ml,3,C03
14.0,0.4013,V9943,500.0,500 ng/ml,3,C03
14.5,0.4054,V9943,500.0,500 ng/ml,3,C03
0.0,0.1708,V9943,50.0,50 ng/ml,3,C04
0.5,0.1767,V9943,50.0,50 ng/ml,3,C04
1.0,0.194,V9943,50.0,50 ng/ml,3,C04
1.5,0.2153,V9943,50.0,50 ng/ml,3,C04
2.0,0.2409,V9943,50.0,50 ng/ml,3,C04
2.5,0.2647,V9943,50.0,50 ng/ml,3,C04
3.0,0.2892,V9943,50.0,50 ng/ml,3,C04
3.5,0.3146,V9943,50.0,50 ng/ml,3,C04
4.0,0.3388,V9943,50.0,50 ng/ml,3,C04
4.5,0.3509,V9943,50.0,50 ng/ml,3,C04
5.0,0.3554,V9943,50.0,50 ng/ml,3,C04
5.5,0.3578,V9943,50.0,50 ng/ml,3,C04
6.0,0.3595,V9943,50.0,50 ng/ml,3,C04
6.5,0.3608,V9943,50.0,50 ng/ml,3,C04
7.0,0.3624,V9943,50.0,50 ng/ml,3,C04
7.5,0.3637,V9943,50.0,50 ng/ml,3,C04
8.0,0.3656,V9943,50.0,50 ng/ml,3,C04
8.5,0.3673,V9943,50.0,50 ng/ml,3,C04
9.0,0.3696,V9943,50.0,50 ng/ml,3,C04
9.5,0.372,V9943,50.0,50 ng/ml,3,C04
10.0,0.3733,V9943,50.0,50 ng/ml,3,C04
10.5,0.3759,V9943,50.0,50 ng/ml,3,C04
11.0,0.3784,V9943,50.0,50 ng/ml,3,C04
11.5,0.3818,V9943,50.0,50 ng/ml,3,C04
12.0,0.3847,V9943,50.0,50 ng/ml,3,C04
12.5,0.3884,V9943,50.0,50 ng/ml,3,C04
13.0,0.3919,V9943,50.0,50 ng/ml,3,C04
13.5,0.3953,V9943,50.0,50 ng/ml,3,C04
14.0,0.3987,V9943,50.0,50 ng/ml,3,C04
14.5,0.4024,V9943,50.0,50 ng/ml,3,C04
0.0,0.1753,V9943,5.0,5 ng/ml,3,C05
0.5,0.1777,V9943,5.0,5 ng/ml,3,C05
1.0,0.1964,V9943,5.0,5 ng/ml,3,C05
1.5,0.2199,V9943,5.0,5 ng/ml,3,C05
2.0,0.2463,V9943,5.0,5 ng/ml,3,C05
2.5,0.2706,V9943,5.0,5 ng/ml,3,C05
3.0,0.2956,V9943,5.0,5 ng/ml,3,C05
3.5,0.3234,V9943,5.0,5 ng/ml,3,C05
4.0,0.345,V9943,5.0,5 ng/ml,3,C05
4.5,0.3583,V9943,5.0,5 ng/ml,3,C05
5.0,0.3625,V9943,5.0,5 ng/ml,3,C05
5.5,0.364,V9943,5.0,5 ng/ml,3,C05
6.0,0.3657,V9943,5.0,5 ng/ml,3,C05
6.5,0.3669,V9943,5.0,5 ng/ml,3,C05
7.0,0.368,V9943,5.0,5 ng/ml,3,C05
7.5,0.37,V9943,5.0,5 ng/ml,3,C05
8.0,0.3714,V9943,5.0,5 ng/ml,3,C05
8.5,0.3733,V9943,5.0,5 ng/ml,3,C05
9.0,0.3751,V9943,5.0,5 ng/ml,3,C05
9.5,0.3767,V9943,5.0,5 ng/ml,3,C05
10.0,0.379,V9943,5.0,5 ng/ml,3,C05
10.5,0.3813,V9943,5.0,5 ng/ml,3,C05
11.0,0.3842,V9943,5.0,5 ng/ml,3,C05
11.5,0.3873,V9943,5.0,5 ng/ml,3,C05
12.0,0.3904,V9943,5.0,5 ng/ml,3,C05
12.5,0.3942,V9943,5.0,5 ng/ml,3,C05
13.0,0.3969,V9943,5.0,5 ng/ml,3,C05
13.5,0.4001,V9943,5.0,5 ng/ml,3,C05
14.0,0.4041,V9943,5.0,5 ng/ml,3,C05
14.5,0.4077,V9943,5.0,5 ng/ml,3,C05
0.0,0.1703,V9943,0.0,0 (对照),3,C06
0.5,0.1766,V9943,0.0,0 (对照),3,C06
1.0,0.1925,V9943,0.0,0 (对照),3,C06
1.5,0.2136,V9943,0.0,0 (对照),3,C06
2.0,0.2377,V9943,0.0,0 (对照),3,C06
2.5,0.2622,V9943,0.0,0 (对照),3,C06
3.0,0.2866,V9943,0.0,0 (对照),3,C06
3.5,0.3103,V9943,0.0,0 (对照),3,C06
4.0,0.3345,V9943,0.0,0 (对照),3,C06
4.5,0.3478,V9943,0.0,0 (对照),3,C06
5.0,0.352,V9943,0.0,0 (对照),3,C06
5.5,0.3548,V9943,0.0,0 (对照),3,C06
6.0,0.3567,V9943,0.0,0 (对照),3,C06
6.5,0.3579,V9943,0.0,0 (对照),3,C06
7.0,0.3592,V9943,0.0,0 (对照),3,C06
7.5,0.3611,V9943,0.0,0 (对照),3,C06
8.0,0.3623,V9943,0.0,0 (对照),3,C06
8.5,0.3641,V9943,0.0,0 (对照),3,C06
9.0,0.3663,V9943,0.0,0 (对照),3,C06
9.5,0.3685,V9943,0.0,0 (对照),3,C06
10.0,0.3699,V9943,0.0,0 (对照),3,C06
10.5,0.372,V9943,0.0,0 (对照),3,C06
11.0,0.3748,V9943,0.0,0 (对照),3,C06
11.5,0.3773,V9943,0.0,0 (对照),3,C06
12.0,0.3804,V9943,0.0,0 (对照),3,C06
12.5,0.3837,V9943,0.0,0 (对照),3,C06
13.0,0.3869,V9943,0.0,0 (对照),3,C06
13.5,0.39,V9943,0.0,0 (对照),3,C06
14.0,0.3935,V9943,0.0,0 (对照),3,C06
14.5,0.3975,V9943,0.0,0 (对照),3,C06
0.0,0.1686,V261,50000.0,50 μg/ml,3,C07
0.5,0.1751,V261,50000.0,50 μg/ml,3,C07
1.0,0.1913,V261,50000.0,50 μg/ml,3,C07
1.5,0.2147,V261,50000.0,50 μg/ml,3,C07
2.0,0.239,V261,50000.0,50 μg/ml,3,C07
2.5,0.2641,V261,50000.0,50 μg/ml,3,C07
3.0,0.2914,V261,50000.0,50 μg/ml,3,C07
3.5,0.3179,V261,50000.0,50 μg/ml,3,C07
4.0,0.3487,V261,50000.0,50 μg/ml,3,C07
4.5,0.3724,V261,50000.0,50 μg/ml,3,C07
5.0,0.3868,V261,50000.0,50 μg/ml,3,C07
5.5,0.3943,V261,50000.0,50 μg/ml,3,C07
6.0,0.3975,V261,50000.0,50 μg/ml,3,C07
6.5,0.3989,V261,50000.0,50 μg/ml,3,C07
7.0,0.4005,V261,50000.0,50 μg/ml,3,C07
7.5,0.4011,V261,50000.0,50 μg/ml,3,C07
8.0,0.4018,V261,50000.0,50 μg/ml,3,C07
8.5,0.4021,V261,50000.0,50 μg/ml,3,C07
9.0,0.404,V261,50000.0,50 μg/ml,3,C07
9.5,0.4046,V261,50000.0,50 μg/ml,3,C07
10.0,0.406,V261,50000.0,50 μg/ml,3,C07
10.5,0.4071,V261,50000.0,50 μg/ml,3,C07
11.0,0.4097,V261,50000.0,50 μg/ml,3,C07
11.5,0.4117,V261,50000.0,50 μg/ml,3,C07
12.0,0.4141,V261,50000.0,50 μg/ml,3,C07
12.5,0.4169,V261,50000.0,50 μg/ml,3,C07
13.0,0.4203,V261,50000.0,50 μg/ml,3,C07
13.5,0.4233,V261,50000.0,50 μg/ml,3,C07
14.0,0.4261,V261,50000.0,50 μg/ml,3,C07
14.5,0.4295,V261,50000.0,50 μg/ml,3,C07
0.0,0.1673,V261,5000.0,5 μg/ml,3,C08
0.5,0.1684,V261,5000.0,5 μg/ml,3,C08
1.0,0.1853,V261,5000.0,5 μg/ml,3,C08
1.5,0.2082,V261,5000.0,5 μg/ml,3,C08
2.0,0.2313,V261,5000.0,5 μg/ml,3,C08
2.5,0.2553,V261,5000.0,5 μg/ml,3,C08
3.0,0.2773,V261,5000.0,5 μg/ml,3,C08
3.5,0.3025,V261,5000.0,5 μg/ml,3,C08
4.0,0.3271,V261,5000.0,5 μg/ml,3,C08
4.5,0.3408,V261,5000.0,5 μg/ml,3,C08
5.0,0.3475,V261,5000.0,5 μg/ml,3,C08
5.5,0.3492,V261,5000.0,5 μg/ml,3,C08
6.0,0.3505,V261,5000.0,5 μg/ml,3,C08
6.5,0.3518,V261,5000.0,5 μg/ml,3,C08
7.0,0.3532,V261,5000.0,5 μg/ml,3,C08
7.5,0.355,V261,5000.0,5 μg/ml,3,C08
8.0,0.3562,V261,5000.0,5 μg/ml,3,C08
8.5,0.3582,V261,5000.0,5 μg/ml,3,C08
9.0,0.3602,V261,5000.0,5 μg/ml,3,C08
9.5,0.3617,V261,5000.0,5 μg/ml,3,C08
10.0,0.3643,V261,5000.0,5 μg/ml,3,C08
10.5,0.3666,V261,5000.0,5 μg/ml,3,C08
11.0,0.3691,V261,5000.0,5 μg/ml,3,C08
11.5,0.3712,V261,5000.0,5 μg/ml,3,C08
12.0,0.3745,V261,5000.0,5 μg/ml,3,C08
12.5,0.3782,V261,5000.0,5 μg/ml,3,C08
13.0,0.3816,V261,5000.0,5 μg/ml,3,C08
13.5,0.3847,V261,5000.0,5 μg/ml,3,C08
14.0,0.3876,V261,5000.0,5 μg/ml,3,C08
14.5,0.3905,V261,5000.0,5 μg/ml,3,C08
0.0,0.169,V261,500.0,500 ng/ml,3,C09
0.5,0.1767,V261,500.0,500 ng/ml,3,C09
1.0,0.192,V261,500.0,500 ng/ml,3,C09
1.5,0.2146,V261,500.0,500 ng/ml,3,C09
2.0,0.242,V261,500.0,500 ng/ml,3,C09
2.5,0.266,V261,500.0,500 ng/ml,3,C09
3.0,0.2899,V261,500.0,500 ng/ml,3,C09
3.5,0.3181,V261,500.0,500 ng/ml,3,C09
4.0,0.3397,V261,500.0,500 ng/ml,3,C09
4.5,0.3524,V261,500.0,500 ng/ml,3,C09
5.0,0.3564,V261,500.0,500 ng/ml,3,C09
5.5,0.3581,V261,500.0,500 ng/ml,3,C09
6.0,0.3596,V261,500.0,500 ng/ml,3,C09
6.5,0.3613,V261,500.0,500 ng/ml,3,C09
7.0,0.3624,V261,500.0,500 ng/ml,3,C09
7.5,0.364,V261,500.0,500 ng/ml,3,C09
8.0,0.3654,V261,500.0,500 ng/ml,3,C09
8.5,0.3667,V261,500.0,500 ng/ml,3,C09
9.0,0.3685,V261,500.0,500 ng/ml,3,C09
9.5,0.3702,V261,500.0,500 ng/ml,3,C09
10.0,0.3723,V261,500.0,500 ng/ml,3,C09
10.5,0.3741,V261,500.0,500 ng/ml,3,C09
11.0,0.3766,V261,500.0,500 ng/ml,3,C09
11.5,0.38,V261,500.0,500 ng/ml,3,C09
12.0,0.3826,V261,500.0,500 ng/ml,3,C09
12.5,0.3864,V261,500.0,500 ng/ml,3,C09
13.0,0.3897,V261,500.0,500 ng/ml,3,C09
13.5,0.3938,V261,500.0,500 ng/ml,3,C09
14.0,0.3959,V261,500.0,500 ng/ml,3,C09
14.5,0.3991,V261,500.0,500 ng/ml,3,C09
0.0,0.1668,V261,50.0,50 ng/ml,3,C10
0.5,0.1734,V261,50.0,50 ng/ml,3,C10
1.0,0.1914,V261,50.0,50 ng/ml,3,C10
1.5,0.2149,V261,50.0,50 ng/ml,3,C10
2.0,0.24,V261,50.0,50 ng/ml,3,C10
2.5,0.2645,V261,50.0,50 ng/ml,3,C10
3.0,0.2898,V261,50.0,50 ng/ml,3,C10
3.5,0.3159,V261,50.0,50 ng/ml,3,C10
4.0,0.3388,V261,50.0,50 ng/ml,3,C10
4.5,0.3508,V261,50.0,50 ng/ml,3,C10
5.0,0.3562,V261,50.0,50 ng/ml,3,C10
5.5,0.3577,V261,50.0,50 ng/ml,3,C10
6.0,0.3591,V261,50.0,50 ng/ml,3,C10
6.5,0.3605,V261,50.0,50 ng/ml,3,C10
7.0,0.3618,V261,50.0,50 ng/ml,3,C10
7.5,0.3625,V261,50.0,50 ng/ml,3,C10
8.0,0.3646,V261,50.0,50 ng/ml,3,C10
8.5,0.3656,V261,50.0,50 ng/ml,3,C10
9.0,0.3675,V261,50.0,50 ng/ml,3,C10
9.5,0.3691,V261,50.0,50 ng/ml,3,C10
10.0,0.3712,V261,50.0,50 ng/ml,3,C10
10.5,0.3736,V261,50.0,50 ng/ml,3,C10
11.0,0.3753,V261,50.0,50 ng/ml,3,C10
11.5,0.3785,V261,50.0,50 ng/ml,3,C10
12.0,0.3809,V261,50.0,50 ng/ml,3,C10
12.5,0.3841,V261,50.0,50 ng/ml,3,C10
13.0,0.3874,V261,50.0,50 ng/ml,3,C10
13.5,0.3906,V261,50.0,50 ng/ml,3,C10
14.0,0.3935,V261,50.0,50 ng/ml,3,C10
14.5,0.3961,V261,50.0,50 ng/ml,3,C10
0.0,0.1694,V261,5.0,5 ng/ml,3,C11
0.5,0.1753,V261,5.0,5 ng/ml,3,C11
1.0,0.1934,V261,5.0,5 ng/ml,3,C11
1.5,0.2157,V261,5.0,5 ng/ml,3,C11
2.0,0.2399,V261,5.0,5 ng/ml,3,C11
2.5,0.2656,V261,5.0,5 ng/ml,3,C11
3.0,0.2913,V261,5.0,5 ng/ml,3,C11
3.5,0.3194,V261,5.0,5 ng/ml,3,C11
4.0,0.342,V261,5.0,5 ng/ml,3,C11
4.5,0.3557,V261,5.0,5 ng/ml,3,C11
5.0,0.3611,V261,5.0,5 ng/ml,3,C11
5.5,0.3634,V261,5.0,5 ng/ml,3,C11
6.0,0.3648,V261,5.0,5 ng/ml,3,C11
6.5,0.3668,V261,5.0,5 ng/ml,3,C11
7.0,0.3679,V261,5.0,5 ng/ml,3,C11
7.5,0.3694,V261,5.0,5 ng/ml,3,C11
8.0,0.3717,V261,5.0,5 ng/ml,3,C11
8.5,0.3725,V261,5.0,5 ng/ml,3,C11
9.0,0.3744,V261,5.0,5 ng/ml,3,C11
9.5,0.3766,V261,5.0,5 ng/ml,3,C11
10.0,0.3792,V261,5.0,5 ng/ml,3,C11
10.5,0.3813,V261,5.0,5 ng/ml,3,C11
11.0,0.3841,V261,5.0,5 ng/ml,3,C11
11.5,0.387,V261,5.0,5 ng/ml,3,C11
12.0,0.3904,V261,5.0,5 ng/ml,3,C11
12.5,0.3936,V261,5.0,5 ng/ml,3,C11
13.0,0.3977,V261,5.0,5 ng/ml,3,C11
13.5,0.4013,V261,5.0,5 ng/ml,3,C11
14.0,0.4053,V261,5.0,5 ng/ml,3,C11
14.5,0.409,V261,5.0,5 ng/ml,3,C11
0.0,0.1698,V261,0.0,0 (对照),3,C12
0.5,0.1781,V261,0.0,0 (对照),3,C12
1.0,0.1938,V261,0.0,0 (对照),3,C12
1.5,0.2182,V261,0.0,0 (对照),3,C12
2.0,0.2459,V261,0.0,0 (对照),3,C12
2.5,0.2737,V261,0.0,0 (对照),3,C12
3.0,0.3005,V261,0.0,0 (对照),3,C12
3.5,0.3258,V261,0.0,0 (对照),3,C12
4.0,0.3501,V261,0.0,0 (对照),3,C12
4.5,0.363,V261,0.0,0 (对照),3,C12
5.0,0.3675,V261,0.0,0 (对照),3,C12
5.5,0.3698,V261,0.0,0 (对照),3,C12
6.0,0.3728,V261,0.0,0 (对照),3,C12
6.5,0.3742,V261,0.0,0 (对照),3,C12
7.0,0.3768,V261,0.0,0 (对照),3,C12
7.5,0.3777,V261,0.0,0 (对照),3,C12
8.0,0.3801,V261,0.0,0 (对照),3,C12
8.5,0.382,V261,0.0,0 (对照),3,C12
9.0,0.3839,V261,0.0,0 (对照),3,C12
9.5,0.3867,V261,0.0,0 (对照),3,C12
10.0,0.3891,V261,0.0,0 (对照),3,C12
10.5,0.3916,V261,0.0,0 (对照),3,C12
11.0,0.3945,V261,0.0,0 (对照),3,C12
11.5,0.3972,V261,0.0,0 (对照),3,C12
12.0,0.4006,V261,0.0,0 (对照),3,C12
12.5,0.4045,V261,0.0,0 (对照),3,C12
13.0,0.4083,V261,0.0,0 (对照),3,C12
13.5,0.4138,V261,0.0,0 (对照),3,C12
14.0,0.4173,V261,0.0,0 (对照),3,C12
14.5,0.4226,V261,0.0,0 (对照),3,C12
0.0,0.1674,V1468,50000.0,50 μg/ml,1,D01
0.5,0.1746,V1468,50000.0,50 μg/ml,1,D01
1.0,0.1908,V1468,50000.0,50 μg/ml,1,D01
1.5,0.2189,V1468,50000.0,50 μg/ml,1,D01
2.0,0.2465,V1468,50000.0,50 μg/ml,1,D01
2.5,0.2743,V1468,50000.0,50 μg/ml,1,D01
3.0,0.3018,V1468,50000.0,50 μg/ml,1,D01
3.5,0.3325,V1468,50000.0,50 μg/ml,1,D01
4.0,0.3648,V1468,50000.0,50 μg/ml,1,D01
4.5,0.3908,V1468,50000.0,50 μg/ml,1,D01
5.0,0.405,V1468,50000.0,50 μg/ml,1,D01
5.5,0.4122,V1468,50000.0,50 μg/ml,1,D01
6.0,0.4155,V1468,50000.0,50 μg/ml,1,D01
6.5,0.4176,V1468,50000.0,50 μg/ml,1,D01
7.0,0.4191,V1468,50000.0,50 μg/ml,1,D01
7.5,0.4218,V1468,50000.0,50 μg/ml,1,D01
8.0,0.4255,V1468,50000.0,50 μg/ml,1,D01
8.5,0.4276,V1468,50000.0,50 μg/ml,1,D01
9.0,0.4312,V1468,50000.0,50 μg/ml,1,D01
9.5,0.435,V1468,50000.0,50 μg/ml,1,D01
10.0,0.4393,V1468,50000.0,50 μg/ml,1,D01
10.5,0.4431,V1468,50000.0,50 μg/ml,1,D01
11.0,0.4479,V1468,50000.0,50 μg/ml,1,D01
11.5,0.4523,V1468,50000.0,50 μg/ml,1,D01
12.0,0.4573,V1468,50000.0,50 μg/ml,1,D01
12.5,0.4625,V1468,50000.0,50 μg/ml,1,D01
13.0,0.4688,V1468,50000.0,50 μg/ml,1,D01
13.5,0.4762,V1468,50000.0,50 μg/ml,1,D01
14.0,0.484,V1468,50000.0,50 μg/ml,1,D01
14.5,0.4908,V1468,50000.0,50 μg/ml,1,D01
0.0,0.167,V1468,5000.0,5 μg/ml,1,D02
0.5,0.1743,V1468,5000.0,5 μg/ml,1,D02
1.0,0.1919,V1468,5000.0,5 μg/ml,1,D02
1.5,0.2158,V1468,5000.0,5 μg/ml,1,D02
2.0,0.2413,V1468,5000.0,5 μg/ml,1,D02
2.5,0.2663,V1468,5000.0,5 μg/ml,1,D02
3.0,0.2894,V1468,5000.0,5 μg/ml,1,D02
3.5,0.3151,V1468,5000.0,5 μg/ml,1,D02
4.0,0.3409,V1468,5000.0,5 μg/ml,1,D02
4.5,0.3553,V1468,5000.0,5 μg/ml,1,D02
5.0,0.3599,V1468,5000.0,5 μg/ml,1,D02
5.5,0.3628,V1468,5000.0,5 μg/ml,1,D02
6.0,0.365,V1468,5000.0,5 μg/ml,1,D02
6.5,0.3673,V1468,5000.0,5 μg/ml,1,D02
7.0,0.3689,V1468,5000.0,5 μg/ml,1,D02
7.5,0.37,V1468,5000.0,5 μg/ml,1,D02
8.0,0.3716,V1468,5000.0,5 μg/ml,1,D02
8.5,0.3735,V1468,5000.0,5 μg/ml,1,D02
9.0,0.3762,V1468,5000.0,5 μg/ml,1,D02
9.5,0.3785,V1468,5000.0,5 μg/ml,1,D02
10.0,0.3807,V1468,5000.0,5 μg/ml,1,D02
10.5,0.3825,V1468,5000.0,5 μg/ml,1,D02
11.0,0.3854,V1468,5000.0,5 μg/ml,1,D02
11.5,0.3891,V1468,5000.0,5 μg/ml,1,D02
12.0,0.392,V1468,5000.0,5 μg/ml,1,D02
12.5,0.3958,V1468,5000.0,5 μg/ml,1,D02
13.0,0.3983,V1468,5000.0,5 μg/ml,1,D02
13.5,0.4027,V1468,5000.0,5 μg/ml,1,D02
14.0,0.4066,V1468,5000.0,5 μg/ml,1,D02
14.5,0.4102,V1468,5000.0,5 μg/ml,1,D02
0.0,0.1653,V1468,500.0,500 ng/ml,1,D03
0.5,0.173,V1468,500.0,500 ng/ml,1,D03
1.0,0.1889,V1468,500.0,500 ng/ml,1,D03
1.5,0.2096,V1468,500.0,500 ng/ml,1,D03
2.0,0.2333,V1468,500.0,500 ng/ml,1,D03
2.5,0.2578,V1468,500.0,500 ng/ml,1,D03
3.0,0.2833,V1468,500.0,500 ng/ml,1,D03
3.5,0.3052,V1468,500.0,500 ng/ml,1,D03
4.0,0.3281,V1468,500.0,500 ng/ml,1,D03
4.5,0.3404,V1468,500.0,500 ng/ml,1,D03
5.0,0.3477,V1468,500.0,500 ng/ml,1,D03
5.5,0.3487,V1468,500.0,500 ng/ml,1,D03
6.0,0.3507,V1468,500.0,500 ng/ml,1,D03
6.5,0.3525,V1468,500.0,500 ng/ml,1,D03
7.0,0.354,V1468,500.0,500 ng/ml,1,D03
7.5,0.3557,V1468,500.0,500 ng/ml,1,D03
8.0,0.357,V1468,500.0,500 ng/ml,1,D03
8.5,0.3582,V1468,500.0,500 ng/ml,1,D03
9.0,0.3598,V1468,500.0,500 ng/ml,1,D03
9.5,0.3618,V1468,500.0,500 ng/ml,1,D03
10.0,0.3635,V1468,500.0,500 ng/ml,1,D03
10.5,0.3662,V1468,500.0,500 ng/ml,1,D03
11.0,0.3692,V1468,500.0,500 ng/ml,1,D03
11.5,0.3716,V1468,500.0,500 ng/ml,1,D03
12.0,0.3744,V1468,500.0,500 ng/ml,1,D03
12.5,0.3779,V1468,500.0,500 ng/ml,1,D03
13.0,0.381,V1468,500.0,500 ng/ml,1,D03
13.5,0.3839,V1468,500.0,500 ng/ml,1,D03
14.0,0.3868,V1468,500.0,500 ng/ml,1,D03
14.5,0.3899,V1468,500.0,500 ng/ml,1,D03
0.0,0.1631,V1468,50.0,50 ng/ml,1,D04
0.5,0.1711,V1468,50.0,50 ng/ml,1,D04
1.0,0.1883,V1468,50.0,50 ng/ml,1,D04
1.5,0.2122,V1468,50.0,50 ng/ml,1,D04
2.0,0.2359,V1468,50.0,50 ng/ml,1,D04
2.5,0.2589,V1468,50.0,50 ng/ml,1,D04
3.0,0.2881,V1468,50.0,50 ng/ml,1,D04
3.5,0.3108,V1468,50.0,50 ng/ml,1,D04
4.0,0.336,V1468,50.0,50 ng/ml,1,D04
4.5,0.3519,V1468,50.0,50 ng/ml,1,D04
5.0,0.3587,V1468,50.0,50 ng/ml,1,D04
5.5,0.3616,V1468,50.0,50 ng/ml,1,D04
6.0,0.3646,V1468,50.0,50 ng/ml,1,D04
6.5,0.3656,V1468,50.0,50 ng/ml,1,D04
7.0,0.3678,V1468,50.0,50 ng/ml,1,D04
7.5,0.3689,V1468,50.0,50 ng/ml,1,D04
8.0,0.3705,V1468,50.0,50 ng/ml,1,D04
8.5,0.3717,V1468,50.0,50 ng/ml,1,D04
9.0,0.3737,V1468,50.0,50 ng/ml,1,D04
9.5,0.3753,V1468,50.0,50 ng/ml,1,D04
10.0,0.3779,V1468,50.0,50 ng/ml,1,D04
10.5,0.3801,V1468,50.0,50 ng/ml,1,D04
11.0,0.3825,V1468,50.0,50 ng/ml,1,D04
11.5,0.3856,V1468,50.0,50 ng/ml,1,D04
12.0,0.3895,V1468,50.0,50 ng/ml,1,D04
12.5,0.3927,V1468,50.0,50 ng/ml,1,D04
13.0,0.3962,V1468,50.0,50 ng/ml,1,D04
13.5,0.3997,V1468,50.0,50 ng/ml,1,D04
14.0,0.403,V1468,50.0,50 ng/ml,1,D04
14.5,0.4055,V1468,50.0,50 ng/ml,1,D04
0.0,0.2091,V1468,5.0,5 ng/ml,1,D05
0.5,0.2203,V1468,5.0,5 ng/ml,1,D05
1.0,0.2383,V1468,5.0,5 ng/ml,1,D05
1.5,0.2609,V1468,5.0,5 ng/ml,1,D05
2.0,0.285,V1468,5.0,5 ng/ml,1,D05
2.5,0.3097,V1468,5.0,5 ng/ml,1,D05
3.0,0.3339,V1468,5.0,5 ng/ml,1,D05
3.5,0.3589,V1468,5.0,5 ng/ml,1,D05
4.0,0.3819,V1468,5.0,5 ng/ml,1,D05
4.5,0.3937,V1468,5.0,5 ng/ml,1,D05
5.0,0.4009,V1468,5.0,5 ng/ml,1,D05
5.5,0.4014,V1468,5.0,5 ng/ml,1,D05
6.0,0.4037,V1468,5.0,5 ng/ml,1,D05
6.5,0.4044,V1468,5.0,5 ng/ml,1,D05
7.0,0.4051,V1468,5.0,5 ng/ml,1,D05
7.5,0.4058,V1468,5.0,5 ng/ml,1,D05
8.0,0.4077,V1468,5.0,5 ng/ml,1,D05
8.5,0.4086,V1468,5.0,5 ng/ml,1,D05
9.0,0.4096,V1468,5.0,5 ng/ml,1,D05
9.5,0.4113,V1468,5.0,5 ng/ml,1,D05
10.0,0.4126,V1468,5.0,5 ng/ml,1,D05
10.5,0.4144,V1468,5.0,5 ng/ml,1,D05
11.0,0.4167,V1468,5.0,5 ng/ml,1,D05
11.5,0.4192,V1468,5.0,5 ng/ml,1,D05
12.0,0.4219,V1468,5.0,5 ng/ml,1,D05
12.5,0.425,V1468,5.0,5 ng/ml,1,D05
13.0,0.4274,V1468,5.0,5 ng/ml,1,D05
13.5,0.4307,V1468,5.0,5 ng/ml,1,D05
14.0,0.4331,V1468,5.0,5 ng/ml,1,D05
14.5,0.4362,V1468,5.0,5 ng/ml,1,D05
0.0,0.1699,V1468,0.0,0 (对照),1,D06
0.5,0.1748,V1468,0.0,0 (对照),1,D06
1.0,0.1903,V1468,0.0,0 (对照),1,D06
1.5,0.2099,V1468,0.0,0 (对照),1,D06
2.0,0.2347,V1468,0.0,0 (对照),1,D06
2.5,0.2586,V1468,0.0,0 (对照),1,D06
3.0,0.2835,V1468,0.0,0 (对照),1,D06
3.5,0.3079,V1468,0.0,0 (对照),1,D06
4.0,0.3323,V1468,0.0,0 (对照),1,D06
4.5,0.3456,V1468,0.0,0 (对照),1,D06
5.0,0.3509,V1468,0.0,0 (对照),1,D06
5.5,0.3539,V1468,0.0,0 (对照),1,D06
6.0,0.3561,V1468,0.0,0 (对照),1,D06
6.5,0.3571,V1468,0.0,0 (对照),1,D06
7.0,0.3591,V1468,0.0,0 (对照),1,D06
7.5,0.3597,V1468,0.0,0 (对照),1,D06
8.0,0.3613,V1468,0.0,0 (对照),1,D06
8.5,0.3623,V1468,0.0,0 (对照),1,D06
9.0,0.3642,V1468,0.0,0 (对照),1,D06
9.5,0.365,V1468,0.0,0 (对照),1,D06
10.0,0.3672,V1468,0.0,0 (对照),1,D06
10.5,0.3689,V1468,0.0,0 (对照),1,D06
11.0,0.3714,V1468,0.0,0 (对照),1,D06
11.5,0.3743,V1468,0.0,0 (对照),1,D06
12.0,0.3772,V1468,0.0,0 (对照),1,D06
12.5,0.3799,V1468,0.0,0 (对照),1,D06
13.0,0.3826,V1468,0.0,0 (对照),1,D06
13.5,0.3857,V1468,0.0,0 (对照),1,D06
14.0,0.3883,V1468,0.0,0 (对照),1,D06
14.5,0.3914,V1468,0.0,0 (对照),1,D06
0.0,0.1684,V118,5000.0,5 μg/ml,1,D07
0.5,0.1853,V118,5000.0,5 μg/ml,1,D07
1.0,0.1997,V118,5000.0,5 μg/ml,1,D07
1.5,0.2182,V118,5000.0,5 μg/ml,1,D07
2.0,0.2363,V118,5000.0,5 μg/ml,1,D07
2.5,0.262,V118,5000.0,5 μg/ml,1,D07
3.0,0.2884,V118,5000.0,5 μg/ml,1,D07
3.5,0.3155,V118,5000.0,5 μg/ml,1,D07
4.0,0.3476,V118,5000.0,5 μg/ml,1,D07
4.5,0.3787,V118,5000.0,5 μg/ml,1,D07
5.0,0.4027,V118,5000.0,5 μg/ml,1,D07
5.5,0.4222,V118,5000.0,5 μg/ml,1,D07
6.0,0.4357,V118,5000.0,5 μg/ml,1,D07
6.5,0.4423,V118,5000.0,5 μg/ml,1,D07
7.0,0.4457,V118,5000.0,5 μg/ml,1,D07
7.5,0.4481,V118,5000.0,5 μg/ml,1,D07
8.0,0.4492,V118,5000.0,5 μg/ml,1,D07
