"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ATF5",0.00355040561696975,0.0906238707523943,0.655,0.57,1
"ARF3",3.19433588050697e-07,0.0905815064792063,0.703,0.574,0.00638867176101394
"CSF1R",2.62916559294174e-06,0.090504505410645,0.766,0.636,0.0525833118588349
"P2RY6",2.66167899840375e-10,0.0904936576467696,0.312,0.205,5.32335799680751e-06
"SH3BP1",9.99185765568294e-12,0.0904897025995254,0.393,0.261,1.99837153113659e-07
"NABP2",1.22571463693906e-17,0.0904080520939595,0.278,0.144,2.45142927387812e-13
"C12orf10",1.14946638898894e-14,0.0903471122996146,0.354,0.216,2.29893277797788e-10
"GPR157",9.26061138201182e-06,0.0903169836373385,0.222,0.156,0.185212227640236
"PCNP",1.96109460064646e-10,0.0902689851398965,0.565,0.412,3.92218920129292e-06
"RGS1",0.000102005127433147,0.0901715535318806,0.885,0.778,1
"TMED2",3.33751673846102e-06,0.0901212089128651,0.794,0.672,0.0667503347692203
"NANS",1.01610997966573e-07,0.090093497547089,0.7,0.572,0.00203221995933146
"KDELR2",3.80655960199379e-07,0.0898959858233972,0.792,0.67,0.00761311920398757
"EIF4A1",1.48113568849447e-06,0.089498823773603,0.758,0.631,0.0296227137698895
"UBA2",5.64416051500569e-15,0.08934687292336,0.356,0.213,1.12883210300114e-10
"VAMP5",1.92916814484401e-06,0.0893074636096713,0.737,0.606,0.0385833628968803
"CXCR3",6.06587320864692e-11,0.08927796017193,0.139,0.067,1.21317464172938e-06
"VMA21",1.88942416664466e-08,0.0892735327007479,0.693,0.544,0.000377884833328932
"ANAPC15",5.10322400686888e-13,0.0892451511452835,0.443,0.294,1.02064480137378e-08
"TSG101",1.56985768570823e-10,0.0891523164404004,0.437,0.305,3.13971537141645e-06
"TSPAN4",0.00125330258906788,0.0891394626374501,0.521,0.445,1
"PTGES2",3.98077553601246e-14,0.0891153977681503,0.444,0.286,7.96155107202492e-10
"SCIMP",2.72625190423256e-10,0.0890024446995594,0.337,0.225,5.45250380846511e-06
"RAB11A",1.72287970827107e-08,0.088992970605462,0.633,0.494,0.000344575941654214
"COA1",7.587842867658e-14,0.0888190220860668,0.382,0.242,1.5175685735316e-09
"PPIG",2.81959631731138e-09,0.0887544581945907,0.603,0.459,5.63919263462275e-05
"CD27",0.000314423448056093,0.08870257840609,0.181,0.132,1
"RHOA",5.01090084145898e-06,0.0886158193914377,0.981,0.954,0.10021801682918
"UROD",2.75024078954725e-14,0.0886086901812903,0.4,0.251,5.50048157909451e-10
"APH1A",4.00709858695632e-05,0.0886052050499594,0.732,0.613,0.801419717391265
"RTCA",8.7284951292086e-13,0.0885037952277199,0.352,0.23,1.74569902584172e-08
"LYPLA2",4.13619635450355e-14,0.0884657603572408,0.379,0.237,8.2723927090071e-10
"GLIPR1",1.13838021412973e-07,0.0884566814306216,0.754,0.617,0.00227676042825946
"PMPCB",1.12655606464436e-13,0.0884306610806169,0.325,0.198,2.25311212928871e-09
"PPP1R12A",1.04922218816036e-09,0.0883957098435071,0.474,0.344,2.09844437632072e-05
"RPL26L1",3.21172306389746e-10,0.0883601213269199,0.521,0.38,6.42344612779492e-06
"CDK1",4.02763333516042e-07,0.0883529047860045,0.117,0.064,0.00805526667032084
"SEPT2",4.95619416141197e-07,0.0882706696544617,0.665,0.525,0.00991238832282395
"FAM195A",4.98172086809431e-07,0.0882512558616663,0.299,0.216,0.00996344173618862
"HNRNPM",1.3439602611125e-09,0.088222677804807,0.75,0.585,2.68792052222501e-05
"KRT15",1.58336424680984e-06,0.0882197535412044,0.144,0.087,0.0316672849361967
"BRE",1.97831581266859e-16,0.0880276483711293,0.346,0.198,3.95663162533718e-12
"ORMDL1",7.0902210128342e-09,0.0880238339750707,0.485,0.358,0.000141804420256684
"AKR1B1",3.64950603145205e-05,0.0879830689214807,0.655,0.549,0.72990120629041
"TMSB10",9.69705405199955e-06,0.0879680490935781,1,1,0.193941081039991
"PLEKHJ1",1.43075168963033e-12,0.08790067199568,0.425,0.283,2.86150337926066e-08
"NRG1",3.75450563003549e-05,0.0877824269070003,0.246,0.18,0.750901126007098
"PCBD1",5.00484692209559e-08,0.0877487791482808,0.66,0.513,0.00100096938441912
"GLRX2",5.124030169779e-14,0.0877281112979423,0.32,0.193,1.0248060339558e-09
"DNAJC19",9.14208750352995e-11,0.0876906053866378,0.412,0.285,1.82841750070599e-06
"SYK",6.25191739087227e-10,0.0876776380102582,0.452,0.323,1.25038347817445e-05
"AAMP",3.0610551487224e-10,0.0876709068736881,0.487,0.356,6.12211029744481e-06
"FAM105A",1.84745638643963e-09,0.0876128611981936,0.382,0.267,3.69491277287925e-05
"NARS",4.05858611860223e-10,0.0875882489074466,0.424,0.297,8.11717223720447e-06
"SH2D2A",1.44973048935152e-10,0.0875698005507714,0.212,0.123,2.89946097870304e-06
"SDF2L1",9.56952566568821e-07,0.0875494624324431,0.758,0.634,0.0191390513313764
"FUCA2",7.19867542312632e-08,0.0874795603363253,0.518,0.399,0.00143973508462526
"C19orf48",6.83077485612664e-14,0.0874352876480757,0.184,0.091,1.36615497122533e-09
"AIMP2",8.18669981232123e-14,0.0874248379041812,0.28,0.162,1.63733996246425e-09
"BLOC1S1",8.1124578161986e-06,0.0874105922821453,0.912,0.805,0.162249156323972
"MANF",1.12782585164352e-07,0.0873796985208559,0.685,0.549,0.00225565170328704
"IAH1",3.85068234287293e-08,0.0873608126217447,0.568,0.431,0.000770136468574586
"LYPLA1",4.18483424701893e-10,0.0872547012016303,0.504,0.369,8.36966849403786e-06
"ADK",3.18102558261594e-12,0.0872520573367294,0.303,0.188,6.36205116523188e-08
"GRSF1",1.76378485167566e-12,0.0872371985455213,0.442,0.296,3.52756970335132e-08
"NDUFB6",7.065070172414e-07,0.087232400692395,0.65,0.521,0.014130140344828
"PARVG",1.26713416825637e-10,0.0871250804975876,0.548,0.399,2.53426833651273e-06
"RPS13",4.41375396337601e-06,0.0869876552265874,0.999,0.998,0.0882750792675203
"ERGIC3",4.34398134425117e-08,0.0868520743780712,0.78,0.631,0.000868796268850234
"SNAP29",3.65381480144943e-09,0.0868268583877317,0.469,0.347,7.30762960289885e-05
"CCNH",1.79809987130326e-09,0.0866817531563026,0.478,0.35,3.59619974260652e-05
"ENY2",2.56084814481564e-07,0.0865989362796,0.896,0.802,0.00512169628963127
"STK38L",9.45409811259067e-10,0.0865255052354525,0.3,0.196,1.89081962251813e-05
"DERL1",1.84729385246507e-08,0.0864827459605656,0.544,0.406,0.000369458770493014
"AOAH",2.28098234781935e-06,0.0864685977186791,0.476,0.378,0.0456196469563869
"ITGA4",4.96909342705071e-16,0.0864577164446843,0.257,0.134,9.93818685410142e-12
"SPINT1",1.73372885996365e-11,0.0864244892970053,0.319,0.206,3.4674577199273e-07
"DOK1",1.60856912888291e-11,0.0861631024894751,0.277,0.171,3.21713825776581e-07
"ATG101",2.98861580532918e-12,0.08610357212028,0.437,0.295,5.97723161065836e-08
"SSSCA1",1.86445598556797e-13,0.0860586011461203,0.383,0.245,3.72891197113595e-09
"EIF1AX",2.1582955916785e-08,0.0858876183927588,0.64,0.494,0.0004316591183357
"RPL37A",0.001362701007665,0.0858296089554198,0.999,0.999,1
"SND1",3.91519650858646e-10,0.0857748372210987,0.458,0.33,7.83039301717292e-06
"PGP",1.46557094479979e-12,0.0857565192658782,0.416,0.276,2.93114188959957e-08
"HMBS",9.46216349227999e-18,0.0857339106643413,0.207,0.095,1.892432698456e-13
"LPL",0.00400834885697539,0.0857242874278813,0.122,0.09,1
"HINT2",6.4641407456319e-09,0.0856949579801763,0.482,0.354,0.000129282814912638
"H1FX",1.91902249272896e-08,0.0856596860806786,0.479,0.362,0.000383804498545792
"ZCRB1",7.45128481613212e-09,0.0856538278142936,0.617,0.475,0.000149025696322642
"COQ2",1.76409661735868e-11,0.0856231466614254,0.332,0.215,3.52819323471735e-07
"SKP1",1.02932616260552e-06,0.0855924426051862,0.934,0.861,0.0205865232521104
"SUMO1",5.07602861295126e-07,0.0855867479908867,0.804,0.673,0.0101520572259025
"TSEN54",7.75349472806355e-13,0.0855725916879236,0.185,0.095,1.55069894561271e-08
"PRPF19",9.15225705660861e-12,0.0855113619881027,0.28,0.172,1.83045141132172e-07
"BOP1",6.7889796343321e-15,0.085466019577346,0.214,0.108,1.35779592686642e-10
"TBXAS1",1.02320069376675e-05,0.0854542764357779,0.6,0.486,0.204640138753351
"PFKP",3.34550054551688e-10,0.0854423785732799,0.316,0.209,6.69100109103375e-06
"NAE1",1.94780742993681e-18,0.0852446034925627,0.19,0.08,3.89561485987361e-14
"MALSU1",5.37749098601425e-14,0.0851792660548536,0.283,0.163,1.07549819720285e-09
"ZDHHC24",2.10641509753277e-09,0.0851348149174626,0.476,0.35,4.21283019506553e-05
"TMEM59",2.64564945699818e-05,0.0850640309613719,0.879,0.773,0.529129891399636
"DNAJC21",4.54057982078088e-12,0.0849936596425194,0.274,0.166,9.08115964156175e-08
"BZW2",2.49966405228157e-14,0.0849313202322712,0.293,0.169,4.99932810456314e-10
"MT-ND6",2.39244694640122e-10,0.0849020229413981,0.354,0.238,4.78489389280245e-06
"UBE2S",8.94273134132057e-07,0.0848093152437988,0.492,0.369,0.0178854626826411
"FKBP8",4.19988109540419e-05,0.0848054901843818,0.845,0.749,0.839976219080837
"G3BP2",8.81148882309388e-08,0.0847606944781244,0.466,0.35,0.00176229776461878
"DLD",2.67484693101705e-13,0.0847337330271025,0.342,0.211,5.3496938620341e-09
"METTL5",6.40207737866353e-13,0.0846952085125617,0.413,0.272,1.28041547573271e-08
"ATP6V0B",0.00104655353216442,0.0845786687063477,0.981,0.964,1
"EIF2A",1.70141191974039e-11,0.0845473040168149,0.432,0.292,3.40282383948079e-07
"STRAP",3.86560460546418e-09,0.0845410709271571,0.601,0.46,7.73120921092835e-05
"SKAP2",8.00243540789778e-10,0.0843707931928784,0.524,0.381,1.60048708157956e-05
"EPRS",3.03997022695825e-13,0.0843590854521752,0.265,0.151,6.0799404539165e-09
"VPS25",2.41110287028259e-10,0.0843188923707198,0.37,0.25,4.82220574056518e-06
"CD86",0.00202990852739277,0.0842749510694321,0.849,0.763,1
"HSD17B11",8.2202684893566e-09,0.0842325113173773,0.556,0.42,0.000164405369787132
"CD80",1.57720576774878e-06,0.0841609006648504,0.4,0.306,0.0315441153549757
"TMA7",7.56734445603914e-06,0.0841409307318881,0.975,0.931,0.151346889120783
"COPRS",2.50605362670262e-11,0.0841127264821445,0.355,0.234,5.01210725340524e-07
"RPF2",2.76023620013333e-13,0.0840208079255415,0.231,0.127,5.52047240026667e-09
"PTBP1",4.79779297714168e-09,0.0839665974988065,0.522,0.389,9.59558595428336e-05
"RNF5",4.535923296555e-10,0.083863151246288,0.513,0.367,9.07184659310999e-06
"SNCA",2.15156817009282e-09,0.0837553166827676,0.283,0.186,4.30313634018564e-05
"DCPS",9.99585249297874e-15,0.0837231380390488,0.252,0.136,1.99917049859575e-10
"STK4",1.77100300419853e-06,0.0836438643516124,0.615,0.489,0.0354200600839707
"PRADC1",1.78560758340538e-11,0.0835701943846892,0.243,0.145,3.57121516681077e-07
"DAPP1",2.75454793723222e-07,0.0835626602871771,0.283,0.196,0.00550909587446444
"ADPRHL2",6.52628958424559e-15,0.0835002933574487,0.281,0.157,1.30525791684912e-10
"RNF187",2.35015780252153e-09,0.0834330448178265,0.468,0.336,4.70031560504305e-05
"DHX29",2.92717237395233e-13,0.0834151764709398,0.315,0.191,5.85434474790466e-09
"GPN3",9.68040262478788e-12,0.0834131422890168,0.296,0.184,1.93608052495758e-07
"FAM50A",4.68326506088012e-08,0.0833752246502635,0.646,0.51,0.000936653012176024
"ADH5",4.36020167955437e-12,0.0833747134291791,0.347,0.223,8.72040335910875e-08
"TAGLN2",0.000276929662361057,0.0833563411447793,0.957,0.926,1
"AC004556.1",1.12845174200013e-09,0.083346492704868,0.156,0.083,2.25690348400026e-05
"ILF3",6.20730013918727e-11,0.0833236484027782,0.528,0.378,1.24146002783745e-06
"NCF4",1.41516670863597e-06,0.0832893225904109,0.562,0.452,0.0283033341727195
"C1orf123",3.65607727375789e-12,0.0832831886617938,0.352,0.225,7.31215454751577e-08
"YPEL5",0.0144670730957874,0.0832059437783312,0.761,0.677,1
"BBX",1.91891159630227e-08,0.0831266097824546,0.414,0.301,0.000383782319260454
"TMEM160",6.86306551421401e-06,0.0831117982547501,0.702,0.583,0.13726131028428
"UPF2",9.70489357771664e-08,0.0830930615277095,0.337,0.24,0.00194097871554333
"SERPINF1",0.000929737631170798,0.0830519054574013,0.496,0.415,1
"ICOS",6.1443495804512e-05,0.0829946297521277,0.162,0.112,1
"CMPK1",7.78665844023611e-10,0.0829217758004643,0.594,0.438,1.55733168804722e-05
"CD164",1.68278861914066e-05,0.0829142652422281,0.804,0.673,0.336557723828132
"PIGT",1.13899876059966e-08,0.0828846560352688,0.495,0.367,0.000227799752119932
"CCDC88A",9.8950754738724e-09,0.0828686750727783,0.535,0.404,0.000197901509477448
"IFI27L2",4.89275772606652e-05,0.0828514822626829,0.781,0.657,0.978551545213304
"COX20",3.43839185135043e-08,0.0828099404220969,0.447,0.334,0.000687678370270086
"MZT1",2.18368239169368e-10,0.0826916219235158,0.284,0.183,4.36736478338735e-06
"BLOC1S2",2.06279878511482e-09,0.0826155374323658,0.624,0.47,4.12559757022964e-05
"TTC1",2.66945053520879e-11,0.0825443729945332,0.437,0.303,5.33890107041757e-07
"ANKRD22",1.16156109081774e-05,0.082492848432437,0.244,0.177,0.232312218163549
"YEATS4",2.29731849515835e-11,0.0821935107722438,0.24,0.143,4.59463699031671e-07
"SLTM",3.77404250726146e-09,0.0821479880257396,0.472,0.348,7.54808501452293e-05
"TERF2IP",3.16893030295825e-10,0.0820975051642403,0.53,0.381,6.3378606059165e-06
"GPAA1",7.00951683769802e-10,0.0817873779296915,0.495,0.354,1.4019033675396e-05
"DNTTIP1",7.27909748422252e-09,0.0817619123674949,0.316,0.217,0.00014558194968445
"MRPL9",3.33007054196019e-12,0.0817411753499256,0.377,0.247,6.66014108392039e-08
"CCDC57",7.54391597653397e-10,0.081729111208737,0.324,0.216,1.50878319530679e-05
"STX8",1.71536583466679e-09,0.0816927159437655,0.484,0.344,3.43073166933357e-05
"NIFK",1.11955442026017e-11,0.0816082841860664,0.292,0.181,2.23910884052034e-07
"SRSF1",1.46213733175728e-10,0.0815843705528171,0.334,0.219,2.92427466351457e-06
"RMDN3",2.05143272916572e-09,0.0815286866218637,0.293,0.192,4.10286545833144e-05
"CHCHD1",3.20872693421665e-08,0.0815150237992094,0.525,0.395,0.000641745386843331
"SLC38A1",8.47269551296231e-08,0.0814697873932516,0.193,0.12,0.00169453910259246
"HEXA",3.91478540944406e-05,0.0814696189072563,0.669,0.562,0.782957081888812
"TMEM11",9.95445710698367e-12,0.0813998672234838,0.311,0.195,1.99089142139673e-07
"TRAPPC6A",1.12059965047423e-08,0.0813778979456053,0.434,0.313,0.000224119930094846
"BRMS1",1.54122153197928e-10,0.0813349730411833,0.481,0.345,3.08244306395857e-06
"GLRX",5.75265689940026e-06,0.0812872885073348,0.804,0.699,0.115053137988005
"MRPL28",3.12443192191471e-10,0.0812363035087198,0.53,0.385,6.24886384382942e-06
"OGFOD3",7.00257020445441e-12,0.0812314790119805,0.357,0.229,1.40051404089088e-07
"DARS",8.57810700672874e-09,0.0812224003303798,0.419,0.301,0.000171562140134575
"AREG",0.213249155091178,0.0812065371390309,0.546,0.512,1
"TPGS2",1.29953416675584e-09,0.0811915739672697,0.339,0.233,2.59906833351168e-05
"LARS",4.74216375931974e-12,0.0811085845595589,0.265,0.159,9.48432751863949e-08
"IER3IP1",1.14174716187824e-09,0.0810742954455103,0.489,0.355,2.28349432375648e-05
"ODC1",5.69731606978341e-11,0.081050366629542,0.378,0.25,1.13946321395668e-06
"CMC1",2.44588214012778e-10,0.0809988450250436,0.444,0.311,4.89176428025555e-06
"SASH3",6.93127784679424e-10,0.0809465556229599,0.323,0.217,1.38625556935885e-05
"TNFRSF18",0.0630662308684817,0.080866771333807,0.318,0.281,1
"CD3G",2.02565892282424e-06,0.0808390584676869,0.169,0.109,0.0405131784564847
"STX10",2.0328404006122e-11,0.0808144182969244,0.443,0.304,4.06568080122439e-07
"RPUSD3",5.00058385729747e-14,0.0807909876967813,0.221,0.116,1.00011677145949e-09
"SKA2",1.11632114848598e-08,0.0807905298174292,0.293,0.198,0.000223264229697197
"FAM96B",1.12038105392158e-06,0.0807699466368825,0.853,0.74,0.0224076210784315
"XRN2",2.37239286444141e-08,0.0807208970802238,0.537,0.401,0.000474478572888283
"SIKE1",4.04322181524616e-13,0.0807058708611908,0.279,0.164,8.08644363049232e-09
"VPS4A",9.68209339075333e-11,0.080664162982525,0.393,0.264,1.93641867815067e-06
"TAF1D",2.34015140578611e-08,0.080628515343619,0.486,0.362,0.000468030281157221
"MPV17",2.45106268737391e-09,0.080624161656571,0.426,0.307,4.90212537474781e-05
"EMC10",9.35839347550163e-08,0.0805427303807394,0.639,0.501,0.00187167869510033
"UBL7",2.27465614528206e-11,0.0805297775032983,0.368,0.241,4.54931229056413e-07
"NTMT1",9.89492843800531e-11,0.0803698447838176,0.415,0.287,1.97898568760106e-06
"DTNBP1",3.41333749965127e-10,0.0803476732039037,0.332,0.222,6.82667499930254e-06
"GNGT2",6.17634606154838e-11,0.0802959879749381,0.336,0.219,1.23526921230968e-06
"CTSA",0.00659798532676655,0.08020108971124,0.779,0.687,1
"PAFAH1B3",9.41980916136424e-13,0.0801631150124632,0.297,0.178,1.88396183227285e-08
"CRIPT",8.46054167794381e-13,0.0800147383839218,0.354,0.224,1.69210833558876e-08
"CENPM",1.35728401550983e-09,0.0799791198269645,0.135,0.068,2.71456803101967e-05
"DDX46",7.20410978298011e-08,0.0798506208878759,0.528,0.4,0.00144082195659602
"GPS1",4.1029502517393e-11,0.0798442541489813,0.408,0.283,8.2059005034786e-07
"SNAPIN",8.24846158955486e-11,0.079817905306335,0.411,0.281,1.64969231791097e-06
"TRPV2",8.98264131189906e-11,0.079783903425745,0.452,0.316,1.79652826237981e-06
"DYNLRB1",0.000200023819918079,0.079680829719009,0.841,0.74,1
"SNHG15",0.00167400171726913,0.0796611801910847,0.527,0.442,1
"SH3BGRL3",0.000254625139501152,0.0796495859566484,0.998,0.996,1
"HAUS1",8.30801494405417e-14,0.0795985349328933,0.332,0.202,1.66160298881083e-09
"SUGT1",1.88546893125393e-10,0.0795711884090503,0.44,0.309,3.77093786250786e-06
"NCLN",1.16803931253489e-11,0.0795522465160116,0.321,0.204,2.33607862506977e-07
"SFT2D1",0.00116167362450485,0.0795290267655522,0.795,0.705,1
"SGTA",2.59393041225889e-13,0.0795245597896012,0.369,0.232,5.18786082451779e-09
"BCCIP",7.42274550274168e-15,0.0794821601055185,0.29,0.163,1.48454910054834e-10
"LCK",1.6277088802e-05,0.0794635964380153,0.202,0.141,0.32554177604
"PNISR",5.41321146232797e-08,0.0794322091290526,0.562,0.432,0.00108264229246559
"ASCC2",8.72734756628949e-13,0.0794180352303949,0.333,0.204,1.7454695132579e-08
"GPATCH4",1.05118931744892e-16,0.0791309704162931,0.193,0.087,2.10237863489784e-12
"STK17B",1.15537906068912e-05,0.0790917666208071,0.598,0.486,0.231075812137825
"NOP16",2.62654559184782e-15,0.0789601897039049,0.206,0.099,5.25309118369564e-11
"CSRP1",2.94150151837394e-10,0.0789565112819653,0.428,0.297,5.88300303674787e-06
"RNASEH2C",8.90396413268358e-07,0.0787380600700291,0.645,0.51,0.0178079282653672
"PLBD2",6.08521766835257e-10,0.0787207583639271,0.456,0.321,1.21704353367051e-05
"RAB9A",0.000297706179425921,0.0787205627715585,0.547,0.451,1
"FAM207A",2.99571603626003e-12,0.0786983170747884,0.374,0.245,5.99143207252005e-08
"TREM2",0.0372203881406511,0.0786805128663779,0.527,0.48,1
"COMMD6",0.00044643571658418,0.0785954202796033,0.931,0.866,1
"FXYD5",0.000241010077450899,0.0785878978965155,0.943,0.882,1
"CWC27",2.64026165957899e-11,0.0785673169455515,0.234,0.137,5.28052331915799e-07
"RAP1A",8.27007319164442e-05,0.0785403550862092,0.832,0.718,1
"PPIE",6.71581789233463e-14,0.0785235530427059,0.317,0.188,1.34316357846693e-09
"MED4",7.47402040649538e-11,0.0785218958027062,0.409,0.28,1.49480408129908e-06
"PDLIM2",1.24978279760741e-10,0.0784749852932373,0.325,0.208,2.49956559521483e-06
"PITPNA",1.18328948533584e-09,0.0783278261514712,0.459,0.328,2.36657897067169e-05
"MRPS18A",7.19955429881742e-11,0.0783061401432677,0.318,0.205,1.43991085976348e-06
"PARM1",6.68904356630179e-12,0.0783052631263684,0.115,0.048,1.33780871326036e-07
"PSMD1",3.7150178027053e-10,0.0782263418422931,0.396,0.272,7.43003560541059e-06
"FYB",0.000265405172360356,0.0782178414209695,0.76,0.633,1
"GGA2",1.14625613471775e-09,0.0782127125023763,0.378,0.258,2.2925122694355e-05
"SHMT2",6.4440383629836e-14,0.078147658658262,0.335,0.203,1.28880767259672e-09
"TRAP1",3.36809956850456e-16,0.078087349194477,0.216,0.104,6.73619913700911e-12
"USP5",1.94856472702215e-14,0.078056516044368,0.206,0.104,3.8971294540443e-10
"MRS2",8.20267440045273e-16,0.0780048709461688,0.196,0.092,1.64053488009055e-11
"GIMAP7",5.37937335030734e-06,0.0779476870055438,0.242,0.173,0.107587467006147
"GTF2F1",1.0925892856934e-10,0.0779264604685813,0.359,0.24,2.1851785713868e-06
"SH3KBP1",2.07969461228699e-07,0.0778738849791754,0.53,0.41,0.00415938922457398
"NEMF",1.10646805641611e-11,0.0777832651938003,0.372,0.246,2.21293611283222e-07
"UBE2M",6.29572396432034e-12,0.0776682745122009,0.408,0.272,1.25914479286407e-07
"FAM192A",9.13417350411939e-09,0.0776230913799872,0.414,0.299,0.000182683470082388
"ENOPH1",2.17292917173821e-12,0.0776034798973897,0.313,0.192,4.34585834347642e-08
"SERPINB6",7.91778940593215e-06,0.0775571745237005,0.653,0.537,0.158355788118643
"DHFR",1.85005575449902e-11,0.0775490729212625,0.148,0.071,3.70011150899805e-07
"PLEKHO1",1.7311595224458e-07,0.0775249967025498,0.638,0.496,0.0034623190448916
"EIF6",3.8945213299892e-09,0.0775167892182691,0.752,0.611,7.7890426599784e-05
"AATF",1.80048609685859e-12,0.0774879579367541,0.323,0.2,3.60097219371718e-08
"DRG1",1.39807262471361e-12,0.0774859799950813,0.353,0.222,2.79614524942723e-08
"RUVBL2",3.06251459172664e-13,0.0774859413601703,0.295,0.174,6.12502918345327e-09
"RP5-1171I10.5",5.11207967220398e-06,0.0774363368540067,0.328,0.241,0.10224159344408
"SNHG8",2.34220643268806e-08,0.0774286270582656,0.595,0.443,0.000468441286537611
"RAB34",2.90276973613373e-08,0.0773959209804178,0.568,0.428,0.000580553947226747
"ZSWIM7",1.43891750989432e-10,0.0773615983133885,0.433,0.295,2.87783501978864e-06
"MRPL27",2.20087224469633e-09,0.0773527000786574,0.519,0.385,4.40174448939266e-05
"POLR1D",4.87400199178561e-06,0.0773357208438636,0.687,0.568,0.0974800398357123
"MRPL35",3.00248703043313e-11,0.0773038463707171,0.251,0.152,6.00497406086627e-07
"NSMCE4A",3.32408536555735e-13,0.077198082219804,0.266,0.153,6.64817073111469e-09
"GLMP",1.0372002563409e-05,0.0771488385748552,0.455,0.359,0.207440051268181
"VPS51",2.81726157949166e-11,0.077073845429753,0.391,0.262,5.63452315898332e-07
"TACSTD2",0.000111993432825929,0.0770244901020502,0.218,0.159,1
"POLR2I",9.93001782844494e-10,0.0769216528869066,0.563,0.414,1.98600356568899e-05
"ACTR1A",1.40545441053769e-09,0.076894085634859,0.498,0.361,2.81090882107538e-05
"IDH3A",1.46220692843363e-13,0.0768817963079353,0.23,0.124,2.92441385686727e-09
"SMARCE1",1.83067564601371e-10,0.0768640394194773,0.327,0.213,3.66135129202743e-06
"NFIC",3.24773167932284e-09,0.0768387178191483,0.37,0.258,6.49546335864568e-05
"IFITM3",0.00307360025896925,0.0768203360003459,0.937,0.896,1
"MSRA",4.69226245216263e-10,0.0768021074696533,0.434,0.303,9.38452490432526e-06
"THOC6",1.39864824390745e-11,0.0767993753445482,0.321,0.203,2.79729648781491e-07
"NOB1",5.81587629592706e-14,0.0767877842954444,0.251,0.137,1.16317525918541e-09
"RPS21",0.0196439648265621,0.076746748479779,0.991,0.982,1
"DHRS4",1.43607518414824e-06,0.0766904270446773,0.281,0.202,0.0287215036829647
"USP8",1.67119349398693e-09,0.0766249429863964,0.399,0.278,3.34238698797386e-05
"SRD5A3",1.39751438020149e-07,0.0765075873317163,0.379,0.279,0.00279502876040298
"GBAS",5.69716456741625e-10,0.0764346362114919,0.402,0.28,1.13943291348325e-05
"TRAPPC3",5.42701054229275e-07,0.076193837805403,0.652,0.524,0.0108540210845855
"PTPN7",1.41911907829938e-08,0.0761721847143583,0.331,0.225,0.000283823815659876
"ZNF511",1.65173216478755e-11,0.0760938415943296,0.393,0.261,3.30346432957511e-07
"RFXANK",5.17166956986913e-09,0.0760465854665776,0.429,0.304,0.000103433391397383
"AP1S1",1.17020832986661e-10,0.0760128887373508,0.431,0.295,2.34041665973322e-06
"NRROS",1.3584573513735e-10,0.0759606606581366,0.244,0.147,2.716914702747e-06
"TCEB1",0.000430693739441765,0.0758981189318646,0.844,0.756,1
"SLC52A2",1.22277825113192e-11,0.075879008286194,0.39,0.258,2.44555650226384e-07
"PIH1D1",5.94674521794147e-11,0.0758543639759586,0.458,0.315,1.18934904358829e-06
"RCN2",1.58485664351187e-12,0.0757692335044836,0.336,0.209,3.16971328702375e-08
"AP3S1",1.79224137766924e-06,0.0756858205343633,0.648,0.517,0.0358448275533847
"EMC8",1.34618109215652e-10,0.0756787295220988,0.369,0.245,2.69236218431303e-06
"EMILIN2",0.0006107304192747,0.0756560175211672,0.579,0.482,1
"SIGLEC10",4.73670914267e-06,0.0756251218154688,0.362,0.274,0.0947341828534
"C8orf82",5.42190862106727e-11,0.0755868416595512,0.234,0.138,1.08438172421345e-06
"LGALS3BP",0.000112701976150036,0.0755011488776334,0.641,0.539,1
"PIP4K2A",8.46350361548259e-11,0.0754929624229898,0.362,0.238,1.69270072309652e-06
"PRKRA",3.16055588268929e-11,0.075452257541556,0.295,0.184,6.32111176537857e-07
"HSBP1",0.000167030770040326,0.0753701891531402,0.876,0.775,1
"CD63",0.19569484902086,0.0752586681100231,0.99,0.995,1
"TMX1",3.40660948597266e-08,0.0752570740193071,0.499,0.373,0.000681321897194533
"HDAC1",1.2840013606363e-11,0.0752144004492674,0.335,0.212,2.56800272127259e-07
"HDGF",3.91817313880615e-08,0.07509802276884,0.449,0.331,0.00078363462776123
"VSIG4",0.00259801056378498,0.0750745672673764,0.376,0.314,1
"C14orf1",1.27652018882661e-12,0.0750546600989672,0.225,0.123,2.55304037765322e-08
"LSM1",3.68232893020153e-10,0.0750389048365198,0.538,0.383,7.36465786040305e-06
"FAM60A",8.54636506186699e-10,0.0750116606311972,0.231,0.139,1.7092730123734e-05
"ICAM3",3.24872041394126e-07,0.0749650184932497,0.386,0.278,0.00649744082788252
"C7orf55",1.39561613046485e-09,0.0748868459778181,0.236,0.147,2.79123226092969e-05
"LGALS3",0.983019356636629,0.0748780384231162,0.941,0.935,1
"SLC39A4",1.40884232320541e-14,0.0748683905882604,0.242,0.128,2.81768464641083e-10
"CINP",2.54335673755494e-11,0.0748676128563739,0.343,0.222,5.08671347510989e-07
"TMEM258",3.6961658266287e-05,0.074808941164384,0.939,0.859,0.73923316532574
"HMHA1",1.76084597860834e-08,0.0747707143340726,0.431,0.313,0.000352169195721669
"RRP15",1.35010386966722e-16,0.0747219995555846,0.182,0.08,2.70020773933444e-12
