"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MRPL22",1.47794180840001e-17,0.126518933886247,0.413,0.259,2.95588361680002e-13
"CMTM7",2.50870039512682e-10,0.126404723417723,0.636,0.491,5.01740079025365e-06
"ATXN10",2.05806563560856e-19,0.126314583078776,0.384,0.221,4.11613127121711e-15
"BABAM1",5.61963055673397e-15,0.126185520374108,0.566,0.393,1.12392611134679e-10
"PAICS",8.19316577085668e-25,0.125578287726531,0.225,0.089,1.63863315417134e-20
"MRPS5",8.3703107588016e-19,0.124707239804906,0.364,0.208,1.67406215176032e-14
"EIF4H",2.74534049390807e-13,0.1246245096481,0.651,0.477,5.49068098781614e-09
"DAP3",1.23641654896348e-15,0.124482637553463,0.529,0.358,2.47283309792697e-11
"ADAP2",1.50701013729849e-09,0.124222697498586,0.509,0.383,3.01402027459698e-05
"HIGD1A",5.54466945200368e-16,0.124217308760105,0.493,0.329,1.10893389040074e-11
"ERCC1",3.08781928814073e-13,0.124041501386945,0.559,0.39,6.17563857628146e-09
"ARL2",7.5560195976298e-14,0.124028685091679,0.542,0.38,1.51120391952596e-09
"GSDMD",5.28085152707806e-11,0.123994580186559,0.576,0.431,1.05617030541561e-06
"DTYMK",1.46393139474081e-14,0.12392029907354,0.309,0.185,2.92786278948163e-10
"MAF1",1.12065851876108e-12,0.12374718806286,0.663,0.49,2.24131703752217e-08
"SARS",3.01739796576558e-18,0.123557062325943,0.447,0.276,6.03479593153116e-14
"C9orf78",1.78138470907488e-14,0.123344770526789,0.543,0.379,3.56276941814976e-10
"HMOX2",1.06822630106817e-19,0.123032476784379,0.404,0.24,2.13645260213634e-15
"DNPEP",1.99432556999245e-17,0.122828421323068,0.394,0.239,3.98865113998489e-13
"TCP1",9.03626716099359e-13,0.122817758674409,0.588,0.434,1.80725343219872e-08
"FAM173A",2.01478866822293e-13,0.122658790722023,0.511,0.354,4.02957733644586e-09
"MMADHC",4.53450169620655e-13,0.122656045502786,0.526,0.371,9.06900339241311e-09
"ANAPC5",3.4263613633696e-16,0.122587659769146,0.414,0.26,6.8527227267392e-12
"RARRES3",8.1093711182048e-07,0.122193255840917,0.561,0.453,0.0162187422364096
"IMP4",1.30494341517487e-15,0.122107961359357,0.437,0.286,2.60988683034973e-11
"THYN1",1.77921747301712e-19,0.122041589849053,0.378,0.217,3.55843494603425e-15
"RBBP7",6.27186819963856e-17,0.121989357837837,0.391,0.24,1.25437363992771e-12
"SMC4",6.01908939839783e-13,0.121705125834835,0.257,0.149,1.20381787967957e-08
"POLD2",3.18858387495096e-23,0.121581396108867,0.286,0.134,6.37716774990191e-19
"HLA-DQB2",5.30108216597945e-08,0.121470636211859,0.315,0.219,0.00106021643319589
"SMC3",2.32587806740531e-15,0.121167892286054,0.296,0.172,4.65175613481062e-11
"ZC3H15",1.25745658601672e-13,0.121159236903704,0.617,0.449,2.51491317203344e-09
"MRPL16",1.76297791462981e-19,0.120733356420415,0.351,0.198,3.52595582925962e-15
"SMCO4",3.51820904082187e-09,0.120676442931689,0.648,0.496,7.03641808164374e-05
"UBE2E2",1.11396219062946e-11,0.120476951697572,0.526,0.382,2.22792438125892e-07
"TNFSF12",2.51790820574176e-12,0.120230663410195,0.533,0.383,5.03581641148352e-08
"CENPW",2.27766158278374e-14,0.120170415833053,0.325,0.194,4.55532316556748e-10
"GGCT",7.70284552590446e-15,0.119943728448635,0.409,0.263,1.54056910518089e-10
"PEPD",3.62127695777758e-12,0.119889388428392,0.575,0.412,7.24255391555516e-08
"PRDX4",9.14957921125489e-12,0.119834196819359,0.557,0.41,1.82991584225098e-07
"VBP1",4.61905141191265e-16,0.119565933448493,0.407,0.258,9.2381028238253e-12
"SPOCK2",1.33980866626223e-06,0.11943884244866,0.238,0.167,0.0267961733252446
"EXOSC5",9.77940746100833e-20,0.119405068697985,0.261,0.13,1.95588149220167e-15
"EMC6",4.80477070810091e-15,0.11928354223579,0.578,0.4,9.60954141620182e-11
"UBE2V2",2.67914659146049e-16,0.119052190881616,0.464,0.3,5.35829318292099e-12
"COMMD7",9.34046601394313e-12,0.119013364287685,0.554,0.408,1.86809320278863e-07
"DDRGK1",5.4451307275803e-10,0.118954112319083,0.565,0.424,1.08902614551606e-05
"LSM2",9.1680733891137e-13,0.118901887205761,0.524,0.373,1.83361467782274e-08
"ZNF428",3.89727052880454e-14,0.118891354345756,0.499,0.342,7.79454105760908e-10
"NUBP2",9.13425242831086e-17,0.118828934084552,0.415,0.263,1.82685048566217e-12
"GTF2H5",1.79165735837529e-11,0.118615184926044,0.576,0.427,3.58331471675058e-07
"FUNDC2",4.88099895819824e-14,0.118589404812457,0.562,0.401,9.76199791639648e-10
"PDAP1",5.23220855577371e-13,0.118556800963735,0.568,0.406,1.04644171115474e-08
"ANXA4",2.24745518090588e-10,0.118368563861256,0.49,0.358,4.49491036181175e-06
"PYCR2",2.28761879518227e-20,0.118220685023915,0.319,0.169,4.57523759036453e-16
"IMPDH1",7.56647167810017e-16,0.118213171639504,0.394,0.249,1.51329433562003e-11
"TCEA1",6.52915091992152e-13,0.118063204268171,0.519,0.368,1.3058301839843e-08
"PSMC6",8.13551857972437e-18,0.117984743914975,0.474,0.301,1.62710371594487e-13
"PDZD11",8.98653266974525e-17,0.117944816578054,0.405,0.252,1.79730653394905e-12
"MRPS36",8.77508454145303e-13,0.117879459208936,0.565,0.404,1.75501690829061e-08
"MFNG",1.72830738172861e-19,0.117741773661157,0.347,0.192,3.45661476345722e-15
"RAB14",1.35622529405577e-15,0.11762766304325,0.455,0.296,2.71245058811153e-11
"TSR3",4.21910797158935e-16,0.117575068481039,0.352,0.214,8.43821594317869e-12
"ACAA2",1.02433785554212e-12,0.117339749398584,0.396,0.267,2.04867571108423e-08
"PRKAG1",2.11044397362886e-16,0.117322337784713,0.349,0.207,4.22088794725772e-12
"NME4",4.41288523289082e-11,0.117120227054478,0.458,0.325,8.82577046578164e-07
"HNRNPR",9.42858811508937e-12,0.116862369024957,0.515,0.367,1.88571762301787e-07
"THRAP3",8.98992213431869e-13,0.116832777129531,0.531,0.37,1.79798442686374e-08
"ALOX5",3.58291613104714e-11,0.116763785594718,0.504,0.36,7.16583226209427e-07
"MRPL24",2.26986639177601e-17,0.116716562081147,0.4,0.242,4.53973278355202e-13
"MCUR1",1.69579568701606e-13,0.11669811014483,0.46,0.313,3.39159137403211e-09
"CDC123",7.36145079058507e-17,0.11644785364872,0.403,0.249,1.47229015811701e-12
"CHPT1",1.94588694433061e-15,0.11625545123519,0.356,0.216,3.89177388866121e-11
"PPP2R1A",6.21849827513401e-14,0.116175539895968,0.565,0.403,1.2436996550268e-09
"KPNA2",9.54927801928058e-09,0.115885629584462,0.49,0.364,0.000190985560385611
"IFI16",3.40878337358478e-10,0.115792738878772,0.568,0.424,6.81756674716956e-06
"G6PC3",1.63420693303009e-15,0.115696882106167,0.368,0.228,3.26841386606018e-11
"NUBP1",3.03326898616618e-14,0.11553550514933,0.406,0.268,6.06653797233237e-10
"POLR2K",3.01392643282885e-12,0.115166718992374,0.661,0.49,6.0278528656577e-08
"CPNE1",3.2464340282066e-15,0.115158306633788,0.451,0.293,6.4928680564132e-11
"HNRNPAB",4.14889871158081e-11,0.115004960247823,0.567,0.426,8.29779742316161e-07
"ANXA7",8.23890956679015e-11,0.114563155852452,0.646,0.488,1.64778191335803e-06
"ILK",1.6628446642528e-12,0.114334077011451,0.583,0.433,3.32568932850561e-08
"CAPN1",1.66456065763891e-13,0.114277923176773,0.481,0.331,3.32912131527782e-09
"SAE1",1.2920974949645e-17,0.114213445873531,0.315,0.177,2.58419498992899e-13
"DAZAP1",8.09514547377379e-17,0.113915760456996,0.466,0.297,1.61902909475476e-12
"NOP56",4.35027848253485e-10,0.113871769908823,0.44,0.321,8.70055696506971e-06
"SS18L2",3.89421619614732e-12,0.113821128841266,0.399,0.264,7.78843239229463e-08
"MFSD10",1.54208224491045e-13,0.113627109197664,0.472,0.321,3.08416448982089e-09
"CD36",7.77482387909388e-07,0.113503538628132,0.284,0.202,0.0155496477581878
"FBXO6",3.99625305760882e-13,0.113295907878262,0.429,0.287,7.99250611521764e-09
"NQO2",1.38467336217405e-08,0.113212107364129,0.586,0.458,0.00027693467243481
"MRPS18B",8.24808642324128e-16,0.113032626343507,0.374,0.229,1.64961728464826e-11
"CPPED1",4.0195958856004e-13,0.112809845067614,0.428,0.289,8.0391917712008e-09
"PDHB",2.75399666330777e-14,0.112744975329557,0.377,0.244,5.50799332661555e-10
"MTMR14",2.41569827355023e-13,0.112588037692545,0.444,0.301,4.83139654710047e-09
"TMEM126A",2.84751706911606e-14,0.111937660381143,0.528,0.365,5.69503413823211e-10
"REEP4",4.83522267085824e-13,0.111930839701028,0.42,0.28,9.67044534171648e-09
"RUNX3",2.16088140727478e-09,0.111866392191786,0.584,0.447,4.32176281454957e-05
"C8orf59",3.98010940069061e-11,0.111743855013169,0.582,0.425,7.96021880138121e-07
"PFKL",3.2787031448307e-11,0.111689207314791,0.605,0.452,6.5574062896614e-07
"YTHDF2",2.83828802603897e-16,0.111233976153847,0.445,0.28,5.67657605207794e-12
"GNL3",1.48707928392722e-11,0.110708181665637,0.371,0.245,2.97415856785443e-07
"MTX1",3.21235254543049e-13,0.110633049302111,0.407,0.272,6.42470509086097e-09
"RNASEH2B",7.40653239433154e-14,0.110589470742228,0.443,0.293,1.48130647886631e-09
"TAX1BP3",6.37572122745934e-10,0.110301137105128,0.528,0.391,1.27514424549187e-05
"KCNMB1",4.09508488102153e-13,0.110273771225072,0.272,0.159,8.19016976204306e-09
"EXOSC8",7.20533003420533e-17,0.10969825118538,0.271,0.146,1.44106600684107e-12
"BIRC5",6.08909104531255e-08,0.109518154915119,0.114,0.059,0.00121781820906251
"CSNK1D",1.81132174083841e-12,0.10942136151413,0.531,0.369,3.62264348167683e-08
"FGR",1.16023655297447e-09,0.10941117459451,0.533,0.396,2.32047310594894e-05
"DNAJC2",4.94125000649851e-14,0.109364289822849,0.357,0.221,9.88250001299702e-10
"EIF5B",2.93424118902807e-12,0.109361319975984,0.54,0.39,5.86848237805613e-08
"PRPF38B",9.49461162133453e-12,0.109356365559407,0.559,0.403,1.89892232426691e-07
"CTDNEP1",4.16006938387814e-11,0.109355867555402,0.568,0.417,8.32013876775627e-07
"CLPP",2.5653679686847e-12,0.109274225682708,0.507,0.363,5.13073593736941e-08
"MPST",1.8324639020191e-13,0.109234909702632,0.399,0.26,3.66492780403819e-09
"CNPY2",9.20022208456266e-11,0.108967975114136,0.629,0.471,1.84004441691253e-06
"PSMG2",2.04514316168756e-11,0.108709117139654,0.571,0.413,4.09028632337512e-07
"SMIM19",9.15538898428034e-10,0.108695295537977,0.483,0.354,1.83107779685607e-05
"C1D",1.97364247844122e-13,0.108671266900335,0.477,0.324,3.94728495688244e-09
"PDCD2",1.87612851764263e-16,0.108668971908073,0.403,0.25,3.75225703528525e-12
"CDK4",4.46326464475646e-12,0.10864834294524,0.4,0.27,8.92652928951291e-08
"PCMT1",2.75054036031939e-12,0.108645574148144,0.629,0.471,5.50108072063878e-08
"TDG",1.38117229879591e-14,0.108621929561153,0.397,0.252,2.76234459759181e-10
"GLRX5",4.38202234832606e-14,0.108599330314601,0.377,0.242,8.76404469665213e-10
"POLDIP2",1.06570725348803e-15,0.108261103737177,0.408,0.259,2.13141450697605e-11
"ERI3",1.09444109792475e-16,0.10822880176724,0.325,0.189,2.1888821958495e-12
"TAF10",8.37801652736661e-14,0.108227735260736,0.478,0.325,1.67560330547332e-09
"FAM32A",4.03550351878075e-14,0.108036309324557,0.539,0.373,8.07100703756151e-10
"UQCRHL",1.63949213472724e-17,0.107889000916382,0.255,0.132,3.27898426945448e-13
"POP4",3.47558340846496e-17,0.107840253688766,0.393,0.233,6.95116681692993e-13
"SLC25A19",1.55042358572467e-09,0.107799779309541,0.549,0.414,3.10084717144934e-05
"MRPS35",1.79715590730745e-17,0.107730223055818,0.332,0.188,3.5943118146149e-13
"CYB5B",2.97317794327123e-15,0.10736553916137,0.365,0.222,5.94635588654246e-11
"DDX18",3.32437265219068e-12,0.107244323632792,0.521,0.369,6.64874530438136e-08
"PPHLN1",3.92064931794514e-12,0.107068069242179,0.421,0.287,7.84129863589028e-08
"ATIC",2.22575210302632e-19,0.106716619633063,0.254,0.124,4.45150420605264e-15
"PHF5A",1.38347805355686e-16,0.106634458420345,0.429,0.263,2.76695610711372e-12
"NMI",1.98173699312144e-13,0.106624178538942,0.472,0.323,3.96347398624288e-09
"PLGRKT",4.76064433184267e-11,0.106513721069759,0.605,0.448,9.52128866368535e-07
"RABGGTB",2.98435722347539e-12,0.106480698144574,0.445,0.307,5.96871444695079e-08
"MRPL48",9.93474714325223e-19,0.10614641454475,0.286,0.149,1.98694942865045e-14
"ELOVL1",4.65759083864389e-13,0.106099476388691,0.443,0.295,9.31518167728778e-09
"C11orf73",3.13099679172429e-10,0.105910577650272,0.498,0.363,6.26199358344859e-06
"ALG5",1.73440369344071e-13,0.105860678556398,0.492,0.336,3.46880738688142e-09
"CLEC4A",2.39013876201661e-09,0.105857546787981,0.6,0.457,4.78027752403323e-05
"CARD9",2.68962005146438e-13,0.105796489723868,0.293,0.176,5.37924010292877e-09
"RNF167",9.87234177962035e-13,0.105618009200307,0.437,0.296,1.97446835592407e-08
"IK",2.53299397380185e-12,0.105530112383443,0.484,0.341,5.0659879476037e-08
"OTUB1",8.79890836447122e-11,0.105406397314155,0.574,0.426,1.75978167289424e-06
"KRT5",3.63705314396262e-08,0.105186720594986,0.398,0.286,0.000727410628792525
"RAB4B",4.64055570434971e-10,0.104808214069855,0.466,0.335,9.28111140869942e-06
"OSGEP",2.16775342983434e-17,0.104788850840344,0.341,0.193,4.33550685966867e-13
"EBPL",5.87388888187446e-16,0.104409387311758,0.291,0.162,1.17477777637489e-11
"CCDC12",2.90541689261051e-13,0.104371193909064,0.488,0.334,5.81083378522102e-09
"ADSL",5.39956798973829e-17,0.103836711094732,0.367,0.217,1.07991359794766e-12
"GLO1",5.26840914194405e-14,0.103774115395584,0.43,0.279,1.05368182838881e-09
"DRAM2",6.29153785698609e-09,0.103564229324714,0.643,0.491,0.000125830757139722
"ACAT2",1.89354788362504e-09,0.103537622877218,0.322,0.221,3.78709576725008e-05
"PMF1",4.28782649177891e-14,0.103514758442986,0.493,0.332,8.57565298355782e-10
"UNC93B1",2.58180987759652e-07,0.103309536472001,0.572,0.452,0.00516361975519305
"IRF4",1.82923714957336e-08,0.103171260596534,0.209,0.131,0.000365847429914671
"EEF1E1",2.06216500403321e-16,0.102622019655543,0.277,0.152,4.12433000806643e-12
"AIP",3.59432721669192e-12,0.102468239970859,0.482,0.338,7.18865443338385e-08
"NSMCE1",1.25805933282209e-12,0.102461393348127,0.475,0.327,2.51611866564418e-08
"HDAC3",2.31294996084054e-15,0.102293097491052,0.406,0.254,4.62589992168109e-11
"MRPL42",6.22427592327117e-15,0.102261066171659,0.332,0.201,1.24485518465423e-10
"SLAMF8",1.23306356239262e-07,0.102103370634021,0.513,0.386,0.00246612712478525
"SLC25A11",7.88382357299868e-12,0.102079402229178,0.563,0.409,1.57676471459974e-07
"SF1",2.76151621222805e-10,0.101820515405265,0.641,0.485,5.52303242445611e-06
"HDAC2",1.50311178901135e-12,0.101808750472321,0.432,0.291,3.0062235780227e-08
"ECHDC1",9.13269127262537e-14,0.101744800413739,0.389,0.251,1.82653825452507e-09
"ENTPD1",7.76635265281095e-07,0.101684078264441,0.518,0.404,0.0155327053056219
"YDJC",3.3125355183248e-17,0.101606483798033,0.255,0.132,6.6250710366496e-13
"ST14",4.59267678273753e-09,0.101602144773237,0.348,0.244,9.18535356547505e-05
"EIF4E2",2.45519955913846e-12,0.101597782435596,0.597,0.428,4.91039911827693e-08
"QARS",8.31130938884401e-12,0.101290677779069,0.489,0.343,1.6622618777688e-07
"TMX2",1.9859616923652e-13,0.10126827746755,0.405,0.263,3.9719233847304e-09
"CCND2",7.5139367639128e-08,0.101265305653462,0.313,0.221,0.00150278735278256
"EWSR1",2.7424287971339e-10,0.101220632804339,0.641,0.481,5.4848575942678e-06
"GALK1",9.22324204600047e-15,0.100994331279799,0.396,0.249,1.84464840920009e-10
"DYNC1LI1",4.14524639884146e-13,0.100921601243203,0.345,0.217,8.29049279768292e-09
"SMC2",3.54600630383301e-14,0.100882389282222,0.19,0.095,7.09201260766602e-10
"MRPL34",9.32939992029676e-09,0.100719174699226,0.516,0.393,0.000186587998405935
"MRPL17",7.36617725661094e-13,0.10065342083731,0.322,0.201,1.47323545132219e-08
"CCND1",6.65853252553511e-10,0.100489910859698,0.239,0.149,1.33170650510702e-05
"TADA3",4.87645754669169e-12,0.100461597602034,0.473,0.326,9.75291509338339e-08
"NOP58",3.06405396403214e-11,0.100374241357939,0.349,0.229,6.12810792806428e-07
"USF2",2.79126440073201e-09,0.100316253781408,0.551,0.413,5.58252880146402e-05
"CCNDBP1",2.77976491963487e-11,0.100297110283673,0.469,0.33,5.55952983926974e-07
"C16orf13",1.95053891921879e-10,0.100169154969092,0.54,0.391,3.90107783843758e-06
"TCTN3",2.47335737780428e-11,0.100075741720898,0.214,0.121,4.94671475560856e-07
"SLC39A3",1.7538840467805e-11,0.100047717625092,0.425,0.292,3.50776809356101e-07
"ABHD14B",1.26238441601795e-14,0.0999956815838044,0.354,0.217,2.5247688320359e-10
"RBM42",8.20888883165686e-14,0.0999702157421176,0.477,0.32,1.64177776633137e-09
"PSMD11",2.25828824145695e-13,0.0999590751362874,0.568,0.403,4.5165764829139e-09
"MCM7",9.68481192419632e-12,0.0999544220619961,0.181,0.096,1.93696238483926e-07
"COMMD1",3.96364542008795e-11,0.0999370085983841,0.561,0.405,7.9272908401759e-07
"RNASEH2A",2.67619033244774e-15,0.0997990973036689,0.229,0.118,5.35238066489547e-11
"ACAA1",3.2506549978276e-09,0.0997844847595596,0.56,0.424,6.50130999565521e-05
"ECSIT",3.31251059497481e-16,0.0997454846319983,0.247,0.13,6.62502118994962e-12
"MPDU1",9.27553865145825e-11,0.0997420104208051,0.502,0.362,1.85510773029165e-06
"CARHSP1",3.41338807039255e-09,0.0996659547201083,0.437,0.315,6.82677614078511e-05
"PRKCB",5.11200939858904e-14,0.0995856752672019,0.378,0.241,1.02240187971781e-09
"TAP2",4.52338556237345e-09,0.0994798125546412,0.473,0.348,9.0467711247469e-05
"TSTA3",6.9496309112865e-14,0.0994695488380523,0.43,0.278,1.3899261822573e-09
"PSMG1",9.45056660900956e-21,0.099341951062895,0.297,0.149,1.89011332180191e-16
"ATP5SL",8.3857321796529e-18,0.0992856692420683,0.246,0.122,1.67714643593058e-13
"MRPL43",1.01054011147075e-11,0.0989595905155397,0.516,0.369,2.02108022294149e-07
"DHRS4L2",2.0021499513172e-10,0.0988009050992537,0.386,0.268,4.00429990263441e-06
"NONO",9.55609509289989e-11,0.0984499839275409,0.591,0.433,1.91121901857998e-06
"MGMT",5.40878590438504e-14,0.0984143474501841,0.501,0.334,1.08175718087701e-09
"HIC1",3.83614334268727e-13,0.0983868339626527,0.188,0.095,7.67228668537453e-09
"TRABD",4.94679250280768e-10,0.0982346298146682,0.63,0.475,9.89358500561536e-06
"MRPL14",1.71138943674956e-08,0.0982324681708769,0.594,0.457,0.000342277887349912
"MRPS26",1.32078393009674e-15,0.0980431012200465,0.324,0.192,2.64156786019349e-11
"GUSB",4.33751184487857e-07,0.0980295303760185,0.544,0.429,0.00867502368975714
"RPAIN",5.58996783682821e-13,0.09796833021701,0.374,0.247,1.11799356736564e-08
"VCP",9.58555826435636e-09,0.0978385095093438,0.614,0.473,0.000191711165287127
"APOBEC3G",8.84461857422141e-09,0.0977570015490968,0.369,0.264,0.000176892371484428
"SCAMP3",9.93367251910777e-14,0.0977110386802721,0.396,0.256,1.98673450382155e-09
"MCM5",1.83845081124909e-11,0.097662626908576,0.341,0.223,3.67690162249817e-07
"ANXA6",7.64094125759031e-12,0.0975513350617457,0.475,0.328,1.52818825151806e-07
"MED8",5.80674974949108e-15,0.0974129444626199,0.373,0.229,1.16134994989822e-10
"PPIH",6.14990560578001e-14,0.0971809937191613,0.332,0.203,1.229981121156e-09
"RNPEP",7.62159096969541e-10,0.0970463289710255,0.529,0.394,1.52431819393908e-05
"PGM2",1.41286269010863e-17,0.097042364438781,0.246,0.123,2.82572538021726e-13
"SSBP4",3.90188126893766e-13,0.0970336937058701,0.349,0.219,7.80376253787532e-09
"PNO1",7.99360206694054e-15,0.0969216045341206,0.231,0.122,1.59872041338811e-10
"TMEM141",1.06478344227229e-09,0.0968827367493627,0.49,0.358,2.12956688454459e-05
"CHD9",3.35840253931163e-13,0.0967390933966347,0.405,0.267,6.71680507862326e-09
"DPM2",1.60715021046137e-12,0.0966811232762648,0.393,0.258,3.21430042092273e-08
"MAD1L1",3.97170564780004e-13,0.0965499811099897,0.375,0.237,7.94341129560009e-09
"MEA1",2.60992980471436e-10,0.0964325885896663,0.566,0.418,5.21985960942872e-06
"CMSS1",1.01905082051452e-13,0.0963925383037756,0.218,0.116,2.03810164102904e-09
"CCDC53",2.30730250486969e-14,0.0963861738490659,0.452,0.295,4.61460500973938e-10
"CTC-524C5.2",1.73380241831625e-26,0.0963601373384645,0.145,0.035,3.46760483663251e-22
"ZNF593",2.65918727627678e-14,0.096240503909455,0.347,0.213,5.31837455255357e-10
"DHX36",5.40308225551214e-12,0.0962342664124805,0.438,0.297,1.08061645110243e-07
"IL18",9.13785920649387e-09,0.0961475053992773,0.498,0.369,0.000182757184129877
"PAIP1",3.16845920773149e-12,0.0959318169951067,0.351,0.227,6.33691841546298e-08
"FH",1.69987799513682e-18,0.0958464241887724,0.296,0.154,3.39975599027363e-14
"PSIP1",1.76700008247452e-10,0.095843270900561,0.276,0.176,3.53400016494903e-06
"GPR35",2.63442975825442e-10,0.0958419775111505,0.36,0.243,5.26885951650885e-06
"TMEM134",5.12725100123566e-11,0.0958128290952869,0.508,0.36,1.02545020024713e-06
"TPRKB",2.95117633852332e-11,0.0958046683973368,0.49,0.352,5.90235267704664e-07
"RNPS1",7.49766627085117e-12,0.0957893266979966,0.58,0.42,1.49953325417023e-07
"FDX1",2.6493107556339e-09,0.0957257204050765,0.586,0.438,5.29862151126779e-05
"CCDC124",3.34353501245637e-10,0.0956042970127112,0.569,0.428,6.68707002491273e-06
"ACAT1",4.74150673550148e-15,0.095474004478819,0.3,0.174,9.48301347100295e-11
"CD300LF",9.99405091385695e-09,0.0954509767119023,0.331,0.231,0.000199881018277139
"MRPS33",5.16983019792193e-14,0.0953615662667236,0.469,0.318,1.03396603958439e-09
"ANP32A",4.7164009558953e-08,0.0952862175068495,0.624,0.495,0.00094328019117906
"SNRNP40",1.64310869555748e-15,0.0952345560670594,0.301,0.171,3.28621739111496e-11
"IFT27",5.2820327882845e-15,0.0950837982588741,0.287,0.163,1.0564065576569e-10
"RAB11FIP1",2.03134281481154e-09,0.0950597172343187,0.325,0.217,4.06268562962308e-05
"CWC15",3.68192546335463e-11,0.0950160536106276,0.537,0.391,7.36385092670925e-07
"HSPA4",7.412670715639e-12,0.0946189253204917,0.36,0.233,1.4825341431278e-07
"MESDC2",5.85828976805004e-10,0.0945952489816642,0.544,0.408,1.17165795361001e-05
"HAVCR2",9.2134826099971e-08,0.0943173996223452,0.607,0.474,0.00184269652199942
"COPS7A",1.95994441898273e-15,0.0943171876178956,0.313,0.18,3.91988883796546e-11
"TIAL1",2.86286408456756e-12,0.0943169076661669,0.431,0.289,5.72572816913513e-08
"TOR2A",8.26109487153752e-14,0.0942499966688416,0.392,0.247,1.6522189743075e-09
"EVL",3.56935098218574e-07,0.0942469214149392,0.517,0.397,0.00713870196437148
"NAGA",4.59406575076961e-10,0.0942083988182935,0.595,0.44,9.18813150153923e-06
"FAM136A",2.37700575242104e-13,0.0942037431233886,0.363,0.231,4.75401150484209e-09
"CDIPT",1.51219087620016e-11,0.0941859484335358,0.412,0.28,3.02438175240033e-07
"CEACAM4",3.04293876424904e-09,0.0938352532666714,0.25,0.159,6.08587752849808e-05
"NUSAP1",1.00936279790366e-10,0.0938198781534627,0.141,0.069,2.01872559580732e-06
"MRPL19",2.74647191040283e-13,0.0936641742881495,0.266,0.155,5.49294382080567e-09
"COPS5",2.1560364885758e-13,0.0936323061076887,0.399,0.258,4.31207297715161e-09
"DPP3",3.84783469715067e-18,0.0931982573843498,0.288,0.152,7.69566939430134e-14
"SAMM50",6.96448222970605e-18,0.0931645790957762,0.302,0.161,1.39289644594121e-13
"GPAT3",4.160945398064e-07,0.0930338315500375,0.239,0.16,0.00832189079612801
"ACOT13",9.95848759803034e-11,0.0929795115443722,0.396,0.273,1.99169751960607e-06
"CISD1",1.34811299648476e-13,0.0929763598701408,0.359,0.223,2.69622599296951e-09
"SLC25A33",4.13634808479046e-10,0.0928685600595305,0.379,0.258,8.27269616958091e-06
"BCL7C",1.78783371803151e-11,0.0927322522681913,0.372,0.251,3.57566743606303e-07
"NUDT22",6.49037518426017e-12,0.0927162907550279,0.429,0.291,1.29807503685203e-07
"TEX264",2.28739165844541e-10,0.0926274008814196,0.524,0.381,4.57478331689082e-06
"MRPS14",9.87286817009413e-16,0.0926113385943646,0.386,0.237,1.97457363401883e-11
"QDPR",7.22635859676582e-13,0.0926037351675031,0.339,0.214,1.44527171935316e-08
"HSPBP1",4.82437273521559e-19,0.0923566804298468,0.235,0.109,9.64874547043118e-15
"ALDH16A1",5.66524233949343e-12,0.0923414539368071,0.326,0.208,1.13304846789869e-07
"TRAF4",5.59625245095967e-10,0.0923049879288931,0.225,0.135,1.11925049019193e-05
"NDUFV3",9.85325957445847e-12,0.0920754134103124,0.413,0.28,1.97065191489169e-07
"RPL7L1",3.97270669340556e-16,0.0919779148810718,0.32,0.183,7.94541338681111e-12
"ARHGEF1",6.96698243049043e-12,0.0918803623609656,0.369,0.241,1.39339648609809e-07
"NRDC",2.50888894259664e-12,0.0918378179650801,0.446,0.301,5.01777788519328e-08
"GTF2B",3.28772156267713e-08,0.0917564866558083,0.48,0.361,0.000657544312535426
"ARL5A",1.50691263441817e-11,0.0917267801837454,0.522,0.376,3.01382526883634e-07
"TIGAR",1.23291948264153e-14,0.0916429755211677,0.306,0.179,2.46583896528305e-10
"EIF3J",5.88214304276878e-12,0.0915515376173223,0.556,0.404,1.17642860855376e-07
"MVP",1.45479297699509e-07,0.0915124338731383,0.588,0.465,0.00290958595399019
"PPP1CC",2.86464745485557e-10,0.0915039015217932,0.521,0.372,5.72929490971114e-06
"MTIF3",9.63954763253371e-10,0.0914831536599332,0.465,0.334,1.92790952650674e-05
"FARSA",6.81504228894378e-16,0.0914779634818987,0.303,0.169,1.36300845778876e-11
"SCCPDH",1.04525885585118e-12,0.0913629813816006,0.32,0.197,2.09051771170235e-08
"UBE2E3",6.11523578642974e-11,0.091357017741631,0.44,0.304,1.22304715728595e-06
"KCNK6",4.59780363235135e-08,0.0913210710774949,0.356,0.256,0.00091956072647027
"CBWD1",2.00379867951482e-14,0.0912554300399666,0.304,0.175,4.00759735902965e-10
"NOC2L",1.08587660139517e-12,0.0912305932835911,0.296,0.178,2.17175320279035e-08
"MRPS11",9.16161967043174e-15,0.0911839069732933,0.414,0.263,1.83232393408635e-10
"AP1S2",1.6167749186554e-06,0.0911625879001827,0.627,0.496,0.032335498373108
"SPTSSA",8.52923882866432e-13,0.0910734753223412,0.416,0.276,1.70584776573286e-08
"TMEM9B",4.05633561912147e-09,0.0910101242336845,0.638,0.489,8.11267123824294e-05
"RPS6KB2",4.86925756617446e-12,0.0909416145039171,0.443,0.302,9.73851513234892e-08
"NSFL1C",2.81766082432583e-11,0.0908261139347256,0.426,0.29,5.63532164865165e-07
"PDHA1",2.14609013466179e-13,0.0907828150804199,0.351,0.221,4.29218026932358e-09
