"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PSMB8-AS1",0.0173935077052812,0.021406710347376,0.233,0.286,1
"MGAT5",0.225101899433977,0.0213804122833043,0.116,0.135,1
"WDTC1",0.639051817699782,0.021338961333074,0.114,0.123,1
"CYP4V2",0.619644307360527,0.021321342036802,0.116,0.126,1
"ERC1",0.75838899820692,0.0212894779291742,0.095,0.101,1
"KIDINS220",0.0305570661186485,0.0212737233447736,0.155,0.193,1
"KLF10",0.0122327129012471,0.0212558483065947,0.309,0.377,1
"FOXK2",0.287046197988143,0.0212493311472154,0.115,0.131,1
"SNX29",0.737156849175775,0.0211445590162103,0.178,0.188,1
"AKAP11",0.192968443686588,0.0211357167688467,0.087,0.103,1
"RRAGC",0.0112745196402825,0.0211306326054155,0.301,0.373,1
"TUBB4B",0.127152416879984,0.0211214383240024,0.679,0.768,1
"SH2B3",0.0886304060270769,0.0210457026657147,0.442,0.515,1
"ARID5A",0.403683567854437,0.0210115890180755,0.62,0.687,1
"ITCH",0.544973451684791,0.0210009919345597,0.11,0.121,1
"RPN1",0.0714590159178089,0.0209963526255015,0.506,0.598,1
"RICTOR",0.0560183573956078,0.0209928050163556,0.132,0.162,1
"SMG9",0.0321865000322076,0.0209862134010564,0.106,0.136,1
"VPS37C",0.0229707701427717,0.0209555333013869,0.163,0.204,1
"ZHX2",0.777454474089392,0.0209339898906537,0.108,0.106,1
"CCR1",0.190975507279398,0.0208735873039235,0.251,0.283,1
"XIAP",0.0130340337095743,0.0208077506453583,0.196,0.246,1
"ZRANB1",0.252612373549964,0.0207918709534392,0.109,0.126,1
"RAP2B",0.0522630771219624,0.0207678067191933,0.343,0.413,1
"CTA-29F11.1",0.0101236601748117,0.0207355498001122,0.155,0.197,1
"ACSL5",0.021642226831113,0.0207015780204043,0.244,0.297,1
"TGFA",0.319862767686216,0.0206898032964324,0.087,0.1,1
"PABPN1",0.0302482581441854,0.0206834330214224,0.328,0.394,1
"MDFIC",0.137287535912586,0.0206243707866602,0.176,0.207,1
"AGTRAP",0.187654607978606,0.0206110929434193,0.433,0.491,1
"IFIT3",0.000378250560937863,0.0206025464469527,0.238,0.304,1
"GOLGA2",0.0179369680144495,0.0205599209219757,0.161,0.202,1
"IGF1",0.690760294429508,0.020557895306311,0.109,0.106,1
"GPR108",0.0230736166991718,0.0205543401338449,0.397,0.476,1
"ZNFX1",0.216533589232895,0.0205470698601605,0.289,0.325,1
"TMEM144",0.562544658405963,0.0204221346695705,0.109,0.119,1
"STX3",0.0400809049181226,0.0204132028349949,0.182,0.226,1
"EHBP1L1",0.107115997284626,0.0204046804351005,0.327,0.383,1
"GLUL",0.176923684702516,0.0203812849775948,0.911,0.906,1
"CDC42SE1",0.220079004471837,0.0203637910915827,0.56,0.655,1
"TLE3",0.0629510335873481,0.0203302134055043,0.25,0.296,1
"OPA3",0.0433889108327751,0.0202829928416865,0.143,0.176,1
"SSH2",0.0113421664643982,0.0202777754352373,0.181,0.229,1
"BTAF1",0.23433217709825,0.0202400427364769,0.096,0.111,1
"METTL7A",0.432844118369575,0.0202358280430499,0.176,0.192,1
"EZH2",0.0641635393539691,0.020202230545128,0.155,0.19,1
"TRIM56",0.13279762774991,0.0201886995925366,0.137,0.162,1
"ZNF281",0.211530707572494,0.0201303493898476,0.152,0.176,1
"UPF1",0.42982449735213,0.0199944047241879,0.103,0.115,1
"SLC12A7",0.161203487392819,0.0199814143939375,0.213,0.246,1
"MARCH6",0.0227440187933561,0.0199784769858299,0.227,0.28,1
"CMTM6",0.327775941916569,0.0199180041817564,0.775,0.853,1
"PDGFB",0.0339197695103381,0.0198936332178302,0.104,0.133,1
"USP30-AS1",0.231765754630999,0.0198932361624756,0.12,0.139,1
"IPMK",0.057517339271868,0.0198427260303826,0.112,0.139,1
"RP11-160E2.6",0.038451333848428,0.0197809016764361,0.343,0.401,1
"CSRNP1",0.303069504047455,0.0197727242651506,0.611,0.69,1
"RGS12",0.0415788403759449,0.0197497632018717,0.219,0.265,1
"ATF6",0.0340904726389976,0.0197241988401133,0.308,0.371,1
"ERN1",0.113959945583618,0.0196927732012381,0.234,0.271,1
"ILF3-AS1",0.0134036362774361,0.0196237826116787,0.133,0.169,1
"MIB2",0.475361326948951,0.0196073372858656,0.122,0.134,1
"TRG-AS1",0.339010171052382,0.0195425140133836,0.111,0.125,1
"PHF21A",0.779934463198374,0.0195325461927338,0.105,0.111,1
"POR",0.00430029727230399,0.0194389467046483,0.237,0.302,1
"FAM177A1",0.255361072412324,0.0193627750192897,0.567,0.666,1
"STARD10",0.929366785250804,0.0193341542185079,0.102,0.103,1
"STX17",0.18216492157916,0.0193227611872154,0.11,0.13,1
"MGAT4B",0.261594250445449,0.0192896785478935,0.13,0.149,1
"KIAA0430",0.121238332167774,0.0192547626081106,0.086,0.105,1
"ELK1",0.0520675115660963,0.0192371473607141,0.128,0.158,1
"LTC4S",0.316904600231228,0.0191898286822809,0.108,0.122,1
"DENND4A",0.0433771123444283,0.0191149860365525,0.254,0.304,1
"BIRC6",0.0190189265772501,0.0191031660458865,0.198,0.246,1
"PSMA3-AS1",0.0237764307617967,0.0190624136640326,0.276,0.334,1
"DNAJA1",0.57382327020712,0.019003650582027,0.843,0.891,1
"PTK2B",0.0152140627073297,0.0189743075653968,0.238,0.296,1
"TOR1B",0.404838920866691,0.0189127609750816,0.125,0.138,1
"ZZEF1",0.0249434198833533,0.0188959773274487,0.141,0.178,1
"NQO1",0.00138910713852867,0.0187995905918838,0.094,0.134,1
"C20orf194",0.409496059330413,0.0187889548219373,0.102,0.115,1
"CD109",0.0212106899704203,0.0187520824112467,0.17,0.212,1
"MMGT1",0.215189868920429,0.0187444590850576,0.144,0.166,1
"EP300",0.159643532476911,0.0187371091003741,0.208,0.242,1
"SOAT1",0.115092664446811,0.0186949850031666,0.348,0.405,1
"KLF11",0.206114700931813,0.0186625541167675,0.113,0.132,1
"PHLDB1",0.251276917357536,0.0185922748115332,0.132,0.15,1
"DAPK1",0.0830512347617382,0.0185856200960708,0.276,0.323,1
"CPQ",0.0387139054696138,0.0185841548145439,0.323,0.385,1
"OAS2",0.0156439142856486,0.0185175394933376,0.262,0.318,1
"VAT1",0.0196518100335012,0.0185091138036024,0.293,0.356,1
"CLCN7",0.0323525551069471,0.0184631655346564,0.274,0.33,1
"SLC12A6",0.193512011504342,0.0184431465817279,0.12,0.14,1
"LUC7L",0.0233287509592637,0.0183794389452057,0.195,0.241,1
"SPATA2L",0.059818155920726,0.0183686489817135,0.122,0.151,1
"CYB5R1",0.0905082575304687,0.0183262898620668,0.322,0.377,1
"HERC5",0.0836466887703036,0.0183034717386404,0.134,0.16,1
"PBX2",0.271583788538079,0.0182933389820121,0.161,0.181,1
"UBA6",0.0210048015893303,0.0182591152854861,0.169,0.21,1
"MAP2K3",0.0747428824544351,0.0182492731384678,0.642,0.728,1
"DGKA",0.240408320721623,0.0181685402061301,0.087,0.102,1
"SMNDC1",0.0191451861119541,0.0181538904271375,0.18,0.225,1
"LINC00847",0.06677829125958,0.0181135833697724,0.106,0.131,1
"KIAA1551",0.0811322728355148,0.0180715886678144,0.197,0.233,1
"MTHFS",0.00636095867192156,0.018046604793472,0.22,0.28,1
"TUG1",0.640666999185346,0.0180007872079239,0.111,0.12,1
"ZNF331",0.139190470578344,0.0179616763994488,0.601,0.666,1
"PRKCH",0.380273450405283,0.0179549336688724,0.159,0.176,1
"PTBP3",0.0266718280167023,0.0179476903861239,0.323,0.394,1
"DENND4C",0.155930338252604,0.0178778380797383,0.098,0.118,1
"C20orf196",0.0806759177014246,0.0178473061747915,0.112,0.137,1
"TRPM2",0.180496108916106,0.0177975729112638,0.153,0.178,1
"LAMP1",0.853846346902683,0.0177612608656523,0.634,0.682,1
"CH17-373J23.1",0.00702328745905284,0.0177476705634808,0.276,0.335,1
"AGFG1",0.111345590962251,0.0177113988181704,0.174,0.206,1
"UPRT",0.152387806541902,0.0176875867518072,0.106,0.126,1
"WIPF2",0.0121371012819334,0.0176871628694531,0.21,0.261,1
"SETD2",0.214945948908975,0.0176867767972894,0.143,0.164,1
"FBXO11",0.00180461122846705,0.0176229448838259,0.177,0.237,1
"PJA2",0.0286669249658834,0.017588301977719,0.287,0.348,1
"APP",0.0174892178192941,0.0175791228589436,0.321,0.391,1
"TMEM251",0.00940082212984089,0.0175739849400968,0.251,0.312,1
"GBP3",0.472859347383009,0.0175546222827646,0.134,0.147,1
"OSBPL3",0.281610163824268,0.0174889190969591,0.094,0.108,1
"PKN2",0.243794675198746,0.0174717160369938,0.137,0.157,1
"PMEPA1",0.219732168151546,0.0174514332225847,0.204,0.232,1
"SPTLC1",0.193012675288311,0.0173418571589419,0.098,0.116,1
"VPS18",0.164288961865762,0.0172524778841966,0.088,0.105,1
"NFKB2",0.491600035450937,0.0172170212724243,0.44,0.49,1
"UBP1",0.008615285411623,0.0172008257249764,0.113,0.151,1
"JAG1",0.349813123596261,0.017010795000028,0.092,0.104,1
"IFT20",0.00372663091594581,0.0169908740646288,0.347,0.44,1
"MNT",0.16146124381234,0.0169148966525935,0.102,0.122,1
"USP37",0.348029095755529,0.0168999133008778,0.116,0.13,1
"ABCD1",0.0943504273959968,0.0168791245485376,0.151,0.181,1
"SLC48A1",0.419339867242284,0.0168591533817645,0.1,0.112,1
"R3HDM2",0.361401243016825,0.0168321647452067,0.149,0.165,1
"PYGL",0.0686064513334207,0.0167997612592511,0.173,0.207,1
"OSCAR",0.0367574375576515,0.0167971016607548,0.284,0.339,1
"RASA3",0.029611218953574,0.0167709086069028,0.103,0.132,1
"CARM1",0.529092439607411,0.0167403088567672,0.153,0.167,1
"MRPL53",0.0793474162402374,0.0167386167247296,0.094,0.116,1
"DSC2",0.927665644735904,0.0167258011176235,0.139,0.143,1
"ATG16L2",0.281762156800061,0.016631929929498,0.159,0.179,1
"TJP2",0.0592806263844965,0.0166083142525384,0.104,0.13,1
"VIM",0.595352007601735,0.0165929207052118,0.999,0.999,1
"FRYL",0.127241663126554,0.0165846414517725,0.122,0.147,1
"KLF9",0.367519161146142,0.0165436919623574,0.124,0.138,1
"LONP2",0.0396000549920518,0.0165052106973871,0.19,0.229,1
"SLC39A9",0.0885837178981735,0.0165034405889754,0.127,0.153,1
"UBXN11",0.188966002450422,0.0164532161367463,0.171,0.196,1
"KLHL21",0.0541009569757435,0.0164411869577794,0.163,0.199,1
"DYNLT3",0.00990871412071912,0.016363393972556,0.268,0.335,1
"ARID3A",0.00969630331467604,0.0163175379433513,0.221,0.278,1
"ZNF148",0.0479406103196364,0.0162655128060496,0.146,0.179,1
"ADAM17",0.0229789576292475,0.0162638675380119,0.261,0.318,1
"DDX6",0.0195819604686727,0.0162525394915211,0.306,0.37,1
"PHC3",0.182195455673354,0.0162187287791197,0.098,0.116,1
"FAM134C",0.121403061141932,0.0162140416215429,0.141,0.168,1
"N4BP2",0.075764698980083,0.0162120276813853,0.089,0.111,1
"C17orf96",0.281426988154438,0.0161974027465815,0.112,0.126,1
"NR1H3",0.126694672980144,0.0161882122467083,0.282,0.321,1
"IRF2",0.0733695769346166,0.0161276159271933,0.249,0.292,1
"FEM1B",0.0327147186781015,0.0160055321972324,0.165,0.204,1
"HELZ2",0.0736264633287006,0.0159775938431462,0.147,0.177,1
"RNF40",0.106671520576726,0.0159664290062524,0.118,0.143,1
"ITSN1",0.161264340179176,0.0158978002835303,0.092,0.11,1
"NRDE2",0.18013281328422,0.0158943061771183,0.095,0.112,1
"EEF2K",0.0672223296525063,0.0158854268342316,0.1,0.125,1
"REV3L",0.00506474595113079,0.0158754131876174,0.163,0.213,1
"RBM23",0.00638313841188969,0.0157692336751812,0.289,0.36,1
"EMB",0.0046423673105586,0.0157381458585624,0.264,0.329,1
"SLC36A4",0.107628573054291,0.0157260424759967,0.172,0.203,1
"COL4A3BP",0.0831261681288975,0.0157210880582267,0.167,0.199,1
"POLR2M",0.124350045599654,0.015690090397922,0.113,0.136,1
"TMUB2",0.0123910293044942,0.0156539440813178,0.208,0.261,1
"UXS1",0.00748081121417393,0.0156226758246529,0.204,0.255,1
"DIRC2",0.582728590870251,0.0156041054688235,0.129,0.139,1
"SERINC2",0.0626726403200032,0.015565704637443,0.124,0.152,1
"KIF1B",0.0327493442250614,0.0155414003674013,0.309,0.366,1
"HEXIM1",0.185774455216481,0.0155399023104933,0.289,0.329,1
"CD226",0.21143426783834,0.0155243687534234,0.089,0.105,1
"PRDM2",0.155618189573581,0.0155018670806332,0.198,0.226,1
"EXOC3",0.187944747942629,0.015501069540004,0.155,0.18,1
"VPS53",0.0133949073650095,0.015496404860093,0.145,0.185,1
"ZDHHC18",0.32368582209827,0.0154503135258006,0.123,0.139,1
"CWC22",0.0593634287677662,0.0154287801026772,0.092,0.116,1
"DENND1A",0.189390335066507,0.0154011260711368,0.118,0.138,1
"NCOR2",0.00135963136459434,0.0153694266315046,0.284,0.363,1
"BIN3",0.0177028358406916,0.015367390242714,0.12,0.155,1
"CHD3",0.0152874091718402,0.0153306833498661,0.136,0.176,1
"ZDHHC5",0.132058460944695,0.0152840944836285,0.132,0.156,1
"SWAP70",0.00792186294570002,0.0152836589070209,0.297,0.372,1
"FAM49A",0.400410042609486,0.0152550092379591,0.593,0.667,1
"RHOH",0.0143217995176499,0.0152399195595151,0.326,0.393,1
"DCTN4",0.0196874776206602,0.0152344231486465,0.168,0.209,1
"A1BG",0.0807656717670485,0.0152269124017028,0.238,0.28,1
"KLHL6",0.178247859969834,0.0152151282355734,0.159,0.183,1
"HIPK1",0.00288542500467704,0.0152146578853132,0.23,0.296,1
"TMEM38B",0.00133747662420982,0.0151970232343115,0.142,0.194,1
"ADNP",0.147737812162311,0.0151917268711561,0.124,0.146,1
"ACAP3",0.138800704298128,0.0151829877380645,0.084,0.102,1
"AP1G1",0.221748673767735,0.0151726749860498,0.135,0.156,1
"ZMAT2",0.0047563511939918,0.0151536861928047,0.42,0.518,1
"SS18",0.0631863471555898,0.0151035007166467,0.171,0.205,1
"OSER1",0.00325807449249893,0.0150730827082298,0.444,0.547,1
"HEBP1",0.0296845379752709,0.0149922024887091,0.371,0.447,1
"BRD4",0.0163349055232411,0.0149753770619891,0.384,0.47,1
"TKFC",0.0264172141305566,0.0149062014526757,0.11,0.141,1
"BORCS7",0.00745475692765002,0.0148899606427434,0.295,0.365,1
"NBL1",0.0929136430264739,0.0148860218877369,0.197,0.229,1
"PIK3CA",0.0332717264374762,0.0148369315972858,0.077,0.102,1
"DCN",0.108658010628641,0.0148183432479685,0.141,0.17,1
"CCDC97",0.0702842295572963,0.014812578655942,0.13,0.158,1
"FAM213A",0.0659502137128891,0.0148023347097138,0.228,0.269,1
"HUWE1",0.00190631429086269,0.0147879507900993,0.184,0.243,1
"RRM2B",0.0754570298640436,0.0147705666082626,0.148,0.177,1
"ZC3H12A",0.129401224683861,0.0147598880526361,0.541,0.613,1
"CD99",0.922958889345713,0.0147341365776932,0.835,0.869,1
"B9D2",0.060070560440644,0.0147220590261393,0.101,0.126,1
"ATP1B1",0.227497214093295,0.0146986425766236,0.49,0.548,1
"ATP6V1H",0.0195298538167392,0.0146886930485934,0.457,0.548,1
"VPS37B",0.0191432278632877,0.0146554049023454,0.331,0.396,1
"RPRD1A",0.0781155601284406,0.0146482116075492,0.088,0.11,1
"ZNF688",0.147827337374017,0.0146354205650034,0.187,0.219,1
"LCORL",0.127638076207788,0.0146251876593147,0.108,0.129,1
"MAN1A2",0.0931394006966492,0.0145717418582434,0.167,0.198,1
"TPCN1",0.0958826065916426,0.0145250427165078,0.161,0.191,1
"FAM234A",0.225328519131714,0.0145077213603595,0.121,0.139,1
"VPS13D",0.229108709894516,0.0144776145521282,0.092,0.107,1
"ARL4C",0.0365170008412461,0.0144745858787585,0.675,0.774,1
"SPIN1",0.168266439167108,0.0144546995597574,0.135,0.156,1
"KIAA0319L",0.125131123817565,0.0144150170758343,0.127,0.151,1
"PHF1",0.00443048844703998,0.0144070419760968,0.206,0.266,1
"CTR9",0.0453593343080878,0.0143984768016925,0.117,0.146,1
"FKBP11",0.000130417474515306,0.0143825377525164,0.101,0.151,1
"CLIP1",0.0350818333828627,0.0142968464599333,0.257,0.31,1
"PURB",0.00905395988136456,0.0142674223117975,0.227,0.284,1
"BBIP1",0.021748534751528,0.0141621551598064,0.174,0.217,1
"CYB5D2",1.96230412134054e-05,0.014100993605506,0.086,0.138,0.392460824268108
"APPL2",0.179822342593228,0.0140716227079064,0.105,0.124,1
"RHOBTB3",0.140498274859812,0.0140504843688991,0.118,0.14,1
"SIAH1",0.0363297094001482,0.0140440508637934,0.13,0.162,1
"CHCHD6",0.00376266792927612,0.014031541446389,0.096,0.132,1
"ATN1",0.381503973476605,0.0140039850984503,0.12,0.133,1
"MT1G",0.024878945727785,0.0139860161427308,0.16,0.197,1
"KCNN4",0.0395653077366576,0.0139760079805867,0.199,0.239,1
"TNFRSF12A",0.000362412887173454,0.01386757436977,0.222,0.297,1
"NISCH",0.0188193970533984,0.0138184168623923,0.182,0.225,1
"USP6NL",0.114516679472418,0.013752093642268,0.113,0.136,1
"TMCC3",0.19357292403599,0.0137040366146678,0.136,0.157,1
"MBD2",0.0288886657117154,0.0136898465618049,0.299,0.359,1
"ARHGAP21",0.0401655440696161,0.0136473367379333,0.129,0.16,1
"MKRN1",0.0273790760059481,0.0136213075138307,0.396,0.472,1
"LPP",0.0200425396312743,0.013608221164319,0.275,0.333,1
"BCL3",0.081019063454312,0.0135677851824301,0.392,0.453,1
"GGA1",0.00781648418253595,0.0135660965605885,0.381,0.467,1
"ZBTB10",0.325692675525723,0.0135403592072266,0.152,0.169,1
"SFSWAP",0.0235373889517948,0.0134887767014011,0.125,0.159,1
"HNRNPU",0.0256216173415499,0.0134880742940253,0.661,0.755,1
"MAP3K3",0.222889572480508,0.0134701366523556,0.13,0.15,1
"TTC37",0.0405047680739123,0.0134672826661612,0.125,0.156,1
"SRSF5",0.226281025771491,0.013439552650728,0.744,0.816,1
"AHSA2",0.212959662932512,0.0134140226652795,0.111,0.129,1
"CLN8",0.0463379057888025,0.0133707325714081,0.375,0.439,1
"AGPAT3",0.0243142234023713,0.0133592297644128,0.206,0.251,1
"SGK3",0.18808019410653,0.0133296096820534,0.124,0.144,1
"RAB8B",0.0362206712403689,0.0133253326066205,0.366,0.437,1
"NPEPL1",0.416690318410134,0.0132472722879333,0.093,0.103,1
"GALC",0.0664178090791093,0.0132239357417646,0.198,0.236,1
"PSMD5-AS1",0.0293653585341556,0.0131944492414132,0.126,0.158,1
"ANG",0.50347854782074,0.0131583331128295,0.119,0.13,1
"ELF2",0.0918652399076785,0.0131578320724346,0.2,0.237,1
"MRPL33",0.336239924573063,0.0131425376126447,0.58,0.664,1
"ATG2A",0.174621542805993,0.0131367759451306,0.196,0.222,1
"SNAP23",0.00248421392722514,0.0131345527848196,0.391,0.485,1
"NCOA1",0.0414528096421846,0.0131080418365536,0.142,0.175,1
"MARK2",0.0331798655385343,0.0129277143966598,0.133,0.165,1
"GRK6",0.0100135923678091,0.0128863158405998,0.245,0.304,1
"ZSCAN16-AS1",0.0293135206127544,0.0128729342342442,0.217,0.267,1
"SNX13",0.0520084400854273,0.0128657691357527,0.111,0.139,1
"C17orf58",0.403143358688164,0.0128337203673426,0.113,0.126,1
"SNHG9",0.0534361404106216,0.0128299061177098,0.104,0.13,1
"ADAP1",0.0992827167148361,0.0127933411384882,0.098,0.12,1
"TSSC4",0.00696999144926778,0.0127425132951864,0.268,0.338,1
"TRIM8",0.0605269394946664,0.0127283805053657,0.13,0.158,1
"TSPYL1",0.00524572834827328,0.0127044789851128,0.186,0.239,1
"PICALM",0.0367399814423408,0.0126557434473901,0.495,0.595,1
"LILRB1",0.000234153718493877,0.0126172070459964,0.309,0.398,1
"HIVEP2",0.144721670721187,0.0126070016209975,0.135,0.158,1
"YPEL2",0.304927022342292,0.0125496168651026,0.128,0.144,1
"IFITM2",0.76620387451025,0.0125276091940671,0.72,0.78,1
"BMPR2",0.205118894780371,0.0125104176639552,0.14,0.16,1
"TNFAIP8",0.0691829730888102,0.0124929387875168,0.605,0.697,1
"NFYB",0.0457326836347863,0.012492148518879,0.084,0.108,1
"TNRC18",0.239618641938339,0.012487367326518,0.115,0.132,1
"SLC30A7",0.0497271063842641,0.0124429636279758,0.174,0.21,1
"ADRBK2",0.0067372700634155,0.0124286646160683,0.196,0.25,1
"CCDC14",0.0482524398515756,0.01242059667661,0.093,0.118,1
"PPP4R1",0.178937763174849,0.0123951719271867,0.1,0.118,1
"CDCP1",0.0194569542173552,0.0123552250260319,0.147,0.183,1
"SUPT5H",0.00153883597852518,0.0123244403896458,0.336,0.424,1
"RUBCN",0.0832793288732539,0.0122784381557951,0.142,0.17,1
"RP11-792A8.4",0.00807138212212792,0.0122517358519924,0.1,0.135,1
"EHD4",0.00151255513569286,0.0122369873924533,0.338,0.426,1
"B2M",0.725010064827182,0.0122059328563253,1,1,1
"GAS7",0.0207296396870872,0.0121201032461693,0.155,0.194,1
"NHSL2",0.0932461616457588,0.0121125360321992,0.18,0.21,1
"MYO5A",0.013879545375789,0.0120471200464806,0.225,0.275,1
"SMG5",0.0354522475949692,0.0120107738599728,0.098,0.125,1
"CCNT2",0.0612063980052274,0.0120008129541972,0.1,0.124,1
"LACC1",0.164124146655351,0.0119826161393929,0.188,0.214,1
"PRKRIR",0.0737385802256059,0.011981676520023,0.113,0.138,1
"MAPK8",0.0339715565715844,0.0119505863988223,0.121,0.152,1
"USP3",0.00599922861485094,0.0118229177484762,0.202,0.258,1
"RAB38",0.067918539089649,0.0117696372945166,0.089,0.112,1
"ABCC3",0.449338275205491,0.0117569965283355,0.149,0.162,1
"TRIB1",0.00660158986615533,0.0117549491583073,0.258,0.325,1
"RARA-AS1",0.0141051542563576,0.0117471634619524,0.128,0.164,1
"GOLGA4",0.0794861660723628,0.011651502998046,0.31,0.361,1
"GALNT11",0.0520397822180973,0.011641369633955,0.126,0.156,1
"TCF4",0.0794673850496652,0.0116384658759046,0.266,0.31,1
"TP53TG1",0.105227548033982,0.0116245715636201,0.202,0.236,1
"RILP",0.00775522578138555,0.011622812817033,0.344,0.422,1
"LARP4B",0.0688701471225453,0.0116182427229788,0.15,0.181,1
"MLKL",0.0735471827870567,0.0115799754915905,0.111,0.136,1
"GBP4",0.0970082445884647,0.0115657785889546,0.291,0.339,1
"DNAJB4",0.0345260550695185,0.011560862340503,0.139,0.172,1
"SECISBP2L",0.0802646200864875,0.0115026813307834,0.107,0.131,1
"UBAP2L",0.0300468714496174,0.0114797646010905,0.223,0.271,1
"METTL12",0.0715508772015287,0.0114687726237565,0.112,0.136,1
"YBX3",0.160691906616078,0.0114333958666786,0.661,0.746,1
"MYL5",0.00793993172177251,0.011411668744953,0.095,0.129,1
"TMEM88",0.122950459450746,0.0113267537438839,0.09,0.109,1
"IL15",0.0439100004766472,0.0113206867468415,0.135,0.167,1
"RREB1",0.010434644554254,0.0112857537104363,0.163,0.21,1
"YLPM1",0.00678058530184227,0.011192776686433,0.1,0.135,1
"TMX4",0.0152082472924942,0.0111726140697058,0.279,0.338,1
"GABARAP",0.0426031439901155,0.0111269888224702,0.381,0.45,1
"SLC38A6",0.0891466674375282,0.0110907899355863,0.222,0.258,1
"PPIC",0.0995637175535758,0.0110783077652437,0.116,0.138,1
"LPGAT1",0.0482435766831264,0.01105008662821,0.164,0.197,1
"ATP2A2",0.00378788007941187,0.0110205577421703,0.373,0.466,1
"WDFY1",0.00159617793388676,0.010966136473379,0.143,0.193,1
"UBXN2B",0.0191260900115013,0.0109552564556746,0.124,0.158,1
"KPNA4",0.00218257009548818,0.0109261681845211,0.274,0.354,1
"MICAL2",0.0726871065745277,0.0108788841227844,0.084,0.106,1
"PLXNC1",0.145640799477781,0.0108481077614183,0.294,0.335,1
"SLC20A1",0.0451707026458461,0.0107751187887887,0.276,0.325,1
"PIGK",0.0681556277338737,0.0107727393997055,0.11,0.135,1
"LTBR",0.00705426008887458,0.0107668386072836,0.308,0.382,1
"CGGBP1",0.000697075962232444,0.0107512515719146,0.29,0.373,1
"BAZ2A",0.017056614415584,0.0107446881070378,0.212,0.265,1
"PDE4D",0.0563396670289066,0.0105881670421763,0.12,0.148,1
"C15orf61",0.0565730434548074,0.0105832156249724,0.122,0.151,1
"RABIF",0.00541129875539745,0.0105831479126428,0.276,0.348,1
"TFG",0.000725775942034293,0.010575350736866,0.348,0.45,1
"TRIP12",0.00606829718448726,0.0105655270024179,0.239,0.302,1
"IRF7",0.132859420695701,0.0105322490170912,0.541,0.616,1
"RBL2",0.0237654462011865,0.0105092457789233,0.105,0.136,1
"DPEP2",0.281129380964023,0.0105068982303198,0.124,0.141,1
"DYRK1A",0.134042130468375,0.0104843415244823,0.108,0.128,1
"PUM1",0.0307044084404477,0.0104456944731178,0.233,0.281,1
"PDS5B",0.127953561511303,0.0104109063249271,0.115,0.137,1
"STAT5A",0.0263193688703744,0.0104077763236529,0.314,0.373,1
"DCP2",0.0194402877650479,0.0103910510595285,0.247,0.301,1
"SEL1L3",0.131718116153892,0.0103718759575035,0.191,0.22,1
"FBXO18",0.00274126962979924,0.0103675037533038,0.11,0.152,1
"UBAP2",0.101969004282885,0.0103148381228709,0.108,0.13,1
"GNG7",0.324419058221231,0.0103108629392291,0.114,0.129,1
"ASCC1",0.112382796964663,0.0102927533272156,0.087,0.107,1
"MCTP1",0.0429464621596887,0.0102876664288145,0.208,0.249,1
"BRD9",0.00374045627299085,0.0102066829623956,0.132,0.177,1
"CHD6",0.0301416481725263,0.0101944754669943,0.144,0.178,1
"C3AR1",0.315376763560262,0.0101858239964497,0.417,0.46,1
"BCL2L1",0.0116843364164728,0.0101499441963833,0.215,0.268,1
"CLEC2B",0.0319103678363199,0.0101442981589261,0.609,0.702,1
"CERK",0.0232543074326751,0.0101210624708958,0.137,0.173,1
"CYHR1",0.0256716005869404,0.010111689163506,0.151,0.187,1
"HOMER3",0.151623652787262,0.0100928618650467,0.139,0.162,1
"LCOR",0.0472894497408835,0.0100850293415234,0.118,0.147,1
"PDE8A",0.38457759922163,0.0100825718300351,0.121,0.134,1
"AFMID",0.162321285669924,0.0100515666711473,0.102,0.12,1
"SPOPL",0.295825591268618,0.0100500009582842,0.101,0.115,1
"SERTAD3",0.0204390268867444,0.0100238514503704,0.173,0.214,1
"FGD4",0.00914177984550303,0.00997880001509777,0.189,0.237,1
"SLC35B2",0.0190066260170156,0.00994223618229784,0.247,0.301,1
"CRYL1",0.00710119553789036,0.0099415820369731,0.254,0.319,1
"TMEM63A",0.270982944085095,0.00993381001928115,0.104,0.118,1
"TFE3",0.0528906740857739,0.00993311074337802,0.19,0.227,1
"BAG5",0.189746052743524,0.00989322617688958,0.108,0.126,1
"SEPN1",0.0221545100216729,0.00988049672426849,0.178,0.221,1
"HDAC5",0.0044100416754648,0.00986395393724429,0.126,0.17,1
"GAB2",0.271770515737096,0.00985954917961115,0.142,0.159,1
"PACS1",0.0124661635084817,0.00985774288387958,0.121,0.158,1
"TBK1",0.000828294883115346,0.00983260238291664,0.161,0.22,1
"NIN",0.00546319773128889,0.00982505631528502,0.206,0.264,1
"PRKAR1A",0.174251707066891,0.00982076008914212,0.568,0.667,1
"NEDD4L",0.0462667157551635,0.00981737937080913,0.078,0.1,1
"SLC17A5",0.0570601984180911,0.00977834411769782,0.176,0.211,1
"AEBP2",0.396948778671145,0.00977285051013684,0.095,0.106,1
"ANGEL2",0.442441831488209,0.00971543925374987,0.103,0.114,1
"JAK2",0.409997597932367,0.00969532599703693,0.117,0.129,1
"ABCF1",0.000537766888753729,0.00968964438737169,0.298,0.382,1
"LINC00467",0.038347929411661,0.00965471169476875,0.132,0.162,1
