Group,Treg,Myofibroblasts,Macrophages,Epithelial,CD4+T_cells,NK,Plasma,B_cells,DCs,Endothelial,Tprolif,CD8+T_cells,Fibroblasts,Monocytes,Mast
Normal,4.287500634064271,0,8.15577246993684,66.51024224171856,4.046033546513534,0,0,0.24959883602791627,0,5.745263445696425,0,4.379367461042339,6.626221365000111,0,0
OSF,6.174870798344294,0.07790063490527194,5.208211687903874,68.56790399059585,1.5244998822976852,0,2.485977368903787,0.6332903322388254,0.8259391012418569,4.600098845442786,0,4.9524207657207455,4.3845873070478545,0.5642992853571759,0
AB,1.3273720300655238,4.806828990863607,14.73458338976986,45.579343623228205,0,0,0.762991215778926,0,5.104039591535338,5.6285719173656865,4.4488044244532,1.649660493599324,15.880917748056733,0,0.07688657528360701
Ai,0.40223742671875357,5.497815365824121,3.9534837796629354,62.968080020494774,0,0,0.8158022688164432,0,1.2591195448224517,6.538134726025746,8.312513082303118,1.4408289641744871,8.811984821157168,0,0
Am,0.1959281866071594,6.433679236542857,2.237970213511381,67.22166441558616,0,0,0.057827625852307295,0,1.1327944189307837,6.748446006088804,8.167049527160334,0.23494702718592467,7.4203796291342075,0,0.14931371340008492
Av,0.012560103018884624,4.66885172929858,2.3253538389745856,68.19446490611124,0,0,0.15483754259445884,0,1.4284693219435702,4.823893033958796,11.494587594761482,0.31449225420833893,6.5405735349906955,0,0.0419161401393609
B,0.3838952637266747,7.453788127092796,23.334974445135604,33.156571554011215,0,0,2.0548905968860343,0.7934507838282793,2.47213608723005,6.838262923948093,7.818357282447187,4.716965358029192,10.268476194664766,0,0.7082313830001075
PBS,0.10999546415990037,9.2726488905813,3.305602001184868,59.95872332475939,0,0,0.09460388125830166,0,1.574691302899755,7.33061159396308,2.429905969101368,0.923024749147252,14.715123631730096,0,0.28506919121468993
Pm,0,9.89496183693446,2.779622968604125,59.89561870952548,0,0,0.12300058158209144,0,2.3648278306494714,11.57678066467203,3.6070426198513172,0.48309328106224453,9.275051507118782,0,0
