Group,OSF,AB,Ai,Am,Av,B,Pm
OSF,0,0.15819259744170514,0.4062203324251332,0.1768709675969061,0.3823284782065409,0.020760034841174276,0.9694130264302687
AB,0.15819259744170514,0,0.02194299935017497,0.178358701891967,0.022329215364229427,0.0029806523560446246,0.001744659208618326
Ai,0.4062203324251332,0.02194299935017497,0,2.0769646062344073e-8,5.134849979932669e-12,0.4335444227074472,0.0032164161627544667
Am,0.1768709675969061,0.178358701891967,2.0769646062344073e-8,0,2.94820330708384e-7,0.7506538920004743,0.05134566696199835
Av,0.3823284782065409,0.022329215364229427,5.134849979932669e-12,2.94820330708384e-7,3.508982358554997e-101,0.6034010064870272,6.451995629712834e-4
B,0.020760034841174276,0.0029806523560446246,0.4335444227074472,0.7506538920004743,0.6034010064870272,0,0.6002297719271943
Pm,0.9694130264302687,0.001744659208618326,0.0032164161627544667,0.05134566696199835,6.451995629712834e-4,0.6002297719271943,3.876914407497366e-103
