"Feature","Comparison","Group","Method","EffectSize","EffectSize_type","Z_statistic","P.unadj","P.adj","Significance"
"Prevotella","DB_Control - WT_Control","DB_Control","Dunn",0.0544,"r (|Z|/sqrt(N))",0.1633,0.870282772281036,0.870282772281036,"ns"
"Faecalibacterium","DB_Control - DB_Treated","DB_Control","Dunn",0.0508,"r (|Z|/sqrt(N))",-0.1523,0.878968151170695,0.878968151170695,"ns"
"Desulfovibrio","DB_Treated - WT_Control","DB_Treated","Dunn",0.0505,"r (|Z|/sqrt(N))",0.1516,0.879486966696145,0.879486966696145,"ns"
"Helicobacter","DB_Treated - WT_Control","DB_Treated","Dunn",0.0501,"r (|Z|/sqrt(N))",0.1503,0.880504892066849,0.880504892066849,"ns"
"Lawsonella","DB_Control - WT_Control","DB_Control","Dunn",0.0501,"r (|Z|/sqrt(N))",-0.1503,0.880504892066849,0.880504892066849,"ns"
"Alloprevotella","DB_Treated - WT_Control","DB_Treated","Dunn",0.0499,"r (|Z|/sqrt(N))",-0.1497,0.881004276603237,0.881004276603237,"ns"
"Corynebacterium","DB_Control - WT_Control","DB_Control","Dunn",0.0499,"r (|Z|/sqrt(N))",0.1497,0.881004276603237,0.881004276603237,"ns"
"Cutibacterium","DB_Control - WT_Control","WT_Control","Dunn",0.0499,"r (|Z|/sqrt(N))",0.1497,0.881004276603237,0.881004276603237,"ns"
"Lactococcus","DB_Control - WT_Control","DB_Control","Dunn",0.0499,"r (|Z|/sqrt(N))",-0.1497,0.881004276603236,0.881004276603236,"ns"
"Enhydrobacter","DB_Treated - WT_Control","WT_Control","Dunn",0.0499,"r (|Z|/sqrt(N))",0.1497,0.881004276603237,0.881004276603237,"ns"
"Streptococcus","DB_Treated - WT_Control","WT_Control","Dunn",0.0497,"r (|Z|/sqrt(N))",0.1491,0.881497452191014,0.881497452191014,"ns"
"Ralstonia","DB_Treated - WT_Control","DB_Treated","Dunn",0.0497,"r (|Z|/sqrt(N))",-0.1491,0.881497452191013,0.881497452191013,"ns"
"Mitochondria","DB_Control - WT_Control","WT_Control","Dunn",0.0497,"r (|Z|/sqrt(N))",-0.1491,0.881497452191014,0.881497452191014,"ns"
"Muribaculaceae","DB_Treated - WT_Control","DB_Treated","Dunn",0.0249,"r (|Z|/sqrt(N))",-0.0748,0.940335555851395,0.940335555851395,"ns"
"Bacteroides","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Prevotellaceae_UCG-001","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Staphylococcus","DB_Treated - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Clostridium_sensu_stricto_1","DB_Control - DB_Treated","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Clostridium_sensu_stricto_1","DB_Control - WT_Control","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Clostridium_sensu_stricto_1","DB_Treated - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Stenotrophomonas","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Alkanindiges","DB_Control - WT_Control","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Barnesiella","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Massilia","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Altererythrobacter","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Anoxybacillus","DB_Control - WT_Control","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
