"Feature","Comparison","Group","Method","EffectSize","EffectSize_type","Z_statistic","P.unadj","P.adj","Significance"
"Cutibacterium","DB_Control - DB_Treated","DB_Treated","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.30315076777623,"ns"
"Prevotellaceae_NK3B31_group","DB_Control - DB_Treated","DB_Treated","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.30315076777623,"ns"
"Eubacterium_xylanophilum_group","DB_Control - WT_Control","WT_Control","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.30315076777623,"ns"
"Roseburia","DB_Control - WT_Control","WT_Control","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.30315076777623,"ns"
"Clostridia_vadinBB60_group","DB_Treated - WT_Control","WT_Control","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.30315076777623,"ns"
"Coriobacteriaceae_UCG-002","DB_Control - WT_Control","WT_Control","Dunn",0.5262,"r (|Z|/sqrt(N))",-1.5785,0.114460737563704,0.343382212691112,"ns"
"Streptococcus","DB_Control - DB_Treated","DB_Control","Dunn",0.5239,"r (|Z|/sqrt(N))",1.5718,0.115994506630286,0.347983519890857,"ns"
"Acinetobacter","DB_Control - DB_Treated","DB_Treated","Dunn",0.5239,"r (|Z|/sqrt(N))",-1.5718,0.115994506630286,0.173991759945428,"ns"
"Tuzzerella","DB_Control - WT_Control","WT_Control","Dunn",0.5239,"r (|Z|/sqrt(N))",-1.5718,0.115994506630286,0.347983519890857,"ns"
"Lachnospiraceae_NK4B4_group","DB_Control - DB_Treated","DB_Treated","Dunn",0.5239,"r (|Z|/sqrt(N))",-1.5718,0.115994506630286,0.173991759945428,"ns"
"Lachnospiraceae_NK4B4_group","DB_Treated - WT_Control","DB_Treated","Dunn",0.5239,"r (|Z|/sqrt(N))",1.5718,0.115994506630286,0.347983519890857,"ns"
"Lactococcus","DB_Treated - WT_Control","DB_Treated","Dunn",0.5011,"r (|Z|/sqrt(N))",1.5033,0.132763747749806,0.199145621624708,"ns"
"Corynebacterium","DB_Control - DB_Treated","DB_Treated","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.408111384342431,"ns"
"Helicobacter","DB_Control - WT_Control","WT_Control","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.408111384342431,"ns"
"Alistipes","DB_Treated - WT_Control","WT_Control","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.408111384342431,"ns"
"Staphylococcus","DB_Control - DB_Treated","DB_Treated","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.408111384342431,"ns"
"Parasutterella","DB_Control - WT_Control","WT_Control","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.408111384342431,"ns"
"Oscillibacter","DB_Control - WT_Control","WT_Control","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.408111384342431,"ns"
"Eubacterium_xylanophilum_group","DB_Treated - WT_Control","WT_Control","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.204055692171215,"ns"
"Clostridia_vadinBB60_group","DB_Control - WT_Control","WT_Control","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.204055692171215,"ns"
"Erysipelotrichaceae","DB_Control - DB_Treated","DB_Treated","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.408111384342431,"ns"
"Lachnospiraceae_FCS020_group","DB_Control - DB_Treated","DB_Control","Dunn",0.4899,"r (|Z|/sqrt(N))",1.4697,0.141644690295137,0.212467035442705,"ns"
"Lachnospiraceae_FCS020_group","DB_Treated - WT_Control","WT_Control","Dunn",0.4899,"r (|Z|/sqrt(N))",-1.4697,0.141644690295137,0.42493407088541,"ns"
"ASF356","DB_Control - WT_Control","WT_Control","Dunn",0.474,"r (|Z|/sqrt(N))",-1.4221,0.154993084226042,0.464979252678127,"ns"
"Eubacterium_ventriosum_group","DB_Treated - WT_Control","WT_Control","Dunn",0.474,"r (|Z|/sqrt(N))",-1.4221,0.154993084226042,0.232489626339063,"ns"
"Bilophila","DB_Control - WT_Control","WT_Control","Dunn",0.4549,"r (|Z|/sqrt(N))",-1.3646,0.17238620178886,0.517158605366581,"ns"
"Kocuria","DB_Control - DB_Treated","DB_Treated","Dunn",0.4549,"r (|Z|/sqrt(N))",-1.3646,0.17238620178886,0.25857930268329,"ns"
"Kocuria","DB_Treated - WT_Control","DB_Treated","Dunn",0.4549,"r (|Z|/sqrt(N))",1.3646,0.17238620178886,0.517158605366581,"ns"
"Lachnospiraceae_UCG-006","DB_Control - WT_Control","WT_Control","Dunn",0.4529,"r (|Z|/sqrt(N))",-1.3587,0.174231388248025,0.522694164744075,"ns"
"Coriobacteriaceae_UCG-002","DB_Control - DB_Treated","DB_Treated","Dunn",0.451,"r (|Z|/sqrt(N))",-1.353,0.176067498811742,0.264101248217613,"ns"
"Tuzzerella","DB_Treated - WT_Control","WT_Control","Dunn",0.4491,"r (|Z|/sqrt(N))",-1.3473,0.177894533335963,0.266841800003945,"ns"
"Lachnospiraceae_NK4A136_group","DB_Treated - WT_Control","WT_Control","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.2695687423185,"ns"
"Bacteroides","DB_Treated - WT_Control","DB_Treated","Dunn",0.4472,"r (|Z|/sqrt(N))",1.3416,0.179712494879,0.2695687423185,"ns"
"Clostridia_UCG-014","DB_Treated - WT_Control","WT_Control","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.539137484637,"ns"
"Colidextribacter","DB_Control - WT_Control","WT_Control","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.539137484636999,"ns"
"Muribaculum","DB_Control - DB_Treated","DB_Treated","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.2695687423185,"ns"
"Enhydrobacter","DB_Control - DB_Treated","DB_Treated","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.539137484637,"ns"
"Moraxella","DB_Control - DB_Treated","DB_Treated","Dunn",0.4355,"r (|Z|/sqrt(N))",-1.3064,0.191418425237607,0.574255275712822,"ns"
"Akkermansia","DB_Treated - WT_Control","DB_Treated","Dunn",0.4259,"r (|Z|/sqrt(N))",1.2778,0.201320572455596,0.301980858683394,"ns"
"Parabacteroides","DB_Treated - WT_Control","DB_Treated","Dunn",0.4241,"r (|Z|/sqrt(N))",1.2724,0.203224634648643,0.304836951972965,"ns"
"Alkanindiges","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",-1.2247,0.220671361919847,0.33100704287977,"ns"
"Alkanindiges","DB_Treated - WT_Control","DB_Treated","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"Anaerostipes","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",-1.2247,0.220671361919847,0.33100704287977,"ns"
"Anaerostipes","DB_Treated - WT_Control","DB_Treated","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"Lysobacter","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",-1.2247,0.220671361919847,0.33100704287977,"ns"
"Lysobacter","DB_Treated - WT_Control","DB_Treated","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"Aquabacterium","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",-1.2247,0.220671361919847,0.33100704287977,"ns"
"Aquabacterium","DB_Treated - WT_Control","DB_Treated","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"Thiobacillus","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",-1.2247,0.220671361919847,0.33100704287977,"ns"
"Thiobacillus","DB_Treated - WT_Control","DB_Treated","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"Bacteroides_pectinophilus_group","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.33100704287977,"ns"
"Bacteroides_pectinophilus_group","DB_Control - WT_Control","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"A2","DB_Treated - WT_Control","WT_Control","Dunn",0.4043,"r (|Z|/sqrt(N))",-1.213,0.225146310864658,0.337719466296987,"ns"
"Christensenellaceae_R-7_group","DB_Control - DB_Treated","DB_Control","Dunn",0.4043,"r (|Z|/sqrt(N))",1.213,0.225146310864658,0.337719466296987,"ns"
"Christensenellaceae_R-7_group","DB_Treated - WT_Control","DB_Treated","Dunn",0.4043,"r (|Z|/sqrt(N))",1.213,0.225146310864658,0.225146310864658,"ns"
"Micrococcus","DB_Control - WT_Control","DB_Control","Dunn",0.4043,"r (|Z|/sqrt(N))",1.213,0.225146310864658,0.337719466296987,"ns"
"UCG-009","DB_Control - WT_Control","WT_Control","Dunn",0.4009,"r (|Z|/sqrt(N))",-1.2026,0.229118122001234,0.687354366003701,"ns"
"Ralstonia","DB_Control - DB_Treated","DB_Treated","Dunn",0.3992,"r (|Z|/sqrt(N))",-1.1976,0.231084499344048,0.693253498032145,"ns"
"Butyricicoccus","DB_Control - WT_Control","WT_Control","Dunn",0.3992,"r (|Z|/sqrt(N))",-1.1976,0.231084499344048,0.693253498032145,"ns"
"Corynebacterium","DB_Treated - WT_Control","DB_Treated","Dunn",0.3975,"r (|Z|/sqrt(N))",1.1926,0.233037982273905,0.349556973410858,"ns"
"Prevotellaceae_UCG-001","DB_Treated - WT_Control","DB_Treated","Dunn",0.3975,"r (|Z|/sqrt(N))",1.1926,0.233037982273906,0.349556973410858,"ns"
"Staphylococcus","DB_Treated - WT_Control","DB_Treated","Dunn",0.3975,"r (|Z|/sqrt(N))",1.1926,0.233037982273905,0.349556973410858,"ns"
"Candidatus_Saccharimonas","DB_Treated - WT_Control","WT_Control","Dunn",0.3975,"r (|Z|/sqrt(N))",-1.1926,0.233037982273905,0.699113946821716,"ns"
"Parasutterella","DB_Control - DB_Treated","DB_Treated","Dunn",0.3975,"r (|Z|/sqrt(N))",-1.1926,0.233037982273905,0.349556973410858,"ns"
"Oscillibacter","DB_Treated - WT_Control","WT_Control","Dunn",0.3975,"r (|Z|/sqrt(N))",-1.1926,0.233037982273905,0.349556973410858,"ns"
"Anaerotruncus","DB_Treated - WT_Control","WT_Control","Dunn",0.3975,"r (|Z|/sqrt(N))",-1.1926,0.233037982273905,0.699113946821716,"ns"
"Erysipelotrichaceae","DB_Treated - WT_Control","DB_Treated","Dunn",0.3975,"r (|Z|/sqrt(N))",1.1926,0.233037982273905,0.349556973410858,"ns"
"Acetatifactor","DB_Control - WT_Control","WT_Control","Dunn",0.3838,"r (|Z|/sqrt(N))",-1.1513,0.249609103986738,0.374413655980107,"ns"
"Moraxella","DB_Treated - WT_Control","DB_Treated","Dunn",0.381,"r (|Z|/sqrt(N))",1.1431,0.252999061474684,0.379498592212026,"ns"
"Romboutsia","DB_Control - DB_Treated","DB_Treated","Dunn",0.3758,"r (|Z|/sqrt(N))",-1.1275,0.259544222403874,0.778632667211623,"ns"
"Streptococcus","DB_Control - WT_Control","DB_Control","Dunn",0.3742,"r (|Z|/sqrt(N))",1.1227,0.261555673671613,0.39233351050742,"ns"
"Lawsonella","DB_Control - WT_Control","WT_Control","Dunn",0.3742,"r (|Z|/sqrt(N))",-1.1227,0.261555673671613,0.39233351050742,"ns"
"Lawsonella","DB_Treated - WT_Control","WT_Control","Dunn",0.3742,"r (|Z|/sqrt(N))",-1.1227,0.261555673671613,0.78466702101484,"ns"
"Chryseobacterium","DB_Control - WT_Control","WT_Control","Dunn",0.3538,"r (|Z|/sqrt(N))",-1.0613,0.288536657947213,0.43280498692082,"ns"
"Akkermansia","DB_Control - WT_Control","WT_Control","Dunn",0.3508,"r (|Z|/sqrt(N))",-1.0523,0.292659895634124,0.292659895634124,"ns"
"Lactococcus","DB_Control - DB_Treated","DB_Control","Dunn",0.3508,"r (|Z|/sqrt(N))",1.0523,0.292659895634124,0.292659895634124,"ns"
"Escherichia-Shigella","DB_Treated - WT_Control","DB_Treated","Dunn",0.3493,"r (|Z|/sqrt(N))",1.0479,0.294696817509163,0.884090452527488,"ns"
"Parabacteroides","DB_Control - DB_Treated","DB_Control","Dunn",0.3493,"r (|Z|/sqrt(N))",1.0479,0.294696817509163,0.294696817509163,"ns"
"Butyricicoccus","DB_Treated - WT_Control","WT_Control","Dunn",0.3493,"r (|Z|/sqrt(N))",-1.0479,0.294696817509162,0.442045226263744,"ns"
"Lachnospiraceae_UCG-001","DB_Control - WT_Control","WT_Control","Dunn",0.3493,"r (|Z|/sqrt(N))",-1.0479,0.294696817509162,0.884090452527487,"ns"
"Alloprevotella","DB_Control - DB_Treated","DB_Control","Dunn",0.3478,"r (|Z|/sqrt(N))",1.0435,0.29671752632206,0.29671752632206,"ns"
"Alloprevotella","DB_Treated - WT_Control","DB_Treated","Dunn",0.3478,"r (|Z|/sqrt(N))",1.0435,0.29671752632206,0.44507628948309,"ns"
"Cutibacterium","DB_Treated - WT_Control","DB_Treated","Dunn",0.3478,"r (|Z|/sqrt(N))",1.0435,0.29671752632206,0.445076289483091,"ns"
"Prevotellaceae_NK3B31_group","DB_Treated - WT_Control","DB_Treated","Dunn",0.3478,"r (|Z|/sqrt(N))",1.0435,0.29671752632206,0.445076289483091,"ns"
"Candidatus_Saccharimonas","DB_Control - WT_Control","WT_Control","Dunn",0.3478,"r (|Z|/sqrt(N))",-1.0435,0.29671752632206,0.445076289483091,"ns"
"Anaerotruncus","DB_Control - DB_Treated","DB_Control","Dunn",0.3478,"r (|Z|/sqrt(N))",1.0435,0.29671752632206,0.44507628948309,"ns"
"Roseburia","DB_Control - DB_Treated","DB_Treated","Dunn",0.3478,"r (|Z|/sqrt(N))",-1.0435,0.29671752632206,0.445076289483091,"ns"
"Monoglobus","DB_Control - DB_Treated","DB_Control","Dunn",0.3478,"r (|Z|/sqrt(N))",1.0435,0.29671752632206,0.890152578966181,"ns"
"Negativibacillus","DB_Treated - WT_Control","WT_Control","Dunn",0.3478,"r (|Z|/sqrt(N))",-1.0435,0.29671752632206,0.890152578966181,"ns"
"Others","DB_Control - DB_Treated","DB_Treated","Dunn",0.3478,"r (|Z|/sqrt(N))",-1.0435,0.29671752632206,0.890152578966181,"ns"
"Prevotellaceae_UCG-003","DB_Control - WT_Control","DB_Control","Dunn",0.3402,"r (|Z|/sqrt(N))",1.0206,0.307434165927395,0.922302497782186,"ns"
"Phascolarctobacterium","DB_Control - WT_Control","DB_Control","Dunn",0.3402,"r (|Z|/sqrt(N))",1.0206,0.307434165927395,0.922302497782186,"ns"
"Escherichia-Shigella","DB_Control - DB_Treated","DB_Treated","Dunn",0.3243,"r (|Z|/sqrt(N))",-0.973,0.330540606205286,0.49581090930793,"ns"
"Enterorhabdus","DB_Treated - WT_Control","WT_Control","Dunn",0.3243,"r (|Z|/sqrt(N))",-0.973,0.330540606205286,0.49581090930793,"ns"
"Bilophila","DB_Control - DB_Treated","DB_Treated","Dunn",0.3032,"r (|Z|/sqrt(N))",-0.9097,0.36297143233983,0.544457148509746,"ns"
"Lachnospiraceae_UCG-006","DB_Treated - WT_Control","WT_Control","Dunn",0.3019,"r (|Z|/sqrt(N))",-0.9058,0.365030271838304,0.547545407757456,"ns"
"Romboutsia","DB_Treated - WT_Control","DB_Treated","Dunn",0.3007,"r (|Z|/sqrt(N))",0.902,0.367070024098675,0.550605036148012,"ns"
"Bacteroides","DB_Control - DB_Treated","DB_Control","Dunn",0.2981,"r (|Z|/sqrt(N))",0.8944,0.371093369522698,0.371093369522698,"ns"
"Clostridia_UCG-014","DB_Control - DB_Treated","DB_Control","Dunn",0.2981,"r (|Z|/sqrt(N))",0.8944,0.371093369522698,0.556640054284047,"ns"
"Colidextribacter","DB_Treated - WT_Control","WT_Control","Dunn",0.2981,"r (|Z|/sqrt(N))",-0.8944,0.371093369522698,0.556640054284046,"ns"
"Clostridium_sensu_stricto_1","DB_Control - WT_Control","WT_Control","Dunn",0.2981,"r (|Z|/sqrt(N))",-0.8944,0.371093369522698,1,"ns"
"Muribaculum","DB_Treated - WT_Control","WT_Control","Dunn",0.2981,"r (|Z|/sqrt(N))",-0.8944,0.371093369522698,0.371093369522698,"ns"
"Eubacterium_siraeum_group","DB_Treated - WT_Control","WT_Control","Dunn",0.2981,"r (|Z|/sqrt(N))",-0.8944,0.371093369522698,1,"ns"
"Eubacterium_coprostanoligenes_group","DB_Control - DB_Treated","DB_Treated","Dunn",0.2981,"r (|Z|/sqrt(N))",-0.8944,0.371093369522698,1,"ns"
"Enhydrobacter","DB_Control - WT_Control","WT_Control","Dunn",0.2981,"r (|Z|/sqrt(N))",-0.8944,0.371093369522698,0.556640054284047,"ns"
"Candidatus_Arthromitus","DB_Treated - WT_Control","DB_Treated","Dunn",0.2792,"r (|Z|/sqrt(N))",0.8375,0.402297144832081,1,"ns"
"Ralstonia","DB_Treated - WT_Control","DB_Treated","Dunn",0.2744,"r (|Z|/sqrt(N))",0.8233,0.410320751715745,0.615481127573617,"ns"
"ASF356","DB_Control - DB_Treated","DB_Treated","Dunn",0.2744,"r (|Z|/sqrt(N))",-0.8233,0.410320751715745,0.615481127573617,"ns"
"Prevotella","DB_Treated - WT_Control","DB_Treated","Dunn",0.2722,"r (|Z|/sqrt(N))",0.8165,0.414216178242525,1,"ns"
"Prevotellaceae_UCG-003","DB_Treated - WT_Control","DB_Treated","Dunn",0.2722,"r (|Z|/sqrt(N))",0.8165,0.414216178242525,0.621324267363788,"ns"
"Phascolarctobacterium","DB_Treated - WT_Control","DB_Treated","Dunn",0.2722,"r (|Z|/sqrt(N))",0.8165,0.414216178242525,0.621324267363788,"ns"
"Candidatus_Arthromitus","DB_Control - WT_Control","DB_Control","Dunn",0.2538,"r (|Z|/sqrt(N))",0.7614,0.446425957292576,0.669638935938863,"ns"
"A2","DB_Control - DB_Treated","DB_Treated","Dunn",0.2527,"r (|Z|/sqrt(N))",-0.7581,0.448392290843453,0.448392290843453,"ns"
"Turicibacter","DB_Treated - WT_Control","DB_Treated","Dunn",0.2527,"r (|Z|/sqrt(N))",0.7581,0.448392290843453,1,"ns"
"Brevundimonas","DB_Control - WT_Control","WT_Control","Dunn",0.2527,"r (|Z|/sqrt(N))",-0.7581,0.448392290843453,0.448392290843453,"ns"
"Micrococcus","DB_Control - DB_Treated","DB_Treated","Dunn",0.2527,"r (|Z|/sqrt(N))",-0.7581,0.448392290843453,0.448392290843453,"ns"
"Mucispirillum","DB_Control - DB_Treated","DB_Treated","Dunn",0.2495,"r (|Z|/sqrt(N))",-0.7485,0.454169967545685,0.454169967545685,"ns"
"Enterorhabdus","DB_Control - DB_Treated","DB_Treated","Dunn",0.2495,"r (|Z|/sqrt(N))",-0.7485,0.454169967545685,0.454169967545685,"ns"
"Eubacterium_ventriosum_group","DB_Control - DB_Treated","DB_Treated","Dunn",0.2495,"r (|Z|/sqrt(N))",-0.7485,0.454169967545685,0.454169967545685,"ns"
"Helicobacter","DB_Control - DB_Treated","DB_Treated","Dunn",0.2485,"r (|Z|/sqrt(N))",-0.7454,0.456056540250256,0.456056540250256,"ns"
"Helicobacter","DB_Treated - WT_Control","WT_Control","Dunn",0.2485,"r (|Z|/sqrt(N))",-0.7454,0.456056540250256,0.684084810375384,"ns"
