"Genus","Pattern","Mean_WT","Mean_DB","Mean_Treated"
"Anoxybacillus","No Clear Pattern",0,0,0.000685131522789047
"Delftia","Recovery (Inverted-U)",0.00313363434193679,0.000348181593548532,0.0030774760203967
"Bacillus","Full Recovery",0.0022238695329874,0.000280791607700429,0.00901902643933778
"Cutibacterium","Worsening",0.00123548307388189,0.00142642136711818,0.00945706134735045
"Streptococcus","Recovery (U-shape)",0.538434755262035,0.830907293842802,0.64540512613159
"Rodentibacter","Worsening",0.00156120133881439,0.00690747354943055,0.0576521328930521
"Lawsonella","Full Recovery",0.00015724330031224,0.000134779971696206,0.000617741536940944
