log2_PSME3_TPM,log2_TUBB3_TPM
6.973862615372049,0.3551837822671157
6.371272063298844,0.34363799283154134
5.848361012085905,0.33206391875746727
6.084905660377359,0.33208514887436463
6.119946091644205,0.33208514887436463
6.231110338231458,0.33206391875746727
6.786366402921486,0.33206391875746727
6.0089030466388955,0.3204615600448935
6.392835405616903,0.3204898446833932
6.956546598056033,0.32025112233445574
7.816015998608817,0.3112305854241339
6.218002123662501,0.2971029741863076
6.391652372784448,0.29731341189674537
7.005064118271665,0.2971029741863076
5.9172588417871435,0.2857393378226713
5.987339704320837,0.2857393378226713
6.080166942005043,0.28576762246117093
6.611533120967083,0.2855289001122335
6.256881483296578,0.27416526374859723
6.401290533366005,0.2739548260381594
5.689700236870048,0.26238075196408533
6.510250755533774,0.26259118967452316
6.646204677854099,0.2626194743130228
6.80674671240709,0.26259118967452316
6.253369272237197,0.25090020576131694
6.985175202156334,0.25097369194591423
7.03099730458221,0.25097369194591423
5.427875836883749,0.23947132616487465
6.072449563015601,0.2392326038159372
5.538005390835579,0.21387108262108256
5.695091072449563,0.21376964085297423
6.190296495956873,0.21387108262108256
6.761725067385445,0.21387108262108256
6.904964785670812,0.2140083632019117
5.449439179201809,0.20243428912783762
6.084374744752103,0.20240600448933796
5.494878706199461,0.1884081196581196
5.04743935309973,0.17683404558404553
5.432083639630809,0.176943041526375
6.155638640118251,0.17697132616487465
6.6,0.17683404558404553
6.762476517193498,0.1767326038159372
7.04743935309973,0.17683404558404553
5.991587029322878,0.16284371492704833
6.914563423997386,0.1630541526374861
5.674671240708976,0.1491652637485972
5.743935309973046,0.14930555555555555
6.214937831492914,0.1376194743130228
6.278444825614637,0.13759118967452313
6.330458221024259,0.13748219373219367
6.874932614555256,0.13748219373219367
7.544147676223148,0.13738075196408536
4.511433788366229,0.12373058542413391
6.0016172506738545,0.12359330484330479
6.4844796104686555,0.12373058542413391
4.252673680549518,0.10984169653524502
5.034344839579167,0.10984169653524502
5.796765498652291,0.1097044159544159
6.921137292409355,0.10984169653524502
6.488687413215715,0.0843504489337824
6.843339050886221,0.08414001122334461
4.9912181549430485,0.07048984468339317
5.182210242587601,0.07035256410256405
5.610512129380054,0.07044141914191418
5.6455525606469,0.07044141914191418
6.222641509433962,0.07035256410256405
6.309646328514253,0.07025112233445573
6.440169893000082,0.07046156004489351
6.527606295104773,0.05660095579450428
6.876827574940783,0.05657267115600462
5.729762629336579,0.042712066905615395
6.775584731762455,0.042712066905615395
3.533366005064118,0.02858445566778906
5.433962264150943,0.028766835016834906
5.471698113207547,0.028766835016834906
6.443665768194069,0.02868589743589738
3.4463611859838275,-0.0014066951566952134
4.015476915050865,-0.001269414575866087
4.071698113207547,-0.0014066951566952134
4.138364779874214,-0.001330154781647429
4.183288409703504,-0.001330154781647429
4.228212039532794,-0.001330154781647429
4.2991913746630726,-0.00130675029868591
4.342318059299191,-0.00130675029868591
4.898921832884097,-0.0011574074074074073
4.933962264150943,-0.0011574074074074073
4.998652291105121,-0.001324926900584726
5.049865229110512,-0.001324926900584726
5.132075471698113,-0.0011574074074074073
5.243261455525607,-0.0012864863004267064
5.287735849056604,-0.0012864863004267064
5.3322102425876015,-0.0012864863004267064
5.376684636118599,-0.0012864863004267064
5.438968040046207,-0.0012561010623025903
5.486715440893339,-0.0012561010623025903
5.53446284174047,-0.0012561010623025903
5.5822102425876015,-0.0012561010623025903
5.629957643434732,-0.0012561010623025903
