index,Unassigned;__;__,k__Archaea;__;__,k__Archaea;p__Aenigmarchaeota;__,k__Archaea;p__Aenigmarchaeota;c__Deep_Sea_Euryarchaeotic_Group(DSEG),k__Archaea;p__Crenarchaeota;c__Nitrososphaeria,k__Archaea;p__Euryarchaeota;c__Methanobacteria,k__Archaea;p__Euryarchaeota;c__Thermococci,k__Archaea;p__Halobacterota;c__Methanocellia,k__Archaea;p__Halobacterota;c__Methanomicrobia,k__Archaea;p__Halobacterota;c__Methanosarcinia,k__Archaea;p__Nanoarchaeota;c__Nanoarchaeia,k__Archaea;p__Thermoplasmatota;c__Thermoplasmata,k__Bacteria;__;__,k__Bacteria;p__Acidobacteriota;c__Acidobacteriae,k__Bacteria;p__Acidobacteriota;c__Aminicenantia,k__Bacteria;p__Acidobacteriota;c__Blastocatellia,k__Bacteria;p__Acidobacteriota;c__Holophagae,k__Bacteria;p__Acidobacteriota;c__Subgroup_18,k__Bacteria;p__Acidobacteriota;c__Subgroup_21,k__Bacteria;p__Acidobacteriota;c__Subgroup_22,k__Bacteria;p__Acidobacteriota;c__Subgroup_5,k__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia,k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria,k__Bacteria;p__Acidobacteriota;c__c5LKS83,k__Bacteria;p__Actinobacteriota;__,k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia,k__Bacteria;p__Actinobacteriota;c__Actinobacteria,k__Bacteria;p__Actinobacteriota;c__Coriobacteriia,k__Bacteria;p__Actinobacteriota;c__MB-A2-108,k__Bacteria;p__Actinobacteriota;c__Rubrobacteria,k__Bacteria;p__Actinobacteriota;c__Thermoleophilia,k__Bacteria;p__Actinobacteriota;c__WCHB1-81,k__Bacteria;p__Armatimonadota;c__,k__Bacteria;p__Armatimonadota;c__Fimbriimonadia,k__Bacteria;p__Bacteroidota;c__Bacteroidia,k__Bacteria;p__Bacteroidota;c__Ignavibacteria,k__Bacteria;p__Bacteroidota;c__Kapabacteria,k__Bacteria;p__Bacteroidota;c__Kryptonia,k__Bacteria;p__Bacteroidota;c__Rhodothermia,k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia,k__Bacteria;p__Bdellovibrionota;c__Oligoflexia,k__Bacteria;p__Caldisericota;c__Caldisericia,k__Bacteria;p__Campilobacterota;c__Campylobacteria,k__Bacteria;p__Chloroflexi;__,k__Bacteria;p__Chloroflexi;c__AD3,k__Bacteria;p__Chloroflexi;c__Anaerolineae,k__Bacteria;p__Chloroflexi;c__Chloroflexia,k__Bacteria;p__Chloroflexi;c__Dehalococcoidia,k__Bacteria;p__Chloroflexi;c__Gitt-GS-136,k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66,k__Bacteria;p__Chloroflexi;c__KD4-96,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,k__Bacteria;p__Chloroflexi;c__OLB14,k__Bacteria;p__Chloroflexi;c__P2-11E,k__Bacteria;p__Chloroflexi;c__SHA-26,k__Bacteria;p__Chloroflexi;c__TK10,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia,k__Bacteria;p__Cyanobacteria;c__Sericytochromatia,k__Bacteria;p__Cyanobacteria;c__Vampirivibrionia,k__Bacteria;p__Deferribacterota;c__Deferribacteres,k__Bacteria;p__Deinococcota;c__Deinococci,k__Bacteria;p__Dependentiae;c__Babeliae,k__Bacteria;p__Desulfobacterota;c__,k__Bacteria;p__Desulfobacterota;c__Desulfobacteria,k__Bacteria;p__Desulfobacterota;c__Desulfobulbia,k__Bacteria;p__Desulfobacterota;c__Desulfomonilia,k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia,k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia,k__Bacteria;p__Desulfobacterota;c__Syntrophia,k__Bacteria;p__Desulfobacterota;c__Syntrophobacteria,k__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia,k__Bacteria;p__Elusimicrobiota;c__Elusimicrobia,k__Bacteria;p__Elusimicrobiota;c__Lineage_IIb,k__Bacteria;p__Entotheonellaeota;c__Entotheonellia,k__Bacteria;p__Fibrobacterota;c__Fibrobacteria,k__Bacteria;p__Firmicutes;c__BRH-c20a,k__Bacteria;p__Firmicutes;c__Bacilli,k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Firmicutes;c__Desulfitobacteriia,k__Bacteria;p__Firmicutes;c__Desulfotomaculia,k__Bacteria;p__Firmicutes;c__Incertae_Sedis,k__Bacteria;p__Firmicutes;c__Limnochordia,k__Bacteria;p__Firmicutes;c__Negativicutes,k__Bacteria;p__Firmicutes;c__Symbiobacteriia,k__Bacteria;p__Firmicutes;c__Thermoanaerobacteria,k__Bacteria;p__Fusobacteriota;c__Fusobacteriia,k__Bacteria;p__GAL15;c__GAL15,k__Bacteria;p__Gemmatimonadota;c__AKAU4049,k__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group,k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes,k__Bacteria;p__Gemmatimonadota;c__Longimicrobia,k__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group,k__Bacteria;p__Latescibacterota;c__Latescibacteria,k__Bacteria;p__Latescibacterota;c__Latescibacterota,k__Bacteria;p__MBNT15;c__MBNT15,k__Bacteria;p__Methylomirabilota;c__Methylomirabilia,k__Bacteria;p__Myxococcota;c__Myxococcia,k__Bacteria;p__Myxococcota;c__Polyangia,k__Bacteria;p__Myxococcota;c__bacteriap25,k__Bacteria;p__NB1-j;c__NB1-j,k__Bacteria;p__Nitrospirota;c__Nitrospiria,k__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia,k__Bacteria;p__Patescibacteria;__,k__Bacteria;p__Patescibacteria;c__Gracilibacteria,k__Bacteria;p__Patescibacteria;c__Parcubacteria,k__Bacteria;p__Patescibacteria;c__Saccharimonadia,k__Bacteria;p__Planctomycetota;c__Phycisphaerae,k__Bacteria;p__Planctomycetota;c__Planctomycetes,k__Bacteria;p__Proteobacteria;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,k__Bacteria;p__RCP2-54;c__RCP2-54,k__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B),k__Bacteria;p__Spirochaetota;c__Leptospirae,k__Bacteria;p__Spirochaetota;c__Spirochaetia,k__Bacteria;p__Sumerlaeota;c__Sumerlaeia,k__Bacteria;p__Synergistota;c__Synergistia,k__Bacteria;p__Thermotogota;c__Thermotogae,k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae,k__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae,k__Bacteria;p__WPS-2;c__WPS-2,k__Bacteria;p__Zixibacteria;c__Zixibacteria,group1
WTS.2.O,939.0,617.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,547.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18988.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,157.0,2270.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,WTS.O
WTN.3.O,1024.0,92.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22566.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,281.0,1438.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,WTN.O
WTN.1.O,555.0,173.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,851.0,69.0,0.0,0.0,36.0,0.0,0.0,0.0,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21750.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,77.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,WTN.O
dbS.3.O,277.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,731.0,18.0,0.0,0.0,8.0,0.0,0.0,0.0,2403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20275.0,765.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,2.0,62.0,3452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dbS.O
WTN.2.L,409.0,109.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.0,140.0,0.0,41.0,25.0,0.0,0.0,0.0,6.0,3.0,30.0,0.0,4.0,21.0,1482.0,121.0,14.0,0.0,115.0,0.0,0.0,4.0,2837.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,99.0,0.0,4.0,0.0,4.0,5.0,14.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,142.0,0.0,0.0,55.0,0.0,0.0,8.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3010.0,5213.0,0.0,0.0,5.0,0.0,305.0,0.0,0.0,160.0,1.0,0.0,1.0,63.0,4.0,0.0,0.0,0.0,0.0,10.0,19.0,21.0,16.0,0.0,29.0,0.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,1574.0,11401.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,219.0,1.0,0.0,WTN.L
WTS.2.B,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8577.0,4817.0,0.0,0.0,0.0,0.0,0.0,0.0,3728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10516.0,1247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,WTS.B
dbS.2.L,430.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15006.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,9236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,dbS.L
dbS.1.L,1614.0,176.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,525.0,88.0,0.0,26.0,23.0,3.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,19.0,1287.0,57.0,6.0,0.0,61.0,0.0,0.0,2.0,910.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,2.0,155.0,0.0,0.0,3.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8515.0,3948.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,11.0,0.0,0.0,0.0,47.0,0.0,2.0,0.0,3.0,0.0,16.0,3.0,12.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,544.0,11008.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,dbS.L
WTN.3.B,99.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,154.0,3.0,4.0,0.0,3.0,3.0,9.0,0.0,0.0,16.0,0.0,4.0,0.0,7.0,535.0,309.0,0.0,0.0,31.0,0.0,0.0,0.0,5772.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,3650.0,0.0,0.0,119.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,347.0,0.0,0.0,0.0,9.0,4.0,0.0,217.0,0.0,153.0,6.0,34.0,0.0,0.0,0.0,0.0,2.0,3937.0,13283.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,115.0,529.0,0.0,4.0,12.0,2.0,0.0,84.0,0.0,0.0,0.0,58.0,0.0,0.0,WTN.B
dbN.1.L,425.0,57.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2463.0,305.0,0.0,68.0,69.0,0.0,0.0,2.0,6.0,41.0,345.0,0.0,52.0,437.0,5086.0,68.0,112.0,145.0,1094.0,0.0,2.0,0.0,672.0,0.0,0.0,0.0,0.0,40.0,5.0,0.0,10.0,3.0,0.0,39.0,237.0,38.0,28.0,9.0,90.0,22.0,20.0,1.0,0.0,57.0,169.0,7.0,0.0,13.0,0.0,0.0,10.0,0.0,0.0,0.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,0.0,2371.0,3097.0,3.0,1.0,0.0,46.0,40.0,4.0,0.0,3.0,0.0,4.0,9.0,445.0,16.0,38.0,0.0,0.0,0.0,39.0,151.0,393.0,10.0,2.0,161.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2464.0,7837.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,180.0,0.0,0.0,dbN.L
WTS.3.L,2615.0,900.0,4.0,130.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1556.0,180.0,8.0,57.0,75.0,6.0,3.0,0.0,0.0,15.0,56.0,6.0,0.0,28.0,899.0,118.0,10.0,0.0,118.0,5.0,0.0,0.0,1327.0,8.0,0.0,0.0,0.0,5.0,16.0,27.0,71.0,0.0,6.0,136.0,0.0,7.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,13.0,99.0,0.0,8.0,22.0,0.0,0.0,4.0,14.0,2.0,0.0,92.0,0.0,168.0,4.0,57.0,6.0,3.0,0.0,0.0,0.0,5087.0,5094.0,4.0,0.0,0.0,0.0,70.0,0.0,0.0,2.0,1.0,0.0,1.0,120.0,5.0,0.0,4.0,9.0,0.0,10.0,11.0,61.0,7.0,0.0,41.0,0.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,1200.0,8720.0,0.0,1.0,15.0,0.0,0.0,117.0,2.0,0.0,4.0,149.0,0.0,3.0,WTS.L
WTN.2.B,449.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,49.0,0.0,23.0,20.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,11.0,442.0,816.0,9.0,0.0,54.0,0.0,0.0,0.0,18950.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,7.0,65.0,0.0,0.0,3.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3113.0,4566.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,9.0,9.0,0.0,21.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,158.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,WTN.B
dbS.1.O,143.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,1473.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20370.0,845.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,359.0,4354.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,dbS.O
WTN.1.B,685.0,207.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,818.0,0.0,0.0,1.0,0.0,0.0,0.0,12042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3850.0,6182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,196.0,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,WTN.B
dbN.2.L,518.0,92.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.0,302.0,0.0,67.0,45.0,0.0,0.0,0.0,5.0,58.0,510.0,0.0,60.0,673.0,6640.0,14.0,169.0,202.0,1624.0,0.0,0.0,2.0,657.0,0.0,3.0,0.0,0.0,36.0,2.0,0.0,0.0,7.0,0.0,65.0,281.0,54.0,39.0,22.0,155.0,24.0,31.0,1.0,0.0,54.0,72.0,6.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,3593.0,1651.0,0.0,2.0,0.0,46.0,29.0,5.0,0.0,4.0,0.0,0.0,15.0,515.0,23.0,63.0,0.0,0.0,0.0,53.0,256.0,503.0,3.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3263.0,5399.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,dbN.L
dbS.3.L,396.0,86.0,1.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.0,303.0,0.0,63.0,50.0,0.0,0.0,0.0,3.0,41.0,307.0,0.0,46.0,499.0,4919.0,29.0,120.0,181.0,1107.0,0.0,3.0,0.0,1199.0,0.0,0.0,0.0,0.0,29.0,13.0,0.0,8.0,2.0,10.0,16.0,222.0,35.0,16.0,8.0,114.0,10.0,29.0,0.0,0.0,45.0,57.0,11.0,3.0,28.0,0.0,0.0,8.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,0.0,3070.0,5098.0,0.0,3.0,0.0,47.0,62.0,29.0,0.0,0.0,0.0,0.0,0.0,363.0,15.0,40.0,0.0,0.0,0.0,30.0,167.0,314.0,8.0,0.0,115.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,2625.0,5868.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,dbS.L
WTS.3.B,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,49.0,0.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,8.0,485.0,236.0,9.0,0.0,41.0,0.0,0.0,1.0,8675.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,219.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3033.0,15499.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,40.0,4.0,0.0,0.0,2.0,0.0,8.0,6.0,22.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,190.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,WTS.B
dbN.3.O,378.0,20.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23887.0,135.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dbN.O
dbN.3.L,263.0,63.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.0,189.0,0.0,84.0,51.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,8.0,39.0,2207.0,241.0,8.0,0.0,131.0,0.0,0.0,0.0,4934.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,8.0,0.0,0.0,0.0,4.0,11.0,31.0,0.0,0.0,0.0,0.0,11.0,203.0,0.0,0.0,76.0,0.0,6.0,10.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3705.0,10434.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,14.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,6.0,0.0,26.0,8.0,45.0,15.0,0.0,49.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1096.0,2822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0.0,0.0,dbN.L
WTN.3.L,1460.0,470.0,4.0,32.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,748.0,97.0,0.0,26.0,28.0,0.0,0.0,0.0,3.0,0.0,29.0,0.0,0.0,9.0,725.0,81.0,7.0,0.0,84.0,0.0,0.0,0.0,1663.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,155.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,358.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11134.0,3658.0,0.0,0.0,0.0,0.0,87.0,0.0,6.0,6.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,22.0,6.0,0.0,28.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,602.0,7755.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,142.0,0.0,0.0,WTN.L
