"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Neurodegenerative disease","mmu05014","Amyotrophic lateral sclerosis","150/2756","218/4955",0.688073394495413,1.23708406013236,4.00759571473158,3.22577743425159e-05,0.000921174544903391,0.00080757391805082,"Ndufb7/Ndufa5/Cox7c/Uqcr11/Ndufb9/Uqcrh/Dctn6/Cox5b/Ndufa3/mt-Co3/Ndufb10/Cox4i1/Ndufa13/Ndufb4/Ndufa7/Ndufa11/Ndufa8/Uqcr10/Cox6a1/Ndufs7/Ndufs2/Uqcrb/Rab5a/Ndufa10/mt-Co2/Ndufs6/Ndufc1/Ndufab1/Cox8a/Ndufa1/Ndufa4/Gpx7/Ndufs3/Map1lc3a/Gpx1/Pik3c3/Vdac1/Psmb3/Cycs/Tpr/Cox7a2/Psmb5/Fig4/Dctn3/Klc1/Pom121/Rab1a/Dnah12/Eif2s1/Ndufb6/Dnah6/Actg1/mt-Nd1/Dnali1/Tomm40/Pfn1/Hspa5/Gpx3/Nup205/Gria1/Cox5a/mt-Nd6/Ndufs8/Bax/Psmd14/Pink1/Rb1cc1/Cox7b/Mtor/Ndufc2/Anxa11/Ubqln1/Sdhb/mt-Co1/mt-Nd2/mt-Cytb/Casp3/Rac1/Uqcrfs1/Setx/Dnal4/Hnrnpa2b1/Psmb1/Psmb4/Fus/Dnah8/Kif5c/Becn1/Kif5b/Ccs/Pfn2/Nrg1/Prph/Ndufb5/Smcr8/Mcu/Cat/Klc4/Map2k3/Nup54/Mapk13/Ndufa9/Tubb4a/Grin1/Tubb1/Casp9/Psmc1/Map1lc3b/Sqstm1/Psma6/Psmc3/Uqcrc1/mt-Atp8/Dnah9/mt-Nd4/mt-Atp6/Psmd8/Dnah3/Psmd12/Klc3/Nup62/Ppp3ca/Sigmar1/Psmd6/Chmp2b/Tubb3/Dctn5/Psmd1/Psmc6/Tuba1c/Tbk1/Psmb7/Ern1/Gpx2/Wipi1/Xbp1/Hap1/Atg2a/Actr1a/Psma5/Psmc2/Psmd7/Nup188/Ncbp1/mt-Nd5/Ddit3/Ppp3r1/Actb/Nup93/Psmb2",150
"Cellular Processes","Transport and catabolism","mmu04142","Lysosome biogenesis","115/2756","162/4955",0.709876543209877,1.27628384310774,4.00234271802941,3.24166995273921e-05,0.000921174544903391,0.00080757391805082,"Atp6v1f/Atp6v0c/Ap2s1/Tlr8/Cltc/Vamp8/Vps13c/Rogdi/Cd63/Hexb/Ap4e1/Lamp3/Tlr7/Litaf/Ncoa7/Ctse/Lamtor2/Fig4/Cln5/Slc11a1/Mcoln1/Ap1s1/Ap5s1/Ap4s1/Lamtor1/Gla/Snap29/Lipa/Ppt1/Abcb9/Abca2/Npc1/Arsb/Ppt2/Ctsl/Mtor/Tpcn2/Lamp2/Atp6v1g1/Abca5/Laptm5/Borcs8/Ctss/Man2b1/Slc15a3/Arl8a/Cd68/Borcs6/Hyal1/Sort1/Tfeb/Asah1/Vps13a/Atp6v0a2/Dmxl2/Cd164/Bloc1s2/Ctsd/Vps26a/Hyal2/Igf2r/Gga1/Atp6v1e1/Ctsa/Ap4m1/Rptor/Rragc/Rraga/Atp6v1d/Snapin/Kxd1/Slc17a5/Ap5m1/Ap3s2/Acp2/Wdr7/Ap3s1/Tti1/Acp5/Ap2a1/Sgsh/Ctsb/Ctsk/Ctsz/Atp6v1c2/Hexa/Tlr3/Laptm4a/Ap3d1/Ctso/Naga/Atp6v1a/Gusb/Gpr155/Ap1m2/Ap5z1/Neu1/Nagpa/Ostm1/Ap2a2/Bloc1s6/Osbpl3/Rab7/Ctbs/Slc38a9/Vps33a/Bloc1s3/Gm2a/Fuca1/Bloc1s4/Borcs5/Laptm4b/Osbpl2/Ap1m1/Mlst8",115
"Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","120/2756","171/4955",0.701754385964912,1.26168105314083,3.89834024765337,5.11995775596217e-05,0.00134300430367931,0.00117738299813219,"Hsp90aa1/Tlr4/Il1b/Ptprc/Dctn6/Tnfrsf10b/Rras/Pik3c2a/Hsp90ab1/Mapk3/Map2k7/Fos/Brk1/Cd14/Rab5a/Ctnnb1/Myl9/Dynlrb2/Txn1/Naip2/Pik3c3/Cycs/Pkn1/Dctn3/Klc1/Akt3/Traf6/Actr2/Cyth2/Rhoa/Jun/Arpc5l/Actg1/Cyfip1/Myl7/Hras/Cse1l/Pfn1/Acbd3/Actr3/Arpc1a/Fhod1/Casp7/Rock2/Bax/Map2k2/Rilp/Ripk1/Exoc4/Kpna1/Myd88/Dynlt1b/Tlr5/Dynlt1f/Casp3/Rac1/Arl8a/Dync1h1/Kif5c/Cyfip2/Arpc5/Dync2h1/Kif5b/Pfn2/Arf6/Dynlt1c/Klc4/Pycard/Rab9/Map2k3/Anxa2/Mapk13/Flna/Tubb4a/Myl12b/Tnfsf10/Tubb1/Tradd/Ahnak/Rps3/Arhgef26/Mapk9/Dynlt3/Lef1/Cyth3/Tcf7/Myo6/Klc3/Fadd/Fyco1/Dnm2/Wasl/Podxl/Tcf7l2/Pak1/Actr3b/Pik3cg/Dynll1/Rab5c/Tubb3/Dctn5/Exoc2/Ripk3/Tuba1c/Nckap1/Gapdh/Mlkl/Abi1/Exoc5/Rab7/Il18/Vps33a/Actr1a/Naip6/Cdc42/Snx33/Rala/Gsdmd/Actb/Irak1",120
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","96/2756","135/4955",0.711111111111111,1.27850346718271,3.67264511157499,0.000130597237372247,0.00318097556742401,0.00278869288824948,"Thbs1/Tlr4/Rras/Mapk3/Hgf/Timp3/Ctnnb1/Cd63/Col1a1/Tfap4/Nudt16l1/Itgb1/Mdm2/Akt3/Smad2/Cav3/Rhoa/Actg1/Hras/Fgf2/Ddx5/Rock2/Ctsl/Prkaca/Hspb2/Erbb2/Mtor/Map2k2/Gpc3/Pik3r2/Itga2/Fzd7/Araf/Rdx/Braf/Iqgap1/Casp3/Rac1/Wnt9a/Camk2a/Ank2/Rps6/Arhgef12/Itgb5/Plce1/Twist2/Smo/Fzd2/Ppp1ca/Rock1/Esr1/Mapk13/Fzd5/Vav3/Vtn/Flna/Vav2/Camk2b/Plcg1/Col1a2/Wnt7a/Tiam1/Rps6kb2/Wnt4/Pdcd4/Mmp2/Fzd4/Dcn/Gpc1/Fzd6/Plcg2/Ppp1r12b/Kdr/Fzd8/Pak1/Fn1/Stat3/Itpr2/Eif4b/Ppp1r12a/Frs2/Sos1/Vegfa/Erbb3/Ptpn6/Pxn/Itga5/Cdc42/Ppp1cb/Itgb3/Cav2/Fgfr1/Ptch1/Actb/Mras/Wnt11",96
"Cellular Processes","Cellular community - eukaryotes","mmu04510","Focal adhesion","92/2756","129/4955",0.713178294573643,1.28222004702917,3.63575030581855,0.000151541987539528,0.00340303728534071,0.00298336962196871,"Thbs1/Spp1/Mapk3/Hgf/Vwf/Ctnnb1/Myl9/Col1a1/Actn4/Emp1/Tnc/Col4a3/Itgb1/Akt3/Col4a1/Lama2/Cav3/Rhoa/Jun/Lama3/Actg1/Myl7/Hras/Lama4/Lamc2/Rap1b/Rock2/Vegfb/Col4a5/Erbb2/Thbs2/Tln1/Pik3r2/Itga2/Braf/Dock1/Rac2/Rac1/Crk/Pak4/Mylk3/Comp/Lamb3/Itgb5/Ppp1ca/Itgb6/Rock1/Vegfc/Lamb2/Vav3/Parvb/Vtn/Flna/Vav2/Pdgfa/Myl12b/Col1a2/Itga8/Lama1/Col9a2/Mapk9/Shc1/Parvg/Ppp1r12b/Mylk/Col4a6/Kdr/Mylk4/Pak1/Itga7/Fn1/Flt4/Ppp1r12a/Itgb7/Thbs3/Rac3/Pdgfc/Sos1/Vegfa/Itgb4/Pxn/Reln/Vasp/Itga5/Cdc42/Ppp1cb/Itgb3/Cav2/Actb/Col4a4/Itga10/Col4a2",92
NA,NA,"mmu04518","Integrin signaling","76/2756","104/4955",0.730769230769231,1.31384671206877,3.62095901080919,0.000159673303711001,0.00340303728534071,0.00298336962196871,"Thbs1/Spp1/Itgb2/Icam1/Hgf/Vwf/Ctnnb1/Fbn1/Col1a1/Actn4/Tnc/Col4a3/Itgb1/Akt3/Col4a1/Lama2/Npnt/Itgam/Lama3/Actg1/C3/Lama4/Lamc2/Vegfb/Col4a5/Itgal/Erbb2/Mtor/Thbs2/Tln1/Pik3r2/Itga2/Fras1/Vcam1/Rac2/Rac1/Comp/Lims2/Lamb3/Itgb5/Itgb6/Vegfc/Lamb2/Parvb/Vtn/Flna/Pdgfa/Col1a2/Itga8/Lama1/Col9a2/Parvg/Col4a6/Kdr/Itga7/Fn1/Fga/Flt4/Itgb7/Thbs3/Rac3/Pdgfc/Fgg/Vegfa/Itgb4/Pxn/Frem1/Reln/Itga5/Cdc42/Itgb3/Nck2/Actb/Col4a4/Itga10/Col4a2",76
"Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications","58/2756","77/4955",0.753246753246753,1.35425894859857,3.50711726254577,0.000249325123096297,0.00500116864563748,0.00438441702534664,"Il1b/Mapk3/Icam1/Sele/Col3a1/Agt/Jak2/Col1a1/Smad4/Col4a3/Cybb/Plcb1/Akt3/Col4a1/Smad2/Jun/Tgfbr2/Hras/Vegfb/Bax/Col4a5/Plcd1/Pik3r2/Pim1/Vcam1/Casp3/Rac1/Thbd/Plce1/Vegfc/Ager/Mapk13/Ccl12/Agtr1a/Cdk4/Plcg1/Tgfbr1/Col1a2/Plcd3/Mmp2/Mapk9/Plcb3/Plcg2/Nox4/Col4a6/Fn1/Stat3/Vegfa/Nfatc1/F3/Cdc42/Agtr1b/Stat5b/Plcb2/Prkce/Nos3/Col4a4/Col4a2",58
"Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction","45/2756","58/4955",0.775862068965517,1.39491892297683,3.38658423050688,0.00039632231363142,0.00750810605268413,0.00658219515036979,"Thbs1/Spp1/Vwf/Cd36/Col1a1/Tnc/Col4a3/Itgb1/Agrn/Col4a1/Lama2/Npnt/Lama3/Lama4/Lamc2/Col4a5/Thbs2/Gp9/Itga2/Fras1/Comp/Hmmr/Lamb3/Itgb5/Itgb6/Lamb2/Vtn/Col1a2/Itga8/Lama1/Col9a2/Dag1/Col4a6/Itga7/Fn1/Itgb7/Thbs3/Itgb4/Frem1/Reln/Itga5/Itgb3/Col4a4/Itga10/Col4a2",45
"Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","106/2756","154/4955",0.688311688311688,1.23751248751249,3.3518606007467,0.000456154616176847,0.00818677495348972,0.00717716958416756,"Thbs1/Lmod1/Tpm2/Myom1/Trim54/Des/Col3a1/Sptan1/Lbr/Sgcg/Tnnt2/Myh9/Pdlim4/Myl9/Capza1/Fbn1/Eno3/Pdlim3/Col1a1/Inf2/Col5a3/Col27a1/Csrp2/Col4a3/Itgb1/Tmod3/Ttn/Agrn/Actg2/Col4a1/Atp1a2/Atp1a3/Myh10/Atp1b1/Lama2/Fmnl1/Actn2/Tpm1/Actg1/Flnc/Csrp3/Myl7/Myl4/Tmod4/Syne2/Sntb2/Xirp1/Col4a5/Sptbn1/Sdc3/Thbs2/Tln1/Col5a1/Itga2/Myom2/Myh11/Ckm/Eno1b/Myl1/Mybphl/Ank2/Comp/Pdlim2/Sgcb/Itgb5/Lmod2/Itgb6/Atp1b2/Col1a2/Itga8/Myh14/Lama1/Col9a2/Dag1/Dsc2/Dcn/Tpm4/Synpo2/Eln/Plec/Capn3/Xirp2/Sun1/Pdlim1/Fmnl2/Fbln2/Dtna/Fmnl3/Col4a6/Syne3/Itga7/Fn1/Itgb7/Thbs3/Diaph3/Sspn/Atp1a1/Itgb4/Nid2/Itga5/Itgb3/Actb/Col4a4/Itga10/Col4a2/Jup",106
"Genetic Information Processing","Folding, sorting and degradation","mmu03050","Proteasome","23/2756","27/4955",0.851851851851852,1.53154061172929,3.10018761845175,0.0011402856603959,0.01944187050975,0.0170442698711808,"Psme2/Psmb3/Psmb5/Psmb8/Psmd14/Psmb9/Psmb1/Psmb4/Ifng/Psmc1/Psma6/Psmc3/Psmd8/Psmd12/Psmd6/Psmd1/Psmc6/Psmb7/Psma5/Psmc2/Psmd7/Psmf1/Psmb2",23
"Environmental Information Processing","Signal transduction","mmu04015","Rap1 signaling pathway","96/2756","141/4955",0.680851063829787,1.22409906432387,3.02204933314893,0.00147114932845326,0.0238886629048839,0.0209426771569287,"Thbs1/Adcy4/Itgb2/Fpr1/Rras/Mapk3/Hgf/Magi3/Rasgrp2/Adcy3/Ctnnb1/Apbb1ip/Calml3/Rasgrp3/Efna1/Adcy7/Itgb1/Gnai3/Lcp2/Plcb1/Adcy9/Akt3/Itgam/Rhoa/Actg1/Rapgef6/Rapgef2/Hras/Pfn1/Fgf2/Rap1b/Vegfb/Rapgef5/Efna3/Itgal/Map2k2/Prkd3/Epha2/Tln1/Pik3r2/Braf/Rac2/Rac1/Prkci/Crk/Adora2b/Sipa1l1/Pfn2/Plce1/Pard6g/Map2k3/Vegfc/Mapk13/Prkd1/Lpar3/Vav3/Vav2/Ralb/Pdgfa/Plcg1/Gnai1/Calml4/Grin1/Sipa1l2/Calm1/Tiam1/Kitl/Adcy6/Adcy1/Prkd2/Calm3/Fgf16/Plcb3/Sipa1l3/Gnas/Krit1/Kdr/Calm2/Flt4/Rac3/Rapgef3/Pdgfc/Vegfa/Gnao1/Vasp/Farp2/Cdc42/Itgb3/Gnaq/Rala/Sipa1/Fgfr1/Plcb2/Id1/Actb/Mras",96
"Human Diseases","Infectious disease: viral","mmu05171","Coronavirus disease - COVID-19","114/2756","171/4955",0.666666666666667,1.19859700048379,2.95855840824875,0.00180028149901052,0.027904363234663,0.0244631552975592,"Tlr4/Il1b/Rps28/Rpl38/Hc/C1rb/Rpl37a/Jak1/C7/Tlr8/Mapk3/Fos/Rps15/Rplp2/Vwf/Rpl36a/Rpl35a/Rpl18a/Rpl21/Rpl18/Fau/Rpl27a/Rpl28/Tlr7/Rplp1/Rpl37/Cybb/Rps9/Rpsa/Rps23/Ifih1/Rpl14/Traf6/Rps24/Rpl11/Rpl41/Rps17/Jun/Selp/Ace2/Rpl13/Oas2/Rps13/Rpl35/C3/C1qa/Rpl7/Rpl8/Rps14/Rps20/Rps11/Rps8/C4b/Rps12/Rps26/Rps3a1/Pik3r2/Rps27l/C5ar1/Rps16/Adam17/Myd88/Rps19/Rpl12/Rpl19/Rps15a/C1s1/Rps27rt/Rps5/Rpl34/Rpl6/Rpl9/Rps6/Rpl39/C2/Rps25/Rpl3l/Ace3/Rpl10a/Mapk13/Ccl12/Il6st/Agtr1a/C1s2/Traf3/Plcg1/Rpl3/Rps27/Rpl31/Rps3/Nrp1/Mapk9/Ifnar1/Rpl26/Plcg2/Rpl10/Tlr3/Rpl4/Rps4x/Rplp0/Rpl32/Rpl5/Fga/Ace/Stat3/Rps7/Rps27a/Tbk1/Fgg/Agtr1b/F13a1/Irak1/Il12a/Isg15",114
"Human Diseases","Cardiovascular disease","mmu05417","Lipid and atherosclerosis","89/2756","131/4955",0.679389312977099,1.22147098904264,2.87576793140805,0.00239193384717434,0.0354630192124543,0.0310896664804353,"Hsp90aa1/Hspd1/Hspa8/Tlr4/Il1b/Tnfrsf10b/Hsp90ab1/Mapk3/Map2k7/Icam1/Fos/Sele/Cd14/Hspa4/Jak2/Cd36/Calml3/Cybb/Cycs/Plcb1/Ncf2/Akt3/Traf6/Eif2s1/Rhoa/Jun/Selp/Hras/Hspa5/Casp7/Rap1b/Rock2/Bax/Sod2/Lyn/Pik3r2/Cyp2j9/Vcam1/Myd88/Rxrg/Casp3/Rac1/Camk2a/Ccl5/Cyba/Pycard/Map2k3/Ager/Mapk13/Ccl12/Vav3/Vav2/Traf3/Camk2b/Plcg1/Tnfsf10/Calml4/Casp6/Casp9/Calm1/Ncf4/Abcg1/Rxrb/Cyp2j6/Mapk9/Calm3/Plcb3/Ldlr/Ppp3ca/Irf7/Stat3/Calm2/Tbk1/Ccl3/Apob/Ern1/Cd40/Xbp1/Cd40lg/Il18/Nfatc1/Cdc42/Ddit3/Ppp3r1/Plcb2/Nos3/Irak1/Il12a/Cxcl3",89
"Human Diseases","Endocrine and metabolic disease","mmu04932","Non-alcoholic fatty liver disease","69/2756","100/4955",0.69,1.24054789550073,2.72026953424951,0.00397328500280396,0.0564537577481729,0.0494917956489616,"Ndufb7/Ndufa5/Cox7c/Il1b/Socs3/Uqcr11/Ndufb9/Uqcrh/Cox5b/Lepr/Ndufa3/mt-Co3/Ndufb10/Cox4i1/Ndufa13/Ndufb4/Ndufa7/Ndufa11/Ndufa8/Fos/Uqcr10/Cox6a1/Ndufs7/Ndufs2/Uqcrb/Ndufa10/mt-Co2/Ndufs6/Ndufc1/Ndufab1/Cox8a/Ndufa1/Ndufa4/Ndufs3/Cycs/Cox7a2/Akt3/Eif2s1/Ndufb6/Jun/Itch/Cox5a/Casp7/Ndufs8/Bax/Cox7b/Ndufc2/Sdhb/Pik3r2/mt-Co1/mt-Cytb/Casp3/Rac1/Uqcrfs1/Irs1/Ndufb5/Mapk13/Ndufa9/Cyp2e1/Uqcrc1/Mapk9/Prkaa1/Ern1/Xbp1/Map3k11/Cdc42/Ddit3/Adipor2/Adipor1",69
"Organismal Systems","Immune system","mmu04611","Platelet activation","58/2756","83/4955",0.698795180722892,1.25636071135048,2.63658554919497,0.00519854513895761,0.0709081556953819,0.0621636555563774,"Adcy4/Mapk3/Col3a1/Vamp8/Rasgrp2/Adcy3/Vwf/Apbb1ip/Snap23/Col1a1/Adcy7/Itgb1/Gnai3/Lcp2/Plcb1/Adcy9/Akt3/Rhoa/Actg1/Rap1b/Rock2/Prkaca/Lyn/Tln1/Gp9/Pik3r2/Itga2/Prkci/Mylk3/Arhgef12/P2ry12/Ppp1ca/Rock1/Mapk13/Myl12b/Gnai1/Col1a2/Pik3r6/Adcy6/Adcy1/Plcb3/Gnas/Plcg2/Mylk/Mylk4/Pik3cg/Fga/Itpr2/Ppp1r12a/Fgg/Pla2g4f/Vasp/Ppp1cb/Itgb3/Gnaq/Plcb2/Nos3/Actb",58
"Human Diseases","Cardiovascular disease","mmu05418","Fluid shear stress and atherosclerosis","66/2756","96/4955",0.6875,1.23605315674891,2.61442972538353,0.00548772173145134,0.0719735811701887,0.0630976911632462,"Hsp90aa1/Il1b/Gstm1/Hsp90ab1/Map2k7/Icam1/Fos/Sele/Ctnnb1/Calml3/Txn1/Dusp1/Ncf2/Akt3/Acvr2a/Cav3/Rhoa/Jun/Actg1/Gsta3/Il1r1/Ctsl/Pik3r2/Gsto1/Il1r2/Vcam1/Rac2/Rac1/Gstm2/Map2k5/Thbd/Cyba/Klf2/Mapk13/Ccl12/Acvr2b/Keap1/Bmpr1b/Ifng/Pdgfa/Gstt3/Calml4/Calm1/Trpv4/Sqstm1/Cdh5/Mmp2/Mapk9/Gpc1/Calm3/Mgst2/Sumo1/Plat/Gstm7/Kdr/Prkaa1/Gstm4/Calm2/Mapk7/Rac3/Vegfa/Gsta2/Itgb3/Cav2/Nos3/Actb",66
"Metabolism","Amino acid metabolism","mmu00270","Cysteine and methionine metabolism","23/2756","29/4955",0.793103448275862,1.4259171212652,2.57502759047564,0.00693295107558841,0.0863017445142999,0.0756588839081993,"Ahcyl2/Bcat2/Cdo1/Mdh1/Sdsl/Tst/Apip/Lacc1/Gclm/Mdh2/Amd2/Ahcy/Cth/Bcat1/Mat1a/Mri1/Mpst/Phgdh/Ldha/Dnmt3b/Adi1/Kyat3/Got1l1",23
"Organismal Systems","Digestive system","mmu04971","Gastric acid secretion","38/2756","52/4955",0.730769230769231,1.31384671206877,2.54679097090165,0.0070863602533736,0.0863017445142999,0.0756588839081993,"Adcy4/Adcy3/Calml3/Kcnj2/Adcy7/Gnai3/Plcb1/Adcy9/Atp1a2/Atp1a3/Atp1b1/Actg1/Prkaca/Kcne2/Kcnj15/Camk2a/Cftr/Mylk3/Atp1b2/Camk2b/Gnai1/Calml4/Hrh2/Calm1/Adcy6/Adcy1/Calm3/Plcb3/Gnas/Mylk/Mylk4/Car2/Itpr2/Calm2/Atp1a1/Gnaq/Plcb2/Actb",38
"Human Diseases","Infectious disease: parasitic","mmu05144","Malaria","34/2756","46/4955",0.739130434782609,1.32887928314507,2.50855663255316,0.00802771587111608,0.0943948659327788,0.0827539494517956,"Thbs1/Tlr4/Il1b/Hba-a2/Hba-a1/Itgb2/Icam1/Sele/Hgf/Cd36/Klra8/Hbb-bs/Klra4/Selp/Itgal/Thbs2/Vcam1/Myd88/Lrp1/Klrk1/Comp/Klra9/Klrb1c/Klra7/Ccl12/Ifng/Cr1l/Thbs3/Cd40/Cd40lg/Il18/Klra17/Il12a/Klra3",34
"Metabolism","Carbohydrate metabolism","mmu00520","Amino sugar and nucleotide sugar metabolism","18/2756","22/4955",0.818181818181818,1.47100540968466,2.47848714627511,0.00959224084823866,0.109031804308313,0.0955858386280624,"Hexb/Galt/Pgm3/Chia1/Gnpda2/Gpi1/Renbp/Amdhd2/Galk1/Gfpt1/Ugp2/Hexa/Hkdc1/Gnpda1/Mpi/Hk2/Gale/Ugdh",18
"Organismal Systems","Endocrine system","mmu04912","GnRH signaling pathway","42/2756","59/4955",0.711864406779661,1.27985781407591,2.42073768930506,0.0100306780097954,0.11033745810775,0.0967304772421698,"Adcy4/Mapk3/Map2k7/Adcy3/Calml3/Map3k3/Adcy7/Plcb1/Adcy9/Cacna1d/Jun/Hras/Prkaca/Map2k2/Map3k4/Map3k2/Camk2a/Cacna1c/Map2k3/Mapk13/Camk2b/Lhb/Calml4/Calm1/Mmp14/Adcy6/Mmp2/Mapk9/Adcy1/Calm3/Plcb3/Gnas/Gna11/Itpr2/Calm2/Mapk7/Sos1/Pla2g4f/Pld1/Cdc42/Gnaq/Plcb2",42
"Organismal Systems","Nervous system","mmu04722","Neurotrophin signaling pathway","53/2756","77/4955",0.688311688311688,1.23751248751249,2.35134256543264,0.0118030067231079,0.124600871470578,0.109234905070672,"Mapk3/Rps6ka3/Map2k7/Rps6ka2/Arhgdig/Calml3/Map3k3/Kidins220/Akt3/Traf6/Psen2/Rhoa/Jun/Hras/Arhgdib/Rap1b/Bax/Map2k2/Ywhae/Pik3r2/Bex3/Braf/Rac1/Zfp369/Crk/Map2k5/Camk2a/Sort1/Irs1/Ntrk2/Sh2b3/Mapk13/Ntrk3/Camk2b/Plcg1/Calml4/Calm1/Rps6ka1/Mapk9/Calm3/Psen1/Shc1/Plcg2/Irak3/Calm2/Frs2/Mapk7/Sos1/Arhgdia/Cdc42/Irak2/Nfkbie/Irak1",53
"Organismal Systems","Endocrine system","mmu04925","Aldosterone synthesis and secretion","48/2756","69/4955",0.695652173913043,1.25070991354831,2.3476011535489,0.0120581488519914,0.124600871470578,0.109234905070672,"Adcy4/Adcy3/Agt/Calml3/Adcy7/Plcb1/Adcy9/Cacna1d/Atp1a2/Atp1a3/Atp1b1/Atf1/Prkaca/Prkd3/Creb5/Atp2b1/Camk2a/Npr1/Cacna1c/Creb1/Daglb/Prkd1/Atp1b2/Agtr1a/Camk2b/Calml4/Nr4a2/Calm1/Adcy6/Adcy1/Prkd2/Calm3/Plcb3/Ldlr/Gnas/Gna11/Creb3l1/Camk1d/Itpr2/Calm2/Atp1a1/Gnaq/Agtr1b/Camk1g/Atf2/Plcb2/Prkce/Dagla",48
"Metabolism","Global and overview maps","mmu01230","Biosynthesis of amino acids","36/2756","50/4955",0.72,1.2944847605225,2.3427897458516,0.01266598356444,0.127032364572766,0.111366542795695,"Arg2/Eno3/Pfkm/Bcat2/Asns/Aldoa/Tpi1/Taldo1/Idh3b/Sdsl/Eno1b/Prps2/Cs/Shmt2/Idh2/Psph/Aldh18a1/Acy1/Pgam1/Gpt/Gpt2/Glul/Aldoc/Cth/Bcat1/Mat1a/Asl/Tha1/Gapdh/Phgdh/Pcx/Otc/Aldob/Prps1l3/Got1l1/Idh3g",36
"Organismal Systems","Endocrine system","mmu04924","Renin secretion","34/2756","47/4955",0.723404255319149,1.30060525584412,2.31791878225258,0.0136488036429512,0.132978344064181,0.116579255175884,"Agt/Calml3/Kcnj2/Gnai3/Plcb1/Cacna1d/Prkaca/Npr1/Cacna1c/Ace3/Creb1/Agtr1a/Gnai1/Calml4/Calm1/Adcy6/Aqp1/Ctsb/Calm3/Plcb3/Gnas/Ppp3ca/Adcyap1r1/Ace/Itpr2/Calm2/Clca3a1/Adora1/Gnaq/Agtr1b/Pde1a/Ppp3r1/Plcb2/Clca1",34
"Human Diseases","Immune disease","mmu05323","Rheumatoid arthritis","32/2756","44/4955",0.727272727272727,1.30756036416414,2.29391188059613,0.0146771060314914,0.139024809909405,0.121880061781975,"Tlr4/Il1b/Atp6v1f/Atp6v0c/Itgb2/Icam1/Fos/H2-DMb1/Tnfsf13b/Jun/Ctsl/Itgal/Ltb/Atp6v1g1/Ccl5/H2-Ob/Atp6v0a2/Atp6v1e1/Ccl12/Atp6v1d/Ifng/Acp5/Ctsk/Atp6v1c2/Atp6v1a/Il15/Ccl3/H2-DMa/H2-Eb2/Vegfa/Il18/Cxcl3",32
"Cellular Processes","Cell motility","mmu04810","Regulation of actin cytoskeleton","92/2756","142/4955",0.647887323943662,1.16483370469552,2.23093673169666,0.0153430463804019,0.140005905767131,0.122740167426656,"Hc/Itgb2/Rras/C7/Mapk3/Brk1/Myh9/Myl9/Actn4/Itgb1/Fgd3/Akt3/Myh10/Actr2/Itgam/Rhoa/Arpc5l/Actg1/Tmsb4x/Cyfip1/Myl7/Hras/Pfn1/Fgf2/Actr3/Arpc1a/Rock2/Itgal/Map2k2/Wasf2/Pik3r2/Itga2/Myh11/Araf/Rdx/Braf/Iqgap1/Dock1/Rac2/Rac1/Crk/Pak4/Mylk3/Cyfip2/Arpc5/Pfn2/Cfl1/Arhgef12/Itgb5/Ppp1ca/Itgb6/Rock1/Vav3/Vav2/Pdgfa/Myl12b/Itga8/Myh14/Tiam1/Ssh2/Apc/Limk2/Iqgap3/Limk1/Fgf16/Ppp1r12b/Mylk/Wasl/Mylk4/Pak1/Actr3b/Itga7/Fn1/Chrm2/Nckap1/Ppp1r12a/Itgb7/Diaph3/Pip4k2c/Rac3/Pdgfc/Sos1/Itgb4/Pxn/Itga5/Cdc42/Ppp1cb/Itgb3/Fgfr1/Actb/Itga10/Mras",92
"Human Diseases","Cancer: specific types","mmu05210","Colorectal cancer","42/2756","60/4955",0.7,1.25852685050798,2.25532911081571,0.0156478169390475,0.140005905767131,0.122740167426656,"Mapk3/Fos/Gadd45b/Areg/Ctnnb1/Smad4/Gadd45g/Cycs/Polk/Akt3/Smad2/Rhoa/Jun/Tgfbr2/Hras/Bax/Mtor/Map2k2/Pik3r2/Araf/Braf/Rac2/Casp3/Rac1/Ereg/Tgfa/Ralb/Tgfbr1/Casp9/Rps6kb2/Axin2/Apc/Mapk9/Lef1/Tcf7/Pmaip1/Bbc3/Tcf7l2/Rac3/Sos1/Birc5/Rala",42
