"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","mmu04022","cGMP-PKG signaling pathway","72/2756","111/4955",0.648648648648649,1.1662024869572,1.98244858765264,0.0288007443716088,0.192447108071356,0.16871424198878,"Adcy4/Mapk3/Slc25a4/Adcy3/Myl9/Nfatc4/Calml3/Adcy7/Gnai3/Vdac1/Plcb1/Adcy9/Akt3/Cacna1d/Atp1a2/Atp1a3/Atp1b1/Rhoa/Rock2/Map2k2/Creb5/Atp2b1/Trpc6/Vdac2/Npr1/Adra1a/Mylk3/Irs1/Rgs2/Cacna1c/Slc25a5/Ppp1ca/Rock1/Creb1/Ppif/Atp1b2/Agtr1a/Gnai1/Calml4/Atp2a3/Pik3r6/Calm1/Adcy6/Adcy1/Calm3/Ednrb/Srf/Plcb3/Mylk/Gna11/Ppp3ca/Adra2a/Mylk4/Creb3l1/Adra1b/Pik3cg/Itpr2/Calm2/Ppp1r12a/Mef2b/Adora1/Atp1a1/Nfatc1/Vasp/Ppp1cb/Gnaq/Agtr1b/Ppp3r1/Atf2/Plcb2/Prkce/Nos3",72
"Genetic Information Processing","Folding, sorting and degradation","mmu03060","Protein export","19/2756","25/4955",0.76,1.36640058055152,2.05592700389608,0.02934677307833,0.192447108071356,0.16871424198878,"Sec61a1/Srp14/Srp54c/Srp54a/Arxes1/Hspa5/Sec61b/Arxes2/Oxa1l/Srp54b/Srp72/Immp1l/Spcs1/Get4/Sgta/Ubl4a/Sec11a/Spcs2/Srprb",19
"Human Diseases","Infectious disease: viral","mmu05163","Human cytomegalovirus infection","98/2756","155/4955",0.632258064516129,1.13673392949108,1.93609435316785,0.0311821081288584,0.200624507017749,0.175883191829112,"Ccr1/Ptgs2/Il1b/Adcy4/Cxcr2/Jak1/Mapk3/H2-K1/Adcy3/Ctnnb1/H2-Q7/Nfatc4/Calml3/Adcy7/Gnai3/Cycs/Plcb1/Adcy9/Mdm2/Akt3/Tapbp/Rhoa/Hras/Tap2/Rock2/Bax/Il1r1/H2-Q6/Prkaca/Ccr3/Mtor/Gngt2/Map2k2/Gng11/Tsc2/Pik3r2/Ripk1/Creb5/Rac2/Casp3/Rac1/Crk/Ccl5/Il10rb/Arhgef12/H2-Q1/Tap1/Rock1/Creb1/Mapk13/Ccl12/H2-D1/Cdk4/H2-M3/H2-Q2/Gnai1/Calml4/Pdia3/Traf5/Casp9/Tradd/Calm1/Tsc1/Rps6kb2/Adcy6/B2m/Gnb5/Gnb1/Adcy1/Rheb/Calm3/Plcb3/Gnas/Akap13/Fadd/Gna11/Ppp3ca/Creb3l1/Stat3/Itpr2/Calm2/Tbk1/Ccl3/Rac3/H2-T23/Sos1/Vegfa/Nfatc1/Cdk6/Gnao1/Pxn/Itgb3/Gnaq/Ccl4/Ppp3r1/Atf2/Plcb2/Il10ra",98
"Environmental Information Processing","Signal transduction","mmu04330","Notch signaling pathway","29/2756","41/4955",0.707317073170732,1.27168218344012,1.95542203250214,0.0343786719020285,0.217094946640588,0.190322472128189,"Numb/Hey1/Hes1/Psenen/Psen2/Itch/Dtx3l/Ctbp1/Adam17/Nrarp/Notch4/Spen/Tle4/Jag1/Psen1/Aph1c/Dtx2/Aph1a/Maml3/Crebbp/Cir1/Dtx4/Rbpj/Jag2/Ncor2/Mfng/Rbpjl/Hdac1/Tle3",29
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","72/2756","112/4955",0.642857142857143,1.15578996475223,1.86679336625736,0.0374468641842908,0.232170557942603,0.203538936427533,"Hspd1/Tlr4/Il1b/Atp6v0c/Itgb2/Jak1/Clec4e/Mapk3/Cd14/H2-DMb1/Rab5a/Jak2/Calml3/Mrc1/Pik3c3/Cycs/Mrc2/Akt3/Traf6/Pla2r1/Itgam/Rhoa/Cebpg/C3/Bcl10/Bax/Lamp2/Cd209a/Ctss/Myd88/Hspa9/Casp3/Camk2a/H2-Ob/Atp6v0a2/Ctsd/Il10rb/Arhgef12/Ifngr2/Creb1/Mapk13/Lsp1/Ifng/Camk2b/Calml4/Casp9/Tradd/Ksr1/Calm1/Nfya/Cr1l/Mapk9/Calm3/Rfxank/Fadd/Ppp3ca/Nfyb/Nfyc/Rab5c/Calm2/Crebbp/H2-DMa/H2-Eb2/Rab7/Il18/Rfxap/Irak2/Ppp3r1/Ciita/Irak1/Il12a/Il10ra",72
"Organismal Systems","Endocrine system","mmu04919","Thyroid hormone signaling pathway","49/2756","74/4955",0.662162162162162,1.19049837210215,1.84823724558502,0.0406393702839693,0.247464736907741,0.216947014297881,"Mapk3/Rcan1/Ctnnb1/Pfkm/Med13/Plcb1/Med12/Mdm2/Akt3/Atp1a2/Atp1a3/Atp1b1/Actg1/Hras/Med1/Prkaca/Hdac3/Plcd1/Mtor/Map2k2/Tsc2/Pik3r2/Notch4/Rxrg/Med4/Med14/Med30/Plce1/Esr1/Atp1b2/Sin3a/Plcg1/Med27/Casp9/Atp2a3/Plcd3/Wnt4/Rxrb/Rheb/Plcb3/Plcg2/Ncoa3/Slc16a10/Crebbp/Atp1a1/Itgb3/Plcb2/Actb/Hdac1",49
"Organismal Systems","Endocrine system","mmu04921","Oxytocin signaling pathway","66/2756","103/4955",0.640776699029126,1.15204954415433,1.74561446399408,0.0490500382798276,0.2934397026916,0.257252278328182,"Ptgs2/Adcy4/Mapk3/Myl6/Rcan1/Fos/Adcy3/Myl9/Nfatc4/Calml3/Kcnj2/Adcy7/Gnai3/Plcb1/Adcy9/Cacna1d/Rhoa/Jun/Actg1/Hras/Rock2/Prkaca/Map2k2/Eef2/Eef2k/Map2k5/Camk2a/Npr1/Mylk3/Rgs2/Cacna1c/Ppp1ca/Rock1/Camk2b/Gnai1/Calml4/Pik3r6/Kcnj3/Calm1/Adcy6/Adcy1/Calm3/Plcb3/Gnas/Ppp1r12b/Mylk/Ppp3ca/Mylk4/Ryr2/Pik3cg/Camk1d/Prkaa1/Itpr2/Calm2/Ppp1r12a/Mapk7/Nfatc1/Gnao1/Pla2g4f/Ppp1cb/Gnaq/Camk1g/Ppp3r1/Plcb2/Nos3/Actb",66
"Organismal Systems","Endocrine system","mmu04918","Thyroid hormone synthesis","34/2756","50/4955",0.68,1.22256894049347,1.77065947524072,0.0503576242873435,0.29606810141352,0.259556538976507,"Adcy4/Pdia4/Adcy3/Gpx7/Adcy7/Gpx1/Plcb1/Adcy9/Atp1a2/Atp1a3/Atp1b1/Lrp2/Hspa5/Gpx3/Prkaca/Creb5/Canx/Ttf2/Creb1/Atp1b2/Adcy6/Adcy1/Plcb3/Gnas/Gsr/Creb3l1/Itpr2/Iyd/Gpx2/Atp1a1/Tshb/Gnaq/Atf2/Plcb2",34
"Organismal Systems","Immune system","mmu04670","Leukocyte transendothelial migration","52/2756","80/4955",0.65,1.1686320754717,1.7021697246716,0.0550343588044551,0.318079938174901,0.278853843005624,"Itgb2/Icam1/Ctnnb1/Myl9/Thy1/Actn4/Cybb/Itgb1/Gnai3/Ncf2/Cldn15/Ocln/Itgam/Rhoa/Actg1/Myl7/Rap1b/Rock2/Itgal/Esam/Pik3r2/Vcam1/Rac2/Rac1/Cyba/Rock1/Mapk13/Vav3/Jam3/Vav2/Cldn5/Myl12b/Plcg1/Gnai1/Cldn4/Ncf4/Cldn3/Cdh5/Mmp2/Plcg2/Cldn10/Rapgef3/Cd99l2/Pxn/Vasp/Cdc42/Sipa1/Actb/Cldn18/Cldn11/Jam2/Cldn8",52
"Human Diseases","Cardiovascular disease","mmu05414","Dilated cardiomyopathy","41/2756","62/4955",0.661290322580645,1.18893089564118,1.67577695319084,0.0597318511593309,0.334833581409469,0.293541401822161,"Adcy4/Tpm2/Des/Sgcg/Tnnt2/Adcy3/Agt/Adcy7/Itgb1/Adcy9/Ttn/Cacna1d/Lama2/Cav3/Tpm1/Actg1/Sntb2/Prkaca/Itga2/Sgcb/Cacna1c/Itgb5/Itgb6/Atp2a3/Itga8/Lama1/Dag1/Adcy6/Tpm4/Adcy1/Gnas/Dtna/Ryr2/Itga7/Itgb7/Sspn/Itgb4/Itga5/Itgb3/Actb/Itga10",41
"Genetic Information Processing","Folding, sorting and degradation","mmu04120","Ubiquitin mediated proteolysis","56/2756","87/4955",0.64367816091954,1.15726606943263,1.65662559571721,0.059896916322515,0.334833581409469,0.293541401822161,"Socs3/Ube2d3/Cdc34/Rbx1/Fbxw7/Uba6/Ddb1/Herc4/Mdm2/Trip12/Traf6/Ube2b/Fzr1/Rnf7/Cblb/Smurf2/Itch/Nedd4/Herc1/Cdc27/Birc6/Mid1/Ube2l6/Cul7/Ube2d2a/Eloc/Uba3/Ubb/Cdc23/Anapc16/Ube2f/Huwe1/Ube2q2/Klhl9/Anapc2/Rchy1/Keap1/Ube2n/Ube2g2/Anapc4/Ube3c/Ube2l3/Cdc16/Wwp2/Fbxw8/Rps27a/Cul2/Cul1/Pml/Cul5/Trim37/Syvn1/Rhobtb2/Ube2q1/Ube3b/Siah1b",56
NA,NA,"mmu04517","IgSF CAM signaling","121/2756","198/4955",0.611111111111111,1.09871391711014,1.58689940813579,0.0644889856796528,0.34913143844374,0.30607602567687,"App/Itgb2/Mapk3/Myl6/Icam1/Jaml/Pvr/Sptan1/Ctnnb1/Myh9/Myl9/Actn4/Itgb1/Ntn1/Robo2/Lcp2/Kcna2/Akt3/Traf6/Myh10/Actr2/Ncam1/Itgam/Rhoa/Arpc5l/Actg1/Rapgef6/Ptprf/Rapgef2/Actr3/Arpc1a/Unc5a/Mpz/Rap1b/Cxadr/Cask/Sptbn1/Erc1/Itgal/Tjp1/Map2k2/Esam/Nectin1/Lyn/Cd209a/Pik3r2/Myh11/Rdx/Lrrc4b/Trpc6/Slit2/Iqgap1/Cd84/Rac1/Sorbs1/Prkci/Cadm4/Mpdz/Pak4/Cntn1/Ank2/Nrcam/Mylk3/Rasa1/Arpc5/Arf6/Pard6g/Mapk13/Ntrk3/Vav3/Jam3/Vav2/Tubb4a/Dok1/Myl12b/Plcg1/Map2/Tubb1/Robo4/Myh14/Unc5b/Cdh2/Unc5c/Cadm3/Nrp1/Mapk9/Plxna4/Plxna1/Plcg2/Mylk/Kdr/Wasl/Mylk4/Pak1/Trio/Actr3b/Dynll1/Tubb3/Fga/Tuba1c/Robo1/Ptprs/Ptprd/Pmp22/Fgg/Ptpn6/Scn8a/Pxn/Cd2/Mag/Itga5/Srgap1/Nlgn3/Cdc42/Itgb3/Cd48/Nck2/Fgfr1/Actb/Ppfia1/Jam2",121
"Genetic Information Processing","Chromosome","mmu03082","ATP-dependent chromatin remodeling","36/2756","54/4955",0.666666666666667,1.19859700048379,1.64260146771003,0.0649299842887315,0.34913143844374,0.30607602567687,"Tfpt/Yeats4/Brd7/Cdk2ap2/Actg1/Dmap1/Phf6/Ino80b/Morf4l2/Smarca5/Mbd2/Mcrs1/Ino80c/Rbbp7/Kat5/Mbd3/Cdk2ap1/Bcl7b/Gatad2b/Ep400/Gatad2a/Yy1/Epc2/Meaf6/Bicral/Smarcc2/Smarcd3/Bicra/Baz1a/Smarcc1/Dpf2/Pbrm1/Arid1a/Mrgbp/Actb/Hdac1",36
"Metabolism","Glycan biosynthesis and metabolism","mmu00512","Mucin type O-glycan biosynthesis","13/2756","17/4955",0.764705882352941,1.37486126526082,1.73310341360095,0.0655261350744849,0.34913143844374,0.30607602567687,"B3gnt3/St3gal2/Gcnt1/Galnt16/St6galnac3/Galnt17/Galnt6/Galnt5/B4galt5/Galnt18/Galnt4/Gcnt4/St6galnac2",13
"Organismal Systems","Excretory system","mmu04966","Collecting duct acid secretion","11/2756","14/4955",0.785714285714286,1.41263217914161,1.73071149188127,0.0688815390606889,0.361363151072229,0.316799305153614,"Atp6v1f/Atp6v0c/Atp6v1g1/Atp6v0a2/Atp6v1e1/Atp6v1d/Atp6v1c2/Slc12a7/Slc4a1/Atp6v1a/Car2",11
"Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway","55/2756","86/4955",0.63953488372093,1.14981688999899,1.56889944314232,0.0713568970841079,0.368677301601224,0.323211463666454,"Adcy4/Mapk3/Map2k7/Fos/Col3a1/Adcy3/Acta2/Col1a1/Adcy7/Col4a3/Gnai3/Plcb1/Adcy9/Akt3/Col4a1/Smad2/Jun/Tgfbr2/Hras/Vegfb/Col4a5/Prkaca/Gngt2/Map2k2/Gng11/Pik3r2/Creb5/Creb1/Vegfc/Mapk13/Tgfbr1/Gnai1/Col1a2/Adcy6/Mmp2/Gnb5/Gnb1/Mapk9/Adcy1/Ednrb/Shc1/Plcb3/Gnas/Col4a6/Creb3l1/Sos1/Vegfa/Gnao1/Arrb2/Gna15/Atf2/Plcb2/Nos3/Col4a4/Col4a2",55
"Human Diseases","Infectious disease: viral","mmu05165","Human papillomavirus infection","128/2756","211/4955",0.606635071090047,1.09066646489521,1.50667840403747,0.0750464740204707,0.381146819987902,0.334143222338522,"Thbs1/Ptgs2/Spp1/Atp6v1f/Atp6v0c/Jak1/Mapk3/H2-K1/Vwf/Ctnnb1/H2-Q7/Col1a1/Tnc/Col4a3/Itgb1/Crb3/Hey1/Hes1/Mdm2/Akt3/Col4a1/Lama2/Lama3/Hras/Lama4/Lamc2/Ppp2r5e/Bax/Col4a5/Atr/H2-Q6/Prkaca/Mtor/Map2k2/Tsc2/Atp6v1g1/Thbs2/Pik3r2/Itga2/Fzd7/Creb5/Notch4/Casp3/Prkci/Wnt9a/Atp6v0a2/Comp/H2-Q1/Lamb3/Itgb5/Atp6v1e1/Pard6g/Fzd2/Ppp2r3d/Itgb6/Creb1/Lamb2/Fzd5/Atp6v1d/Vtn/H2-D1/Ppp2ca/Rbl2/Traf3/Cdk4/H2-M3/H2-Q2/Col1a2/Tradd/Wnt7a/Psmc1/Itga8/Lama1/Col9a2/Patj/Tsc1/Rps6kb2/Wnt4/Jag1/Bcap31/Axin2/Apc/Ccne2/Fzd4/Rheb/Psen1/Fzd6/Atp6v1c2/Scrib/Ifnar1/Tcf7/Gnas/Fadd/Tlr3/Col4a6/Fzd8/Tcf7l2/Maml3/Atp6v1a/Creb3l1/Itga7/Fn1/Tbk1/Itgb7/Crebbp/Thbs3/H2-T23/Sos1/Vegfa/Rbpj/Ppp2r2c/Dlg1/Cdk6/Itgb4/Pxn/Reln/Itga5/Cdc42/Itgb3/Ppp2r5b/Mfng/Col4a4/Itga10/Col4a2/Rbpjl/Hdac1/Isg15/Wnt11",128
"Metabolism","Metabolism of other amino acids","mmu00480","Glutathione metabolism","29/2756","43/4955",0.674418604651163,1.21253417490802,1.56689110499621,0.0775799225052942,0.381146819987902,0.334143222338522,"Gpx4/Gstm1/Gpx7/Gpx1/Odc1/Gstk1/Prdx6/Gpx3/Gsta3/Gsto1/Anpep/Chac1/Gstm2/Idh2/Rrm2b/Gclm/Gstt3/Ggct/Mgst2/G6pdx/Gstm7/Gsr/Txndc12/Ggt5/Gstm4/Lap3/Gpx2/Gsta2/Oplah",29
"Genetic Information Processing","Folding, sorting and degradation","mmu04130","SNARE interactions in vesicular transport","16/2756","22/4955",0.727272727272727,1.30756036416414,1.61841964786534,0.0782412826954637,0.381146819987902,0.334143222338522,"Bnip1/Vamp8/Vamp5/Vamp2/Snap23/Snap29/Stx4a/Use1/Stx3/Stx1a/Stx19/Vti1a/Bet1/Stx7/Stx8/Vamp1",16
"Cellular Processes","Transport and catabolism","mmu04136","Autophagy - other","16/2756","22/4955",0.727272727272727,1.30756036416414,1.61841964786534,0.0782412826954637,0.381146819987902,0.334143222338522,"Pik3c3/Gabarap/Mtor/Atg4c/Igbp1/Becn1/Rptor/Ppp2ca/Atg3/Gabarapl2/Wipi1/Atg7/Atg16l1/Atg2a/Gabarapl1/Mlst8",16
"Genetic Information Processing","Chromosome","mmu03083","Polycomb repressive complex","38/2756","58/4955",0.655172413793103,1.17793153495821,1.52583250723267,0.0808063251334183,0.38270773431244,0.335511642366825,"Rybp/Ube2d3/Lcor/Kdm2b/Pcgf2/Pcgf1/Usp16/Max/Cbx3/Csnk2b/Ube2d2a/Cbx4/Foxk2/Cbx6/Mga/Rbbp7/Hcfc1/Bcorl1/Wdr5/Sfmbt2/Phc3/Dcaf7/Ring1/L3mbtl2/Yy1/Bap1/Asxl3/Foxk1/Asxl2/Crebbp/Ezh1/Ogt/Mbd5/Bmi1/Eed/Hdac1/Rnf2/Pcgf5",38
"Human Diseases","Cancer: specific types","mmu05222","Small cell lung cancer","38/2756","58/4955",0.655172413793103,1.17793153495821,1.52583250723267,0.0808063251334183,0.38270773431244,0.335511642366825,"Ptgs2/Gadd45b/Col4a3/Itgb1/Gadd45g/Cycs/Polk/Akt3/Col4a1/Traf6/Lama2/Max/Lama3/Lama4/Lamc2/Bax/Col4a5/Pik3r2/Itga2/Rxrg/Casp3/Lamb3/Lamb2/Traf3/Cdk4/Traf5/Casp9/Cdkn2b/Lama1/Cks2/Ccne2/Cks1b/Rxrb/Col4a6/Fn1/Cdk6/Col4a4/Col4a2",38
"Metabolism","Carbohydrate metabolism","mmu00051","Fructose and mannose metabolism","14/2756","19/4955",0.736842105263158,1.32476510579788,1.58768221015785,0.0854675978523075,0.390746278521634,0.342558861244463,"Pfkm/Aldoa/Tpi1/Hsd17b14/Khk/Akr1b8/Pfkfb1/Tigar/Aldoc/Akr1b10/Hkdc1/Mpi/Hk2/Aldob",14
"Metabolism","Glycan biosynthesis and metabolism","mmu00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","14/2756","19/4955",0.736842105263158,1.32476510579788,1.58768221015785,0.0854675978523075,0.390746278521634,0.342558861244463,"Ndst1/Ext2/B3gat3/Hs6st1/Ndst4/Extl3/Hs2st1/Xylt2/Hs6st3/B4galt7/Extl2/Xylt1/Glce/Ext1",14
"Human Diseases","Infectious disease: bacterial","mmu05134","Legionellosis","27/2756","40/4955",0.675,1.21357946298984,1.51821304201651,0.0859412636044648,0.390746278521634,0.342558861244463,"Hspd1/Hspa8/Tlr4/Il1b/Itgb2/Cd14/Bnip3/Naip2/Cycs/Rab1a/Itgam/C3/Casp7/Eef1a1/Myd88/Tlr5/Casp3/Eef1a2/Pycard/Casp9/Clk4/Cr1l/Il18/Eef1g/Naip6/Il12a/Cxcl3",27
"Organismal Systems","Digestive system","mmu04970","Salivary secretion","33/2756","50/4955",0.66,1.18661103047895,1.48459433993528,0.0888566304997212,0.39525523022715,0.346511762261184,"Adcy4/Adcy3/Vamp2/Calml3/Bst1/Adcy7/Plcb1/Adcy9/Atp1a2/Atp1a3/Atp1b1/Prkaca/Lyz2/Atp2b1/Adra1a/Amy1/Atp1b2/Kcnn4/Cst3/Calml4/Calm1/Adcy6/Muc5b/Adcy1/Calm3/Plcb3/Gnas/Adra1b/Itpr2/Calm2/Atp1a1/Gnaq/Plcb2",33
"Organismal Systems","Immune system","mmu04612","Antigen processing and presentation","36/2756","55/4955",0.654545454545455,1.17680432774772,1.47598243472382,0.0892511810190338,0.39525523022715,0.346511762261184,"Hsp90aa1/Hspa8/Hsp90ab1/H2-K1/H2-DMb1/H2-Q7/Hspa4/Psme2/Tapbp/Tap2/Hspa5/H2-Q6/Ctsl/Ctss/Canx/H2-Ob/H2-Q1/Tap1/Creb1/H2-D1/Ifng/H2-M3/H2-Q2/Pdia3/Klrc1/Nfya/B2m/Ctsb/Rfxank/Nfyb/Nfyc/H2-T23/H2-DMa/H2-Eb2/Rfxap/Ciita",36
"Cellular Processes","Cell growth and death","mmu04210","Apoptosis","55/2756","87/4955",0.632183908045977,1.13660060390705,1.43893757654943,0.0910537390180956,0.398068269297059,0.348977893132782,"Tnfrsf10b/Mapk3/Fos/Sptan1/Gadd45b/Il3ra/Mcl1/Gadd45g/Cycs/Akt3/Eif2s1/Diablo/Jun/Actg1/Dffa/Hras/Casp7/Bax/Ctsl/Map2k2/Pik3r2/Ripk1/Ctss/Nol3/Endog/Casp3/Parp4/Ctsd/Csf2rb2/Parp1/Ptpn13/Tnfsf10/Casp6/Dab2ip/Casp9/Tradd/Aifm1/Ctsb/Ctsk/Capn1/Mapk9/Ctsz/Pmaip1/Fadd/Bbc3/Ctso/Tuba1c/Itpr2/Ern1/Casp2/Birc5/Htra2/Ddit3/Gzmb/Actb",55
"Organismal Systems","Excretory system","mmu04964","Proximal tubule bicarbonate reclamation","12/2756","16/4955",0.75,1.34842162554427,1.56260990875238,0.0929638572050481,0.401274370973689,0.351788613540755,"Slc25a10/Car4/Atp1a2/Atp1a3/Atp1b1/Mdh1/Slc38a3/Atp1b2/Aqp1/Car2/Atp1a1/Slc4a4",12
"Human Diseases","Infectious disease: parasitic","mmu05146","Amoebiasis","49/2756","77/4955",0.636363636363636,1.14411531864362,1.42672280774212,0.0941908034675491,0.401488299780428,0.351976160326105,"Hspb1/Tlr4/Il1b/Itgb2/Col3a1/Cd14/Rab5a/Arg2/Col1a1/Actn4/Col4a3/Plcb1/Col4a1/Serpinb6b/Lama2/Itgam/Lama3/Gnal/Lama4/Lamc2/Col4a5/Il1r1/Prkaca/Pik3r2/Il1r2/Casp3/Lamb3/Lamb2/Ifng/Col1a2/Gna14/Lama1/Adcy1/Plcb3/Gnas/Gna11/Col4a6/Fn1/Rab5c/Rab7/Serpinb6a/Gnaq/Gna15/Plcb2/Prdx1/Col4a4/Il12a/Col4a2/Cxcl3",49
"Organismal Systems","Sensory system","mmu04740","Olfactory transduction","17/2756","24/4955",0.708333333333333,1.27350931301403,1.50354084759668,0.0957248011413575,0.402989594928431,0.353292313504166,"Adcy3/Calml3/Slc24a4/Gnal/Prkaca/Camk2a/Rgs2/Cnga2/Camk2b/Calml4/Calm1/Gnb1/Calm3/Grk2/Calm2/Pde1a/Arrb2",17
"Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection","80/2756","130/4955",0.615384615384615,1.10639723121581,1.37612643244486,0.0986185727796914,0.410108942900912,0.35953369280401,"Ccr1/Ptgs2/Jak1/Mapk3/Map2k7/Icam1/Rcan1/Fos/H2-K1/Ctnnb1/H2-Q7/Jak2/Nfatc4/Calml3/Map1lc3a/Zfp36/Pik3c3/Cycs/Akt3/Jun/Hras/Fgf2/C3/Bax/H2-Q6/Ccr3/Mtor/Gngt2/Map2k2/Gng11/Lyn/Pik3r2/Casp3/Rac1/Becn1/Ubb/H2-Q1/Prex1/Creb1/Mapk13/Il6st/H2-D1/Traf3/Cdk4/H2-M3/H2-Q2/Plcg1/Calml4/Casp9/Tradd/Pik3r6/Map1lc3b/Calm1/Gnb5/Gnb1/Mapk9/Calm3/Lef1/Ifnar1/Tcf7/Fadd/Plcg2/Tlr3/Ppp3ca/Tcf7l2/Atg3/Irf7/Pik3cg/Stat3/Itpr2/Calm2/Rps27a/Tbk1/Crebbp/H2-T23/Vegfa/Nfatc1/Cdk6/Ppp3r1/Cxcl3",80
"Organismal Systems","Digestive system","mmu04980","Cobalamin transport and metabolism","10/2756","13/4955",0.769230769230769,1.38299653901976,1.54781890969965,0.100297194238623,0.412064376329766,0.361247979248815,"Lmbrd1/Hcfc1/Mmab/Abcd4/Mmaa/Zfp523/Thap11/Cd320/Prdx1/Zfp143",10
"Genetic Information Processing","Folding, sorting and degradation","mmu04141","Protein processing in endoplasmic reticulum","64/2756","103/4955",0.621359223300971,1.11713895190722,1.34482118893312,0.106142646049121,0.428521534147795,0.375675615675177,"Hsph1/Dnaja1/Dnajb1/Hsp90aa1/Hspa8/Sec61a1/Hsp90ab1/Ube2d3/Map2k7/Hyou1/Pdia4/Rbx1/Nsfl1c/Stt3a/Cryab/Ppp1r15a/Eif2s1/Ubxn8/Rad23b/Hspa5/Bag1/Ubxn6/Bax/Sec61b/Yod1/Prkcsh/Ubqln1/Ube2d2a/Man1a/Preb/Lman1/Canx/Tmem258/Sil1/Krtcap2/Pdia3/Edem3/Ube2g2/Bcap31/Derl2/Ngly1/Plaa/Bag2/Capn1/Mapk9/Edem1/Svip/Stt3b/Ern1/Cul1/Selenos/Xbp1/Edem2/Syvn1/Os9/Uggt2/Ddit3/Mbtps2/Sec24b/Rrbp1/Tusc3/Rnf5/P4hb/Dnajc5",64
"Cellular Processes","Transport and catabolism","mmu04145","Phagosome","71/2756","115/4955",0.617391304347826,1.11000504827412,1.33611502678158,0.106816218189333,0.428521534147795,0.375675615675177,"Thbs1/Tlr4/Atp6v1f/Atp6v0c/C1rb/Itgb2/Sec61a1/H2-K1/Cd14/H2-DMb1/Rab5a/H2-Q7/Cd36/Mrc1/Cybb/Itgb1/Pik3c3/Ncf2/Mrc2/Pla2r1/Itgam/Actg1/Tap2/C3/Sec61b/H2-Q6/Ctsl/Lamp2/Atp6v1g1/Thbs2/Rilp/Cd209a/Itga2/Ctss/Rac1/Dync1h1/Canx/H2-Ob/Colec12/Atp6v0a2/Comp/Dync2h1/Cyba/H2-Q1/Itgb5/Atp6v1e1/Tap1/Atp6v1d/H2-D1/Tubb4a/H2-M3/H2-Q2/Tubb1/Ncf4/Sftpa1/Atp6v1c2/Atp6v1a/Rab5c/Tubb3/Tuba1c/Colec11/Thbs3/H2-T23/H2-DMa/H2-Eb2/Rab7/Stx7/Itga5/Itgb3/Msr1/Actb",71
"Cellular Processes","Cell growth and death","mmu04217","Necroptosis","51/2756","81/4955",0.62962962962963,1.13200827823469,1.34092938117229,0.109146871659589,0.432780037626973,0.379408954116563,"Hsp90aa1/Tlr4/Il1b/Tnfrsf10b/Jak1/Hsp90ab1/Tnfaip3/Slc25a4/Il33/Jak2/Cybb/Vdac1/Pygl/Bax/Pygm/Ripk1/Vdac2/Ppia/Ppid/Camk2a/Alox15/Jak3/Slc25a5/Ftl1/Pycard/Ifngr2/Parp1/Ifng/Camk2b/Tnfsf10/Traf5/Tradd/Aifm1/Sqstm1/Fth1/Glul/Capn1/Vps4a/Mapk9/Ifnar1/Usp21/Fadd/Tlr3/Chmp2b/Ripk3/Stat3/Pgam5/Mlkl/Cyld/Pla2g4f/Stat5b",51
"Metabolism","Carbohydrate metabolism","mmu00052","Galactose metabolism","13/2756","18/4955",0.722222222222222,1.29848008385744,1.42011998782503,0.117365538150488,0.454970584946308,0.398862929849519,"Galt/Pfkm/Mgam/Gla/Galk1/Akr1b8/Ugp2/Akr1b10/Hkdc1/Hk2/B4galt1/B4galt2/Gale",13
"Human Diseases","Cardiovascular disease","mmu05416","Viral myocarditis","39/2756","61/4955",0.639344262295082,1.14947417259511,1.31493439711842,0.117411763857112,0.454970584946308,0.398862929849519,"Itgb2/Icam1/H2-K1/Sgcg/H2-DMb1/H2-Q7/Cycs/Lama2/Cav3/Actg1/Sntb2/Cxadr/H2-Q6/Itgal/Cd55/Rac2/Casp3/Rac1/H2-Ob/Sgcb/H2-Q1/Eif4g2/H2-D1/H2-M3/H2-Q2/Casp9/Eif4g3/Lama1/Dag1/Dtna/Rac3/H2-T23/Cd40/Sspn/H2-DMa/H2-Eb2/Cd40lg/Eif4g1/Actb",39
"Human Diseases","Cardiovascular disease","mmu05410","Hypertrophic cardiomyopathy","36/2756","56/4955",0.642857142857143,1.15578996475223,1.31245604008307,0.119007420692128,0.455972252314782,0.39974107009538,"Tpm2/Des/Sgcg/Tnnt2/Agt/Itgb1/Ttn/Cacna1d/Lama2/Cav3/Tpm1/Actg1/Sntb2/Itga2/Sgcb/Cacna1c/Itgb5/Itgb6/Ace3/Atp2a3/Itga8/Lama1/Dag1/Tpm4/Dtna/Ryr2/Itga7/Ace/Prkaa1/Itgb7/Sspn/Itgb4/Itga5/Itgb3/Actb/Itga10",36
