"Genus","mean_wt","mean_db","mean_trt","delta_disease","delta_treat","rescue_score","is_rescue_dir"
"Massilia",-1.98843442864957,0.90006928996105,-1.38417300602647,2.88850371861062,-2.28424229598752,0.790804692848467,TRUE
"MB-A2-108",-2.24019228069505,0.157665228877257,-1.71899641482357,2.3978575095723,-1.87666164370082,0.782641018579772,TRUE
"Bryobacter",-2.09004270114356,0.812502914027999,-1.42916713321589,2.90254561517156,-2.24167004724389,0.772311737506112,TRUE
"Staphylococcus",2.69857870027161,-0.326759354599891,1.96506145326495,-3.0253380548715,2.29182080786484,0.757542055233952,TRUE
"Oscillibacter",0.302342046845393,-1.58478959520792,-0.19645336216604,-1.88713164205331,1.38833623304188,0.735685949037072,TRUE
"Corynebacterium",1.25230123791953,-1.35769295641523,0.5539013379925,-2.60999419433476,1.91159429440773,0.732413236227509,TRUE
"Desulfovibrio",0.0474651268500098,-0.712249863319659,-0.215889250819002,-0.759714990169669,0.496360612500657,0.653351084187248,TRUE
"Arthrobacter",-4.57359519711423,-1.28898085553095,-3.27207498430831,3.28461434158329,-1.98309412877737,0.603752502591051,TRUE
"Alloprevotella",1.53823218240458,-2.94579016302706,-0.240318820372407,-4.48402234543165,2.70547134265466,0.603358131212484,TRUE
"Solirubrobacter",-4.06268899718615,0.742408337112091,-1.92878815441389,4.80509733429824,-2.67119649152598,0.555908924562106,TRUE
"Neisseria",-2.9828753507279,-2.48179352402224,-2.75486366114548,0.50108182670566,-0.273070137123238,0.544961167158117,TRUE
"Skermanella",-6.11553039432933,0.595113519009029,-3.04176957100666,6.71064391333836,-3.63688309001569,0.541957394399496,TRUE
"Faecalibaculum",0.784956413960603,-0.505522469539829,0.188774120854863,-1.29047888350043,0.694296590394692,0.538014685301482,TRUE
"Ralstonia",5.57023924100422,3.38113327078262,4.35728773905462,-2.1891059702216,0.976154468272003,0.445914670897904,TRUE
"Methyloversatilis",-0.0440069361726468,-7.33701153780016,-4.16144308410046,-7.29300460162751,3.1755684536997,0.435426635133486,TRUE
"Pediococcus",0.221132941594307,-5.26121952842864,-2.971027568415,-5.48235247002294,2.29019196001363,0.417738912727012,TRUE
"Chloroplast",2.18978050220178,1.0871726115664,1.50709423048696,-1.10260789063538,0.419921618920553,0.380844017612257,TRUE
"Nocardioides",-4.29303367783822,1.07413673485563,-0.902447265250113,5.36717041269386,-1.97658400010575,0.368273009448506,TRUE
"Fusicatenibacter",-0.539553022001915,1.0824890450768,0.513393557204083,1.62204206707872,-0.569095487872721,0.35085125066926,TRUE
"Lachnoclostridium",0.647832648861182,-0.218077883529361,0.0117796713588631,-0.865910532390544,0.229857554888225,0.265451852460612,TRUE
"Streptomyces",-2.20191818289747,-0.590955992960484,-0.989723221896027,1.61096218993699,-0.398767228935543,0.247533574298935,TRUE
"KD4-96",-2.20799973836738,0.506571058077763,-0.159523816187183,2.71457079644514,-0.666094874264946,0.245377602653513,TRUE
"Mitochondria",0.746684780412549,-1.55619979441162,-0.998375849567094,-2.30288457482417,0.557823944844523,0.242228356098618,TRUE
"Pseudomonas",5.20317184199986,2.62645968977447,3.21098860402258,-2.57671215222539,0.584528914248106,0.226850684017334,TRUE
"Pseudarthrobacter",-4.20957507557047,2.25208173893502,1.02119946618598,6.46165681450549,-1.23088227274904,0.190490195948798,TRUE
"Pseudonocardia",-4.70712159160244,-1.82344985171847,-2.0819352314444,2.88367173988398,-0.258485379725937,0.0896375881314204,TRUE
"Clostridia_UCG-014",1.06358323810073,0.132392073258677,0.168017769329363,-0.93119116484205,0.035625696070686,0.0382581981184592,TRUE
"Bifidobacterium",3.47528251400009,2.83524144996914,2.82893712117755,-0.64004106403095,-0.00630432879158782,-0.00984988174334228,FALSE
"Prevotella",2.77642813235994,0.911524695083581,0.811937863674397,-1.86490343727636,-0.0995868314091839,-0.0534005297103359,FALSE
"Roseburia",-1.48379859418126,0.307775962079367,0.448483257366367,1.79157455626063,0.140707295287,-0.0785383420384603,FALSE
"Lachnospira",-1.24703948208158,-0.0904783352680155,0.00922958788935357,1.15656114681356,0.0997079231573691,-0.0862106801979938,FALSE
"Rickettsia",-1.08332308901908,0.290103431028798,0.450538739358165,1.37342652004787,0.160435308329366,-0.116813900115875,FALSE
"Parabacteroides",1.50663315828626,0.316812662423135,0.0740166212127029,-1.18982049586312,-0.242796041210432,-0.204061068080948,FALSE
"Bacteroides",3.17066754810094,2.6511178948767,2.29972906062161,-0.519549653224245,-0.351388834255086,-0.676333497817622,FALSE
"Coriobacteriaceae_UCG-002",0.367268661045141,-1.44614901247161,-2.7991981699632,-1.81341767351675,-1.35304915749159,-0.74613211134511,FALSE
"Haemophilus",-0.962727207491043,-1.51690788329808,-1.95031855731961,-0.554180675807035,-0.433410674021534,-0.782074678786611,FALSE
"Turicibacter",-1.58472440881425,-0.768481482511344,-0.112322206876178,0.816242926302904,0.656159275635166,-0.803877441985534,FALSE
"Ruminococcus",0.682953514119625,-0.769966324554682,-2.32999097473428,-1.45291983867431,-1.5600246501796,-1.07371694477172,FALSE
"Akkermansia",1.33317872145786,1.15541302873304,0.942520115757758,-0.177765692724825,-0.212892912975279,-1.19760404672025,FALSE
"Escherichia-Shigella",2.31523962373962,2.04034967189603,1.67470929415628,-0.274889951843583,-0.365640377739751,-1.33013365998844,FALSE
"Anaplasma",1.26489926780404,1.08997125876096,0.80795452074476,-0.174928009043074,-0.282016738016202,-1.61218743389893,FALSE
"Ruminococcus_torques_group",2.6389721601392,2.48418143436782,2.09264491824262,-0.154790725771375,-0.391536516125207,-2.52945720212917,FALSE
"Candidatus_Arthromitus",-0.779925868254731,-0.514559571908858,1.16188970635806,0.265366296345873,1.67644927826692,-6.3174913368873,FALSE
"Anaerostipes",0.78988551630562,0.494924452797201,-1.60791874848384,-0.294961063508419,-2.10284320128104,-7.12922301089081,FALSE
"Barnesiella",-1.69489118552825,-1.94417236358913,-3.94127567667762,-0.249281178060877,-1.99710331308849,-8.01144847205744,FALSE
"Dubosiella",-0.0443369297252033,-0.0873373057706261,-1.05621121603272,-0.0430003760454228,-0.968873910262099,-22.5317543557908,FALSE
