Group,PC1,PC2
OSF,-3.3542021515581615,-4.255607895655338
AB,1.8835116954162587,0.10188966936924912
Ai,-0.43394039473201773,1.4257792396811444
Am,-0.9611037579586139,1.5942481981837127
Av,0.04978353015538392,1.7303259636407557
B,4.603890799933779,-2.1070689878661284
Pm,-1.7879397212566281,1.5104338126466035
