Group,OSF,AB,Ai,Am,Av,B,Pm
OSF,1,-0.2950954836721973,-0.013591573804975143,0.22499738334294223,0.004251586758751219,-0.35757031446005777,0.16447553819337069
AB,-0.2950954836721973,1,0.869549128374745,0.5342319069099476,0.8489137610556566,0.9658195099372273,-0.9367184782166517
Ai,-0.013591573804975143,0.869549128374745,1,0.8750563730618097,0.9943615472163937,0.7932702646555079,-0.903122817662967
Am,0.22499738334294223,0.5342319069099476,0.8750563730618097,1,0.881002914331243,0.4491757216857906,-0.6193952222789744
Av,0.004251586758751219,0.8489137610556566,0.9943615472163937,0.881002914331243,1,0.7522596783165856,-0.9142222275445756
B,-0.35757031446005777,0.9658195099372273,0.7932702646555079,0.4491757216857906,0.7522596783165856,1,-0.8331697823305828
Pm,0.16447553819337069,-0.9367184782166517,-0.903122817662967,-0.6193952222789744,-0.9142222275445756,-0.8331697823305828,1
