"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_name"
11360.4458277884,-7.0834978863351,0.567912797287802,182.857472899851,2.12988694683081e-39,1.87600442276858e-35,"ENSMUSG00000029657","Hsph1"
2402.32023788086,-6.10629069748389,0.551050498458602,140.159313463628,3.49227880594978e-30,1.53799958614028e-26,"ENSMUSG00000004951","Hspb1"
2015.46810524594,-3.73355078472445,0.425367566436651,132.616313995473,1.47642165860345e-28,4.33477398965973e-25,"ENSMUSG00000030847","Bag3"
2580.39933555388,-4.726704816941,0.474056224374626,129.623472646745,6.51950968179122e-28,1.43559603193043e-24,"ENSMUSG00000005483","Dnajb1"
1641.00548831492,-2.81884044878408,0.367651601489951,96.9068569029807,7.18579599156621e-21,1.2658498218743e-17,"ENSMUSG00000001774","Chordc1"
8481.38183890462,-2.72870048345739,0.392613641919971,95.3287748573376,1.56912581793272e-20,2.30347670072523e-17,"ENSMUSG00000025980","Hspd1"
1260.45192863473,-2.97205279336351,0.32978724690616,87.5644721824604,7.30462467169371e-19,9.19130487261117e-16,"ENSMUSG00000014226","Cacybp"
5924.80923049852,-3.7387319914196,0.420703569924165,83.8660339727465,4.54510654507087e-18,4.95509243550443e-15,"ENSMUSG00000028410","Dnaja1"
777.684048563789,-4.89256823644203,0.632157118514027,83.6476288435073,5.06310534962986e-18,4.95509243550443e-15,"ENSMUSG00000029377","Ereg"
1156.37966559964,-2.93742110950453,0.570164040627538,82.2842421643767,9.93086793901512e-18,8.74710848068452e-15,"ENSMUSG00000089774","Slc5a3"
28463.3026142795,-2.65767143819121,0.346785171301732,75.1132528979261,3.42636253361542e-16,2.74358192691679e-13,"ENSMUSG00000015656","Hspa8"
245.633601161468,-4.78847919804409,1.02810305239069,72.2924396896923,1.37806655415088e-15,1.01150085074675e-12,"ENSMUSG00000092618","Btnl6"
2041.02592598892,4.30570576173575,0.649852591338993,70.965744055537,2.65121101940903e-15,1.79629743530421e-12,"ENSMUSG00000058126","Tpm3-rs7"
17895.5052172099,-8.98148298764817,1.1392650354148,68.2917020561555,9.90819666294221e-15,6.23367115765679e-12,"ENSMUSG00000090877","Hspa1b"
9983.67688421634,-3.01879868229878,0.506243380332499,66.4170425385365,2.49574110873672e-14,1.4654991790502e-11,"ENSMUSG00000061232","H2-K1"
1503.62227589602,-3.45118982074878,0.491013428266496,65.6514249545412,3.63920558502016e-14,2.0033826745536e-11,"ENSMUSG00000070436","Serpinh1"
1241.03767478075,-6.2397868755324,1.04898368615605,65.00045681706,5.01489730008004e-14,2.59830678935911e-11,"ENSMUSG00000041453","Rpl21"
22363.3451124016,-2.00980442244803,0.355723443363918,63.1583121594946,1.2422872947817e-13,6.07892582913180e-11,"ENSMUSG00000023944","Hsp90ab1"
1527.77026512658,1.05507966172259,0.325415673708957,60.6050490771645,4.36487455082081e-13,2.02346394966472e-10,"ENSMUSG00000022564","Grina"
769.079274956924,-2.63018911735337,0.536727649360306,55.9293956083995,4.34923568603404e-12,1.91540339612939e-09,"ENSMUSG00000047230","Cldn2"
4444.21725398462,-6.95097861504595,1.01217695908297,55.1343616769005,6.42761460344671e-12,2.69592521081708e-09,"ENSMUSG00000091705","H2-Q2"
765.897349810793,-3.29797151445744,0.561634625877038,49.0789267247498,1.25495201803694e-10,5.02437153403152e-08,"ENSMUSG00000024190","Dusp1"
159.652404047764,-3.0780150932859,0.51684710581527,48.3972731429802,1.75277755569249e-10,6.71237596110409e-08,"ENSMUSG00000024042","Sik1"
945.096180948867,2.76541734240245,0.512115310167728,46.2676635233319,4.9748841474782e-10,1.8257824821245e-07,"ENSMUSG00000073643","Wdfy1"
1447.92843026004,1.40267865173548,0.284700262968611,45.9826672034671,5.71981707400173e-10,2.01520595151229e-07,"ENSMUSG00000039678","Tbc1d13"
208.125780139969,-5.91496773212107,1.05781208540563,43.8277297346756,1.64185298192319e-09,5.56209271722288e-07,"ENSMUSG00000032285","Dnaja4"
214.938548488128,2.60671840619165,0.654797906779933,43.1634199393106,2.27202786394037e-09,7.41185978725435e-07,"ENSMUSG00000022615","Tymp"
625.591876333053,-2.3003328379128,0.464078149774812,43.0270345855174,2.42868958209149e-09,7.63996351395064e-07,"ENSMUSG00000041264","Uspl1"
489.665412087943,-3.27195978574708,0.639937851660132,42.4132729798523,3.27842728908299e-09,9.9573750214631e-07,"ENSMUSG00000019916","P4ha1"
