"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cancer: specific types","mmu05212","Pancreatic cancer","4/188","52/4955",0.0769230769230769,2.02741407528642,1.47894010532119,0.133437460800131,0.495978012086564,0.442921652442875,"Rb1/Erbb2/Pik3r2/Tgfa",4
"Metabolism","Glycan biosynthesis and metabolism","mmu00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","2/188","17/4955",0.117647058823529,3.10075093867334,1.72289112538279,0.134290075474702,0.495978012086564,0.442921652442875,"Pgap1/Pigz",2
"Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway","5/188","72/4955",0.0694444444444444,1.83030437352246,1.40927115019275,0.13665742902057,0.498080366298657,0.444799111078033,"Il1b/Calm1/Ptgs2/Pik3r2/Jun",5
"Genetic Information Processing","Translation","mmu03015","mRNA surveillance pathway","4/188","54/4955",0.0740740740740741,1.95232466509062,1.39724933340859,0.147332999253799,0.520385243421195,0.464717963914045,"Rnps1/Ppp2r3a/Etf1/Cstf3",4
"Human Diseases","Endocrine and metabolic disease","mmu04950","Maturity onset diabetes of the young","2/188","18/4955",0.111111111111111,2.92848699763593,1.62763025400845,0.147474660791989,0.520385243421195,0.464717963914045,"Pklr/Foxa3",2
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","5/188","74/4955",0.0675675675675676,1.78083668775158,1.34386615474076,0.14841311996489,0.520385243421195,0.464717963914045,"Hspa8/Hspa1b/Igtp/Lamc2/Tnfrsf1a",5
"Human Diseases","Infectious disease: bacterial","mmu05133","Pertussis","4/188","55/4955",0.0727272727272727,1.91682785299807,1.35770511170483,0.154484112443928,0.530024130790828,0.473325748568666,"Il1b/Calm1/C1qa/Jun",4
"Environmental Information Processing","Signaling molecules and interaction","mmu04514","Cell adhesion molecule (CAM) interaction","7/188","117/4955",0.0598290598290598,1.57687761411166,1.25394369191105,0.154989005754719,0.530024130790828,0.473325748568666,"H2-K1/Cldn2/H2-Q2/Cldn4/L1cam/H2-T23/Icosl",7
"Metabolism","Metabolism of cofactors and vitamins","mmu00790","Folate biosynthesis","2/188","19/4955",0.105263157894737,2.77435610302352,1.53873686738762,0.160908865502682,0.543557996881013,0.485411853570351,"Gch1/Mocs1",2
"Human Diseases","Substance dependence","mmu05030","Cocaine addiction","3/188","37/4955",0.0810810810810811,2.1370040253019,1.37848787936429,0.163990582465999,0.547293871603394,0.488748089784525,"Fosb/Creb3/Jun",3
"Human Diseases","Infectious disease: parasitic","mmu05146","Amoebiasis","5/188","77/4955",0.0649350649350649,1.71145344017684,1.24941092197889,0.166818018207577,0.550102274327367,0.491256068656398,"Hspb1/Il1b/Lamc2/Gna11/Pik3r2",5
"Human Diseases","Drug resistance: antineoplastic","mmu01522","Endocrine resistance","4/188","58/4955",0.0689655172413793,1.81768158473955,1.24384857096644,0.176687124980004,0.556888194328248,0.497316077017436,"Rb1/Erbb2/Pik3r2/Jun",4
"Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction","4/188","58/4955",0.0689655172413793,1.81768158473955,1.24384857096644,0.176687124980004,0.556888194328248,0.497316077017436,"Cd36/Thbs1/Lamc2/Tnc",4
"Human Diseases","Cancer: specific types","mmu05222","Small cell lung cancer","4/188","58/4955",0.0689655172413793,1.81768158473955,1.24384857096644,0.176687124980004,0.556888194328248,0.497316077017436,"Ptgs2/Rb1/Lamc2/Pik3r2",4
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","5/188","79/4955",0.0632911392405063,1.66812550498249,1.18870502272335,0.179567438291961,0.556888194328248,0.497316077017436,"Il1b/Fosb/Pik3r2/Jun/Tnfrsf1a",5
"Environmental Information Processing","Signal transduction","mmu04370","VEGF signaling pathway","3/188","39/4955",0.0769230769230769,2.02741407528642,1.27910509057482,0.182948829183648,0.556888194328248,0.497316077017436,"Hspb1/Ptgs2/Pik3r2",3
"Human Diseases","Cancer: specific types","mmu05211","Renal cell carcinoma","3/188","39/4955",0.0769230769230769,2.02741407528642,1.27910509057482,0.182948829183648,0.556888194328248,0.497316077017436,"Pik3r2/Jun/Tgfa",3
"Human Diseases","Cancer: overview","mmu05230","Central carbon metabolism in cancer","3/188","39/4955",0.0769230769230769,2.02741407528642,1.27910509057482,0.182948829183648,0.556888194328248,0.497316077017436,"Erbb2/Pik3r2/Slc7a5",3
"Human Diseases","Neurodegenerative disease","mmu05016","Huntington disease","10/188","192/4955",0.0520833333333333,1.37272828014184,1.04601284761131,0.19200171712037,0.567672881501645,0.506947091593717,"mt-Co2/mt-Atp6/mt-Nd4/Creb3/mt-Atp8/Tubb2a/Dnah10/mt-Nd1/mt-Cytb/mt-Co3",10
"Human Diseases","Cancer: specific types","mmu05210","Colorectal cancer","4/188","60/4955",0.0666666666666667,1.75709219858156,1.17160818743312,0.192059325640411,0.567672881501645,0.506947091593717,"Ereg/Pik3r2/Jun/Tgfa",4
"Organismal Systems","Immune system","mmu04623","Cytosolic DNA-sensing pathway","3/188","40/4955",0.075,1.97672872340426,1.23161946460583,0.192639894805612,0.567672881501645,0.506947091593717,"Il1b/Irf7/Samhd1",3
"Organismal Systems","Immune system","mmu04620","Toll-like receptor signaling pathway","4/188","61/4955",0.0655737704918033,1.72828740844088,1.13650169080783,0.19989987192082,0.576794422104867,0.515092871725798,"Il1b/Irf7/Pik3r2/Jun",4
"Human Diseases","Cardiovascular disease","mmu05416","Viral myocarditis","4/188","61/4955",0.0655737704918033,1.72828740844088,1.13650169080783,0.19989987192082,0.576794422104867,0.515092871725798,"H2-K1/H2-Q2/H2-T23/Abl2",4
"Organismal Systems","Endocrine system","mmu04927","Cortisol synthesis and secretion","3/188","42/4955",0.0714285714285714,1.88259878419453,1.14064089407116,0.212389098954754,0.606513200107907,0.541632536672461,"Nr4a1/Creb3/Gna11",3
"Human Diseases","Cancer: overview","mmu05206","MicroRNAs in cancer","6/188","107/4955",0.0560747663551402,1.47792801749851,0.992447229956021,0.219617201798228,0.620754743858256,0.554350616783926,"Thbs1/Ptgs2/Erbb2/Pik3r2/Tnc/Ezr",6
"Human Diseases","Cancer: overview","mmu05207","Chemical carcinogenesis - receptor activation","7/188","130/4955",0.0538461538461538,1.41918985270049,0.961763139437144,0.222813623209445,0.62342801645471,0.556737920831681,"Hsp90ab1/Creb3/Rb1/Pik3r2/Jun/Hsp90aa1/Ppara",7
