"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051494","BP","GO:0051494","negative regulation of cytoskeleton organization","7/117","165/18903",7.53770181617806e-05,0.00423618842069207,0.00346535922970081,"CORO1A/GSN/STMN1/NPM1/CAPG/TWF2/CAPZB",7
"GO:1902904","BP","GO:1902904","negative regulation of supramolecular fiber organization","7/117","169/18903",8.76171942017032e-05,0.00480398664793729,0.00392983923672338,"CORO1A/GSN/STMN1/CAPG/TWF2/PFDN2/CAPZB",7
"GO:0051261","BP","GO:0051261","protein depolymerization","6/117","118/18903",9.26683196689769e-05,0.00495996149085381,0.00405743244264919,"GSN/STMN1/CFL1/CAPG/TWF2/CAPZB",6
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","10/117","372/18903",0.00010639931362608,0.00551014733797955,0.0045075048695684,"PSME2/GSN/ENO1/HMGB1/HSPD1/LGALS9/CTSH/PSME1/PRELID1/ANP32B",10
"GO:2000116","BP","GO:2000116","regulation of cysteine-type endopeptidase activity","8/117","235/18903",0.000107849858928425,0.00551014733797955,0.0045075048695684,"GSN/HMGB1/PSMB9/PARK7/HSPD1/LGALS9/CTSH/ANP32B",8
"GO:0051099","BP","GO:0051099","positive regulation of binding","7/117","177/18903",0.00011697102487992,0.00572227372993354,0.00468103212502056,"STMN1/RAN/HMGB1/NME1/PARK7/HMGB2/CALM2",7
"GO:0051693","BP","GO:0051693","actin filament capping","4/117","41/18903",0.000118281376067317,0.00572227372993354,0.00468103212502056,"GSN/CAPG/TWF2/CAPZB",4
"GO:0051014","BP","GO:0051014","actin filament severing","3/117","16/18903",0.000122024822162831,0.00572227372993354,0.00468103212502056,"GSN/CFL1/CAPG",3
"GO:0002697","BP","GO:0002697","regulation of immune effector process","10/117","379/18903",0.000123939820638248,0.00572227372993354,0.00468103212502056,"C1QBP/HMGB1/HSPD1/LGALS9/VAMP8/AXL/CD1A/PHB2/CD1C/CD300A",10
"GO:0030595","BP","GO:0030595","leukocyte chemotaxis","8/117","240/18903",0.00012472927614179,0.00572227372993354,0.00468103212502056,"C1QBP/CORO1A/CKLF/JAML/HMGB1/PPIA/LGALS9/PPIB",8
"GO:0043280","BP","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","6/117","125/18903",0.000127367929841851,0.0057264621256896,0.00468445838807817,"GSN/HMGB1/HSPD1/LGALS9/CTSH/ANP32B",6
"GO:0032735","BP","GO:0032735","positive regulation of interleukin-12 production","4/117","42/18903",0.000130110432376555,0.00573506376436268,0.00469149484750965,"LTB/HMGB1/HSPD1/LGALS9",4
"GO:0044000","BP","GO:0044000","movement in host","7/117","183/18903",0.000143861548807967,0.00614057779949509,0.00502322036697786,"RPSA/GSN/HMGB1/PPIA/LGALS9/VAMP8/AXL",7
"GO:0032272","BP","GO:0032272","negative regulation of protein polymerization","5/117","81/18903",0.00014679483119638,0.00614057779949509,0.00502322036697786,"GSN/STMN1/CAPG/TWF2/CAPZB",5
"GO:2001267","BP","GO:2001267","regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","3/117","17/18903",0.000147504982728085,0.00614057779949509,0.00502322036697786,"GSN/PARK7/LGALS9",3
"GO:0021762","BP","GO:0021762","substantia nigra development","4/117","44/18903",0.000156303897201588,0.00627448501623518,0.00513276143630027,"YWHAH/ACTB/NDRG2/CALM2",4
"GO:0032689","BP","GO:0032689","negative regulation of interferon-gamma production","4/117","44/18903",0.000156303897201588,0.00627448501623518,0.00513276143630027,"C1QBP/HMGB1/LGALS9/AXL",4
"GO:0019058","BP","GO:0019058","viral life cycle","9/117","319/18903",0.000166066089719783,0.0064364925808633,0.00526528963231326,"RPSA/GSN/HMGB1/PPIA/LGALS9/VAMP8/AXL/PPIB/BANF1",9
"GO:0060326","BP","GO:0060326","cell chemotaxis","9/117","319/18903",0.000166066089719783,0.0064364925808633,0.00526528963231326,"C1QBP/CORO1A/CKLF/JAML/HMGB1/PPIA/LGALS9/PPIB/HMGB2",9
"GO:0030835","BP","GO:0030835","negative regulation of actin filament depolymerization","4/117","45/18903",0.000170737752246202,0.00650539774660105,0.00532165661327591,"GSN/CAPG/TWF2/CAPZB",4
"GO:0001906","BP","GO:0001906","cell killing","7/117","189/18903",0.0001755635244174,0.00657778004817192,0.00538086802030171,"CORO1A/HMGN2/TUBB/LGALS9/CTSH/CD1A/CD1C",7
"GO:0001909","BP","GO:0001909","leukocyte mediated cytotoxicity","6/117","134/18903",0.000186322446148711,0.00686644031052954,0.00561700282004828,"CORO1A/TUBB/LGALS9/CTSH/CD1A/CD1C",6
"GO:0031647","BP","GO:0031647","regulation of protein stability","9/117","325/18903",0.000190831556623846,0.00691918289178076,0.00566014820750186,"GSN/NPM1/RPL5/PARK7/HSPD1/CTSH/PPIB/PHB2/PFDN2",9
"GO:0006913","BP","GO:0006913","nucleocytoplasmic transport","9/117","329/18903",0.000208994717825743,0.00734093946362921,0.00600516072436796,"NPM1/RANBP1/RAN/PARK7/MMP12/CAMK1/HNRNPA1/PHB2/ANP32B",9
"GO:0051169","BP","GO:0051169","nuclear transport","9/117","329/18903",0.000208994717825743,0.00734093946362921,0.00600516072436796,"NPM1/RANBP1/RAN/PARK7/MMP12/CAMK1/HNRNPA1/PHB2/ANP32B",9
"GO:1990542","BP","GO:1990542","mitochondrial transmembrane transport","5/117","91/18903",0.00025367440322456,0.00869063907920772,0.0071092650643266,"SLC25A5/SLC25A3/UCP2/HSPD1/VDAC1",5
"GO:1903900","BP","GO:1903900","regulation of viral life cycle","6/117","142/18903",0.000255152214958945,0.00869063907920772,0.0071092650643266,"GSN/HMGB1/PPIA/LGALS9/AXL/BANF1",6
"GO:2001056","BP","GO:2001056","positive regulation of cysteine-type endopeptidase activity","6/117","143/18903",0.000264998207890946,0.00889128315431114,0.00727339935876642,"GSN/HMGB1/HSPD1/LGALS9/CTSH/ANP32B",6
"GO:0051701","BP","GO:0051701","biological process involved in interaction with host","7/117","203/18903",0.000271819724069506,0.00898604028982722,0.00735091420974346,"RPSA/GSN/HMGB1/PPIA/LGALS9/VAMP8/AXL",7
"GO:0043281","BP","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","7/117","205/18903",0.000288493460399685,0.00939903331852885,0.00768875782331425,"GSN/HMGB1/PARK7/HSPD1/LGALS9/CTSH/ANP32B",7
"GO:0032069","BP","GO:0032069","regulation of nuclease activity","3/117","22/18903",0.000326598722706108,0.0104884846949047,0.00857996945214392,"NPM1/HMGB1/HMGB2",3
"GO:0030834","BP","GO:0030834","regulation of actin filament depolymerization","4/117","54/18903",0.000347204479241876,0.0109931784413484,0.00899282765360353,"GSN/CAPG/TWF2/CAPZB",4
"GO:0046718","BP","GO:0046718","viral entry into host cell","6/117","151/18903",0.00035497273562611,0.0110830376345486,0.00906633580612302,"RPSA/GSN/HMGB1/LGALS9/VAMP8/AXL",6
"GO:0048025","BP","GO:0048025","negative regulation of mRNA splicing, via spliceosome","3/117","23/18903",0.000373897962451694,0.0113618042680491,0.00929437725055335,"C1QBP/NPM1/SRSF7",3
"GO:0050821","BP","GO:0050821","protein stabilization","7/117","214/18903",0.00037400957110126,0.0113618042680491,0.00929437725055335,"NPM1/RPL5/PARK7/HSPD1/PPIB/PHB2/PFDN2",7
"GO:1903902","BP","GO:1903902","positive regulation of viral life cycle","3/117","24/18903",0.000425389092547815,0.0127503290672998,0.010430242030611,"HMGB1/LGALS9/AXL",3
"GO:0044409","BP","GO:0044409","entry into host","6/117","158/18903",0.000451902771665069,0.0131932133857542,0.0107925378277358,"RPSA/GSN/HMGB1/LGALS9/VAMP8/AXL",6
"GO:0097530","BP","GO:0097530","granulocyte migration","6/117","158/18903",0.000451902771665069,0.0131932133857542,0.0107925378277358,"C1QBP/CKLF/JAML/PPIA/PPIB/CD300A",6
"GO:0050686","BP","GO:0050686","negative regulation of mRNA processing","3/117","25/18903",0.000481222041495634,0.0138690660164383,0.0113454103440334,"C1QBP/NPM1/SRSF7",3
"GO:0006611","BP","GO:0006611","protein export from nucleus","4/117","59/18903",0.000487934517850347,0.0138845164066782,0.0113580493362366,"RAN/PARK7/CAMK1/ANP32B",4
"GO:0051098","BP","GO:0051098","regulation of binding","9/117","372/18903",0.000512832657375387,0.0141429988484876,0.0115694975596122,"STMN1/RAN/HMGB1/NME1/PARK7/CAMK1/ACTB/HMGB2/CALM2",9
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis","5/117","106/18903",0.000513603726196406,0.0141429988484876,0.0115694975596122,"C1QBP/CKLF/JAML/PPIA/PPIB",5
"GO:0050792","BP","GO:0050792","regulation of viral process","6/117","162/18903",0.000515892306750881,0.0141429988484876,0.0115694975596122,"GSN/HMGB1/PPIA/LGALS9/AXL/BANF1",6
"GO:0019883","BP","GO:0019883","antigen processing and presentation of endogenous antigen","3/117","26/18903",0.000541543548359897,0.0146673481531693,0.0119984347366486,"CD1A/CD1C/TAP1",3
"GO:0042255","BP","GO:0042255","ribosome assembly","4/117","61/18903",0.000554182512505098,0.0147952181777696,0.0121030371589078,"C1QBP/RPSA/NPM1/RPL5",4
"GO:0006090","BP","GO:0006090","pyruvate metabolic process","5/117","108/18903",0.000559427733590041,0.0147952181777696,0.0121030371589078,"FBP1/LDHB/ENO1/PGAM1/VDAC1",5
"GO:0051168","BP","GO:0051168","nuclear export","6/117","165/18903",0.000568349904774246,0.0148564021620059,0.0121530879270576,"NPM1/RAN/PARK7/CAMK1/HNRNPA1/ANP32B",6
"GO:0048024","BP","GO:0048024","regulation of mRNA splicing, via spliceosome","5/117","109/18903",0.000583459032298191,0.0150760448805326,0.0123327638163937,"C1QBP/NPM1/RBM3/HNRNPA1/SRSF7",5
"GO:0002407","BP","GO:0002407","dendritic cell chemotaxis","3/117","27/18903",0.000606497202863721,0.0154932467277005,0.0126740503995565,"C1QBP/HMGB1/LGALS9",3
"GO:0048524","BP","GO:0048524","positive regulation of viral process","4/117","64/18903",0.000665190520980205,0.0167049493896035,0.0136652681137092,"HMGB1/PPIA/LGALS9/AXL",4
"GO:0000470","BP","GO:0000470","maturation of LSU-rRNA","3/117","28/18903",0.000676223485077366,0.0167049493896035,0.0136652681137092,"NHP2/RPL7A/RPL10A",3
"GO:0033119","BP","GO:0033119","negative regulation of RNA splicing","3/117","28/18903",0.000676223485077366,0.0167049493896035,0.0136652681137092,"C1QBP/NPM1/SRSF7",3
"GO:0002456","BP","GO:0002456","T cell mediated immunity","5/117","113/18903",0.00068740889396965,0.0167966868874323,0.013740312789073,"HMGB1/HSPD1/CTSH/CD1A/CD1C",5
"GO:0048857","BP","GO:0048857","neural nucleus development","4/117","65/18903",0.000705452396449239,0.0170522256690095,0.0139493529892113,"YWHAH/ACTB/NDRG2/CALM2",4
"GO:0045333","BP","GO:0045333","cellular respiration","7/117","240/18903",0.000739735387699628,0.0176860626152666,0.0144678551174708,"COX5A/IDH2/PARK7/MDH2/CYC1/PRELID1/NDUFS8",7
"GO:0030837","BP","GO:0030837","negative regulation of actin filament polymerization","4/117","66/18903",0.000747409229737689,0.0176860626152666,0.0144678551174708,"GSN/CAPG/TWF2/CAPZB",4
"GO:0002703","BP","GO:0002703","regulation of leukocyte mediated immunity","7/117","241/18903",0.000758024570582649,0.017750408694477,0.0145204925965777,"HMGB1/HSPD1/LGALS9/VAMP8/CD1A/CD1C/CD300A",7
"GO:0032984","BP","GO:0032984","protein-containing complex disassembly","7/117","242/18903",0.000776670156429836,0.0178158623638191,0.0145740361254879,"GSN/STMN1/VAMP8/CFL1/CAPG/TWF2/CAPZB",7
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","7/117","242/18903",0.000776670156429836,0.0178158623638191,0.0145740361254879,"C1QBP/CKLF/JAML/HMGB1/PPIA/PPIB/CD300A",7
"GO:0050900","BP","GO:0050900","leukocyte migration","9/117","398/18903",0.000829678128264306,0.0188395599226077,0.0154114586930116,"C1QBP/CORO1A/CKLF/JAML/HMGB1/PPIA/LGALS9/PPIB/CD300A",9
"GO:0032609","BP","GO:0032609","interferon-gamma production","5/117","119/18903",0.000868555735767937,0.0193318147921418,0.015814141431856,"C1QBP/HMGB1/HSPD1/LGALS9/AXL",5
"GO:0032649","BP","GO:0032649","regulation of interferon-gamma production","5/117","119/18903",0.000868555735767937,0.0193318147921418,0.015814141431856,"C1QBP/HMGB1/HSPD1/LGALS9/AXL",5
"GO:0051101","BP","GO:0051101","regulation of DNA binding","5/117","121/18903",0.000936182809034639,0.0206327348500967,0.0168783422846596,"HMGB1/NME1/PARK7/HMGB2/CALM2",5
"GO:0009615","BP","GO:0009615","response to virus","9/117","409/18903",0.00100474078602702,0.0214282811522259,0.0175291286631105,"C1QBP/STMN1/ENO1/LGALS9/MMP12/VAMP8/CFL1/PHB2/BANF1",9
"GO:0043304","BP","GO:0043304","regulation of mast cell degranulation","3/117","32/18903",0.00100555784348673,0.0214282811522259,0.0175291286631105,"LGALS9/VAMP8/CD300A",3
"GO:0046825","BP","GO:0046825","regulation of protein export from nucleus","3/117","32/18903",0.00100555784348673,0.0214282811522259,0.0175291286631105,"PARK7/CAMK1/ANP32B",3
"GO:0000377","BP","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","8/117","329/18903",0.00101994042850897,0.0214282811522259,0.0175291286631105,"C1QBP/NPM1/RBM3/HNRNPA1/LSM4/SRSF7/SNRPE/SNRPG",8
"GO:0000398","BP","GO:0000398","mRNA splicing, via spliceosome","8/117","329/18903",0.00101994042850897,0.0214282811522259,0.0175291286631105,"C1QBP/NPM1/RBM3/HNRNPA1/LSM4/SRSF7/SNRPE/SNRPG",8
"GO:1901880","BP","GO:1901880","negative regulation of protein depolymerization","4/117","72/18903",0.00103694840273136,0.0215838889753712,0.0176564216332523,"GSN/CAPG/TWF2/CAPZB",4
"GO:0071677","BP","GO:0071677","positive regulation of mononuclear cell migration","4/117","73/18903",0.00109187251514994,0.0225186184775877,0.0184210650310666,"C1QBP/CORO1A/HMGB1/LGALS9",4
"GO:0000375","BP","GO:0000375","RNA splicing, via transesterification reactions","8/117","333/18903",0.00110195651979931,0.0225199841500805,0.0184221822018124,"C1QBP/NPM1/RBM3/HNRNPA1/LSM4/SRSF7/SNRPE/SNRPG",8
"GO:0033006","BP","GO:0033006","regulation of mast cell activation involved in immune response","3/117","34/18903",0.00120229124479777,0.023980470021235,0.0196169138074066,"LGALS9/VAMP8/CD300A",3
"GO:0036336","BP","GO:0036336","dendritic cell migration","3/117","34/18903",0.00120229124479777,0.023980470021235,0.0196169138074066,"C1QBP/HMGB1/LGALS9",3
"GO:0002699","BP","GO:0002699","positive regulation of immune effector process","7/117","261/18903",0.00120542398238414,0.023980470021235,0.0196169138074066,"HSPD1/LGALS9/VAMP8/CD1A/PHB2/CD1C/CD300A",7
"GO:0071621","BP","GO:0071621","granulocyte chemotaxis","5/117","130/18903",0.00129001243248933,0.0252169386803131,0.0206283910257104,"C1QBP/CKLF/JAML/PPIA/PPIB",5
"GO:1990266","BP","GO:1990266","neutrophil migration","5/117","130/18903",0.00129001243248933,0.0252169386803131,0.0206283910257104,"C1QBP/CKLF/JAML/PPIA/PPIB",5
"GO:0009060","BP","GO:0009060","aerobic respiration","6/117","194/18903",0.00131750331198664,0.0255323055633272,0.0208863728315849,"COX5A/IDH2/PARK7/MDH2/CYC1/NDUFS8",6
"GO:0009141","BP","GO:0009141","nucleoside triphosphate metabolic process","7/117","267/18903",0.00137368188456523,0.0263934775769456,0.0215908434758025,"FBP1/ENO1/RAN/NME1/PGAM1/NDUFS8/DUT",7
"GO:0000423","BP","GO:0000423","mitophagy","3/117","36/18903",0.00142171051250451,0.026857186824455,0.0219701748371993,"SLC25A5/PHB2/VDAC1",3
"GO:1903146","BP","GO:1903146","regulation of autophagy of mitochondrion","3/117","36/18903",0.00142171051250451,0.026857186824455,0.0219701748371993,"SLC25A5/PARK7/VDAC1",3
"GO:0043299","BP","GO:0043299","leukocyte degranulation","4/117","79/18903",0.00146500778035467,0.027412532000613,0.0224244677866037,"CORO1A/LGALS9/VAMP8/CD300A",4
"GO:0043467","BP","GO:0043467","regulation of generation of precursor metabolites and energy","5/117","134/18903",0.00147549660679456,0.027412532000613,0.0224244677866037,"FBP1/PARK7/PGAM1/PHB2/PRELID1",5
"GO:0032070","BP","GO:0032070","regulation of deoxyribonuclease activity","2/117","10/18903",0.00165470185133212,0.0292895256834221,0.023959918228572,"NPM1/HMGB1",2
"GO:0033007","BP","GO:0033007","negative regulation of mast cell activation involved in immune response","2/117","10/18903",0.00165470185133212,0.0292895256834221,0.023959918228572,"LGALS9/CD300A",2
"GO:0060054","BP","GO:0060054","positive regulation of epithelial cell proliferation involved in wound healing","2/117","10/18903",0.00165470185133212,0.0292895256834221,0.023959918228572,"JAML/MMP12",2
"GO:0098974","BP","GO:0098974","postsynaptic actin cytoskeleton organization","2/117","10/18903",0.00165470185133212,0.0292895256834221,0.023959918228572,"ACTG1/ACTB",2
"GO:2000510","BP","GO:2000510","positive regulation of dendritic cell chemotaxis","2/117","10/18903",0.00165470185133212,0.0292895256834221,0.023959918228572,"C1QBP/LGALS9",2
"GO:2001269","BP","GO:2001269","positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","2/117","10/18903",0.00165470185133212,0.0292895256834221,0.023959918228572,"GSN/LGALS9",2
"GO:0043242","BP","GO:0043242","negative regulation of protein-containing complex disassembly","4/117","82/18903",0.00168136367845522,0.0295289496028698,0.0241557758738591,"GSN/CAPG/TWF2/CAPZB",4
"GO:0050684","BP","GO:0050684","regulation of mRNA processing","5/117","139/18903",0.00173413094559106,0.0302195842301449,0.0247207406115673,"C1QBP/NPM1/RBM3/HNRNPA1/SRSF7",5
"GO:0071674","BP","GO:0071674","mononuclear cell migration","6/117","206/18903",0.00178730039868733,0.0309065484326856,0.0252827028057228,"C1QBP/CORO1A/CKLF/JAML/HMGB1/LGALS9",6
"GO:1990000","BP","GO:1990000","amyloid fibril formation","3/117","40/18903",0.00193226235252958,0.0330371069402308,0.0270255786779281,"GSN/HNRNPA1/PFDN2",3
"GO:0002696","BP","GO:0002696","positive regulation of leukocyte activation","9/117","450/18903",0.00193990129720216,0.0330371069402308,0.0270255786779281,"IGHA2/CORO1A/HMGB1/HSPD1/LGALS9/ACTB/VAMP8/AXL/HLA-DQB1",9
"GO:0042989","BP","GO:0042989","sequestering of actin monomers","2/117","11/18903",0.00201424094195514,0.0340452153196627,0.027850248718604,"GSN/TWF2",2
"GO:0032733","BP","GO:0032733","positive regulation of interleukin-10 production","3/117","41/18903",0.00207547137698713,0.0348183556378139,0.0284827061712216,"HMGB1/HSPD1/LGALS9",3
"GO:1901879","BP","GO:1901879","regulation of protein depolymerization","4/117","88/18903",0.0021789061517852,0.0362828224386157,0.0296806943249024,"GSN/CAPG/TWF2/CAPZB",4
"GO:0010591","BP","GO:0010591","regulation of lamellipodium assembly","3/117","42/18903",0.00222511452657256,0.0367798342333464,0.030087268404971,"ARPC2/TWF2/CAPZB",3
"GO:0002709","BP","GO:0002709","regulation of T cell mediated immunity","4/117","89/18903",0.00227068287446368,0.0372590883342653,0.030479316032947,"HMGB1/HSPD1/CD1A/CD1C",4
"GO:0002460","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","8/117","375/18903",0.00232381503534815,0.0375810412181306,0.0307426854317635,"C1QBP/IGHA2/HMGB1/HSPD1/CTSH/CD1A/HLA-DQB1/CD1C",8
"GO:0002366","BP","GO:0002366","leukocyte activation involved in immune response","7/117","293/18903",0.00232565213531377,0.0375810412181306,0.0307426854317635,"CORO1A/HMGB1/HSPD1/LGALS9/VAMP8/CD1C/CD300A",7
"GO:0050863","BP","GO:0050863","regulation of T cell activation","8/117","376/18903",0.00236229450003457,0.0375810412181306,0.0307426854317635,"CORO1A/HMGB1/HSPD1/LGALS9/ACTB/HLA-DQB1/PRELID1/CD300A",8
"GO:0002424","BP","GO:0002424","T cell mediated immune response to tumor cell","2/117","12/18903",0.00240732648372367,0.0375810412181306,0.0307426854317635,"HMGB1/HSPD1",2
"GO:0002887","BP","GO:0002887","negative regulation of myeloid leukocyte mediated immunity","2/117","12/18903",0.00240732648372367,0.0375810412181306,0.0307426854317635,"LGALS9/CD300A",2
"GO:0099188","BP","GO:0099188","postsynaptic cytoskeleton organization","2/117","12/18903",0.00240732648372367,0.0375810412181306,0.0307426854317635,"ACTG1/ACTB",2
"GO:2000508","BP","GO:2000508","regulation of dendritic cell chemotaxis","2/117","12/18903",0.00240732648372367,0.0375810412181306,0.0307426854317635,"C1QBP/LGALS9",2
"GO:0030901","BP","GO:0030901","midbrain development","4/117","91/18903",0.00246216726501608,0.0381720828396976,0.0312261793973364,"YWHAH/ACTB/NDRG2/CALM2",4
"GO:0050867","BP","GO:0050867","positive regulation of cell activation","9/117","467/18903",0.00249010220560257,0.038340751768456,0.0313641568362486,"IGHA2/CORO1A/HMGB1/HSPD1/LGALS9/ACTB/VAMP8/AXL/HLA-DQB1",9
"GO:0002263","BP","GO:0002263","cell activation involved in immune response","7/117","297/18903",0.00250867434591417,0.0383639450994221,0.0313831298411174,"CORO1A/HMGB1/HSPD1/LGALS9/VAMP8/CD1C/CD300A",7
"GO:0000422","BP","GO:0000422","autophagy of mitochondrion","4/117","93/18903",0.00266447720421647,0.0399316317005242,0.0326655556194118,"SLC25A5/PARK7/PHB2/VDAC1",4
"GO:0019646","BP","GO:0019646","aerobic electron transport chain","4/117","93/18903",0.00266447720421647,0.0399316317005242,0.0326655556194118,"COX5A/PARK7/CYC1/NDUFS8",4
"GO:0061726","BP","GO:0061726","mitochondrion disassembly","4/117","93/18903",0.00266447720421647,0.0399316317005242,0.0326655556194118,"SLC25A5/PARK7/PHB2/VDAC1",4
"GO:0033003","BP","GO:0033003","regulation of mast cell activation","3/117","45/18903",0.0027136194516005,0.0401330034684074,0.0328302851935324,"LGALS9/VAMP8/CD300A",3
"GO:0046636","BP","GO:0046636","negative regulation of alpha-beta T cell activation","3/117","45/18903",0.0027136194516005,0.0401330034684074,0.0328302851935324,"HMGB1/LGALS9/CD300A",3
"GO:0140694","BP","GO:0140694","non-membrane-bounded organelle assembly","8/117","386/18903",0.00277529431483547,0.0403151284173401,0.0329792701559717,"C1QBP/RPSA/GSN/NPM1/RPL5/TUBB/ACTG1/LSM4",8
"GO:0097048","BP","GO:0097048","dendritic cell apoptotic process","2/117","13/18903",0.00283353660584508,0.0403151284173401,0.0329792701559717,"LGALS9/AXL",2
"GO:1901524","BP","GO:1901524","regulation of mitophagy","2/117","13/18903",0.00283353660584508,0.0403151284173401,0.0329792701559717,"SLC25A5/VDAC1",2
"GO:1901857","BP","GO:1901857","positive regulation of cellular respiration","2/117","13/18903",0.00283353660584508,0.0403151284173401,0.0329792701559717,"PARK7/PRELID1",2
"GO:2000668","BP","GO:2000668","regulation of dendritic cell apoptotic process","2/117","13/18903",0.00283353660584508,0.0403151284173401,0.0329792701559717,"LGALS9/AXL",2
"GO:2001198","BP","GO:2001198","regulation of dendritic cell differentiation","2/117","13/18903",0.00283353660584508,0.0403151284173401,0.0329792701559717,"HMGB1/LGALS9",2
"GO:0046596","BP","GO:0046596","regulation of viral entry into host cell","3/117","46/18903",0.00288995732525365,0.0408592708627056,0.0334243988561279,"GSN/HMGB1/LGALS9",3
"GO:0051051","BP","GO:0051051","negative regulation of transport","9/117","479/18903",0.00294833611718471,0.0412667552498311,0.0337577361965981,"CORO1A/HMGB1/UCP2/PARK7/LGALS9/VAMP8/CD300A/CALM2/VDAC1",9
"GO:0050878","BP","GO:0050878","regulation of body fluid levels","8/117","390/18903",0.00295549270250125,0.0412667552498311,0.0337577361965981,"STMN1/ACTG1/NME1/PPIA/APRT/ACTB/VAMP8/AXL",8
"GO:0006364","BP","GO:0006364","rRNA processing","6/117","229/18903",0.00303107382374669,0.0420608268875466,0.0344073162448698,"RPL5/NHP2/RPL14/PA2G4/RPL7A/RPL10A",6
"GO:0034314","BP","GO:0034314","Arp2/3 complex-mediated actin nucleation","3/117","47/18903",0.00307319604927525,0.0421252726754315,0.0344600352893701,"ARPC3/ARPC1B/ARPC2",3
"GO:0097028","BP","GO:0097028","dendritic cell differentiation","3/117","47/18903",0.00307319604927525,0.0421252726754315,0.0344600352893701,"HMGB1/LGALS9/AXL",3
"GO:1903311","BP","GO:1903311","regulation of mRNA metabolic process","7/117","309/18903",0.00312491998461356,0.042574667426735,0.0348276568620088,"C1QBP/NPM1/APEX1/RBM3/HNRNPA1/SRSF7/SERBP1",7
"GO:0002475","BP","GO:0002475","antigen processing and presentation via MHC class Ib","2/117","14/18903",0.00329245329702553,0.0433903145368845,0.0354948864468708,"CD1A/CD1C",2
"GO:0033004","BP","GO:0033004","negative regulation of mast cell activation","2/117","14/18903",0.00329245329702553,0.0433903145368845,0.0354948864468708,"LGALS9/CD300A",2
"GO:0043301","BP","GO:0043301","negative regulation of leukocyte degranulation","2/117","14/18903",0.00329245329702553,0.0433903145368845,0.0354948864468708,"LGALS9/CD300A",2
"GO:0046598","BP","GO:0046598","positive regulation of viral entry into host cell","2/117","14/18903",0.00329245329702553,0.0433903145368845,0.0354948864468708,"HMGB1/LGALS9",2
"GO:0075294","BP","GO:0075294","positive regulation by symbiont of entry into host","2/117","14/18903",0.00329245329702553,0.0433903145368845,0.0354948864468708,"HMGB1/LGALS9",2
"GO:2001234","BP","GO:2001234","negative regulation of apoptotic signaling pathway","6/117","233/18903",0.00330059776948721,0.0433903145368845,0.0354948864468708,"SLC25A5/ENO1/PPIA/PARK7/PRELID1/HMGB2",6
"GO:0022618","BP","GO:0022618","ribonucleoprotein complex assembly","6/117","234/18903",0.00337068684360515,0.0437235767298998,0.0357675072799845,"RPSA/RPL5/LSM4/EIF3K/SNRPE/SNRPG",6
"GO:0006909","BP","GO:0006909","phagocytosis","7/117","314/18903",0.00341342954653898,0.0437235767298998,0.0357675072799845,"IGHA2/CORO1A/GSN/HMGB1/PLD4/AXL/CD300A",7
"GO:0051251","BP","GO:0051251","positive regulation of lymphocyte activation","8/117","400/18903",0.00344609897302569,0.0437235767298998,0.0357675072799845,"IGHA2/CORO1A/HMGB1/HSPD1/LGALS9/ACTB/AXL/HLA-DQB1",8
"GO:0035307","BP","GO:0035307","positive regulation of protein dephosphorylation","3/117","49/18903",0.00346071779494305,0.0437235767298998,0.0357675072799845,"PPIA/CD300A/CALM2",3
"GO:0043300","BP","GO:0043300","regulation of leukocyte degranulation","3/117","49/18903",0.00346071779494305,0.0437235767298998,0.0357675072799845,"LGALS9/VAMP8/CD300A",3
"GO:0001776","BP","GO:0001776","leukocyte homeostasis","4/117","100/18903",0.00346209815743869,0.0437235767298998,0.0357675072799845,"CORO1A/HMGB1/LGALS9/AXL",4
"GO:0006165","BP","GO:0006165","nucleoside diphosphate phosphorylation","4/117","100/18903",0.00346209815743869,0.0437235767298998,0.0357675072799845,"FBP1/ENO1/NME1/PGAM1",4
"GO:0042773","BP","GO:0042773","ATP synthesis coupled electron transport","4/117","101/18903",0.0035879004385978,0.0448088899220437,0.0366553337206454,"COX5A/PARK7/CYC1/NDUFS8",4
"GO:0042775","BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport","4/117","101/18903",0.0035879004385978,0.0448088899220437,0.0366553337206454,"COX5A/PARK7/CYC1/NDUFS8",4
"GO:0046939","BP","GO:0046939","nucleotide phosphorylation","4/117","102/18903",0.0037167745933723,0.0461619297563587,0.0377621704834045,"FBP1/ENO1/NME1/PGAM1",4
"GO:0000054","BP","GO:0000054","ribosomal subunit export from nucleus","2/117","15/18903",0.00378366237452324,0.0462264837930883,0.0378149780794743,"NPM1/RAN",2
