"Genus","Degree","Betweenness","Closeness","Eigenvector","Degree_scaled","Betweenness_scaled","Closeness_scaled","Eigenvector_scaled","Is_hub"
"Enterobacter",1,0,0.0804817462954625,0.135704876593519,-2.26629898978734,-0.482699076170664,-1.86884794554164,-2.34851811448304,FALSE
"Ellin6067",8,7,0.150376455944358,0.936216994240204,1.05409255338946,2.55830510370452,1.72736345336254,0.401317790404005,TRUE
"Pedosphaeraceae",6,0,0.111927744632967,0.941072262475759,0.105409255338946,-0.482699076170664,-0.250893478897051,0.417996102484071,FALSE
"Pseudarthrobacter",6,0,0.112972693283005,0.929762524141907,0.105409255338946,-0.482699076170664,-0.197128948428135,0.379146066538669,FALSE
"Ilumatobacter",7,1.5,0.126961497915461,0.989992558354629,0.579750904364203,0.168944676659732,0.52262078555018,0.586042010996838,FALSE
"Virgisporangium",7,1.5,0.126961497915461,0.989992558354629,0.579750904364203,0.168944676659732,0.52262078555018,0.586042010996837,FALSE
"Dongia",6,0,0.116918819895911,0.901361759591087,0.105409255338946,-0.482699076170664,0.00590652561759591,0.281586716259657,FALSE
"IMCC26256",7,0,0.124369226694228,1,0.579750904364203,-0.482699076170664,0.389243662135839,0.620418532908088,FALSE
"Ruminococcus_gauvreauii_group",4,0,0.10026652195194,0.550391113545,-0.843274042711568,-0.482699076170664,-0.850884839349497,-0.924031116105122,FALSE
