"WT_Control","DB_Control","DB_Treated","cluster","n_genes","disease_dir","is_rescue","rescue_mag"
1.10643218587254,-0.682372505254149,-0.424059680618396,1,1151,-1,TRUE,TRUE
0.718699834888835,-1.10752542757706,0.388825592688219,2,1409,-1,TRUE,TRUE
-0.67691765702125,1.12085854160793,-0.443940884586678,3,1660,1,TRUE,TRUE
-1.08024262630849,0.769586351668699,0.310656274639793,4,1013,1,TRUE,TRUE
0.412909757049881,0.658730343912957,-1.07164010096284,5,390,1,TRUE,FALSE
-0.397223950312609,-0.66483908834801,1.06206303866062,6,389,-1,TRUE,FALSE
